"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma1R8Rw1HxTW3NMUAXKL8exjn5sUsFzWxkBSvErEHuoTr",267,223.5,44927813.75,79714.75,176395147,2.09732450000001
"2","Qma1wddS5KLLFGk8r2jKaQDXH6EReLyNhN9BJPzSfU2wSr",251,201,53526729,66070.75,145530641,1.87655925
"3","QmaADGdWXhBGsxhAuLMJBmiQ6GUGHVC4S9GCrhYStxUCN6",282,233.5,46808421.25,51267.5,184546061,2.09425025
"4","Qmag2Fo18TFUYS18R68Zarywg2NHBwjiLeyLDaAfqqP8mF",294,237,49149950.5,53577.25,184967566,2.82890624999999
"5","QmaHRV1kJgQyRtv2Y11UE6NzZ21CtK3TahYR5uyhnti6Y1",236,172.5,51968699.25,51650.5,118127580,2.35207025
"6","QmajQdX98PR2gTs9DcHpAHy4kur9uFKTbakE9dTZb6uJ1H",183,147.5,44220503.75,51953.5,102114053,1.11348975
"7","QmakcTxbzXeG2sRNLsuMMfbS49MsohDXYM4gXBoP8BwJn6",229,191.25,47627681.25,52838.5,142024134,1.54534625
"8","QmakLKUBW55duMtmD2gTxWbhYaz539SusBwmQGUL7tLvcp",235,197.5,44555363.25,52319,151780427,1.11189074999999
"9","Qman88GHpbkRThxFYrJeAXo6U6MqXLyfJHzvYcxzSiawap",277,205,60862490.75,52417.5,142173995,1.91109675
"10","QmaQvKtJkFv5G88jYUshy7eNzpsVubHpw4mK7MovFeMAYt",263,215.5,45080309.75,53978.5,167929898,2.43581374999999
"11","QmaQzcCd8FWKhPZYPaQ4NgdC1ZYHTrFgc9cG1PB6B1jpby",208,171,43434150.75,51788.5,126316328,1.19773275
"12","QmaVMR6mdhPXNTsq9y9wSMu8a2zCMX4HS8xLJtmz5L4CHN",209,170.5,41826207.5,50773,127360826,1.2621935
"13","QmaVUkRDCZcDDhTpFbPJndyEXFAMPtUDEvieGjmxbGY3Xu",223,182.75,46715314.75,60612,134105139,1.86893425
"14","QmavvUYqKK9WLce6uzt2qfMxABXD9opAyVuf8PmHxzGBkg",215,171.5,43720063.5,57980.5,125864772,1.857184
"15","QmaY3aSkoERA4HPtTYv2mXPE6C7aLcqQxSrk2xkrxnRJYc",241,201.5,40369036.75,55902,159624169,1.45089225
"16","QmbAdAsjQn29QQETTSDdgeqbxpiaMvSxJobnW2R7vWUe2U",191,155,43833596,62061.25,109022770,2.08157275
"17","QmbaVkNC6guG6FxmgbFxEC6MTtJJMmXPiqhoSsiote5H1S",254,197,53316830.5,54352.25,142707513,0.921304249999991
"18","QmbCCpLT8jKGmHytpT42LZru7pVcYKppf8B7u2zKZ8dBJP",324,263.5,52970417.75,53380,208939313,1.53688924999999
"19","QmbEHnsf3JSfXtmvdiaE36fXGd7GxPpcMhAuisRWoqdiwC",278,225.75,46917506.5,53197.25,176672981,2.10631525
"20","QmbFk9CRma4XvqHiPKJjyfvSmayC8yxUuxWkdqbBNYT4NH",287,251.25,44036343.5,55824.5,205675160,1.482672
"21","Qmbks5bvVQxA5JTbUJ7P2YSwh4jr6KWUtAMQxqQuJLW63F",234,170.75,50828190.75,50205.5,117924599,1.94700475
"22","QmbMi8Jjm6VqktPrV15yC8aNLG2DYLbShQQrKoWw3ovMk6",299,261.25,41408245.5,49013.75,218102161,1.69057975
