"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","QmbaCo4TnPYasPenGVXFnhWqgv5uWDr9NvpFLqPSoWhKvJ",485,328.105263157895,124613797.894737,202124255,1.36721026315789
"2","QmciDRZNAREsVxN9JeiHgwmwRQhzS9GVbJoyoRbCZXG5mu",440,325.684210526316,106114384.578947,218222815,1.34701094736843
"3","QmekFpj7FGZJyxnRJ3CGc66sFrf9LKdUqpb6usjB7B2NY3",440,315.684210526316,112090561.105263,202196693,1.39695642105263
"4","QmPYb59zKiXxRsoL7ZNqoTfAsL3RDmdh87BvTXJWmJ8SgL",405,298.578947368421,103964674.894737,193062219,1.55205347368421
"5","QmQhHy65pDxSQep1txpXVLmLr89hgYwCaTyPduuXae4JHk",475,373.052631578947,117161968.789474,254425080,1.46558278947368
"6","QmSkQKm1vNGoZDCmcUQh5v2dhTLTwKU9BUCv79tt3V2Nnj",532,396,116751675.947368,277314337,1.93398705263158
"7","QmVRygwKYDFxkDrfz1dx2Fy1qT2KyMzVReNkjkEvVxFeJB",412,312.526315789474,108366161.842105,202600100,1.56005394736843
"8","QmWMFdZDqmQTA29px7HZo53Qx12qXtuhSnPToWHqcZ5ACj",450,340.631578947368,106039439.421053,232759260,1.83287952631579
"9","QmXpk1Ae59LNZvVJMcHmkUVbYoeXrThSNgm4mNsLaU9gxP",1120,775.368421052632,377776882.210526,395700219,1.89131984210524
"10","QmYLVFPdt17cubjQNtQnpAVdtpQoryDyL214gcA6uCwoCe",401,308.473684210526,105095227.842105,201307025,2.07143136842105
