CID,time,timeSend,timeRetrieve
QmZLtMJ6FMbfQHn1zAJCKwYLZFFGHVdFepbxfHnDsq1ujo,1695363910699,0,83331617
QmSA2j5BHJyzn1PE8GmtNWhGsmd3oWxv94ELu46p9LB2AQ,1695363911874,0,39252413
Qmc5mM8cR8wPALZFQmxTju22Z5iqjca6cQGLw5M9rYMHjN,1695363913117,0,30003714
QmViGUhgbXDocBNMfDevvAhKUShk99ToFvr9Z2wUP8eVXL,1695363914317,0,27206121
QmPc7MzCJMERQBv9K3AK2VGuyRjDYePLvQpEhGh8V7BSUQ,1695363915511,0,26472619
QmbpZDi6RFTLh5JtWkkAW5p1DVbTy5xRcJozorVPqB8s5i,1695363916748,0,28127305
QmUc2cv37tJfAB2QPD7CPR2kjcz3APYbYzLBZW7UWXVqQo,1695363917982,0,26663248
QmdYoABzQWMSFAfueDMyCtJuU781NrsGiojPGhZN1kZGdb,1695363919190,0,23824280
QmY3ZNCaBYDRhhqWa3gJEaoQbb4Yjwb7CbnkoiGPCbSgrV,1695363920490,0,29177520
QmVzXVHwed3KnfjYau2Fw4mKEjdAVnVywZAfNHeYFQQQhg,1695363921673,0,42822746
QmY9vGGh26qAkT3DSbU7mTvwScX2v6oxgxMh2RDM6uo2pN,1695363922838,0,22972391
QmNrq9ryfzPmDRSEbiYJ4URFZ88c3NGfVqKHzYiFyvawUg,1695363924089,0,37458494
QmfNvTuWxYnEHTxQtKebfLeFbQRTdasC9yWWTrgYTfz2MQ,1695363925346,0,33363627
QmbRtfRuqLXVAEfPbVdg5hra64oBWkTQ9QYxWVAMoXuFFP,1695363926576,0,44500365
QmYCq8iicFcU9aPqzpvGojA3P5zqjkjNULVAotpJSrNQPv,1695363927743,0,25018616
QmUQmffmTZSdwFiBqw41U3jbEJosiZGo8MV3QX2oKFPZLr,1695363928931,0,36420988
QmWwwvkHwNSJmA7tFYAnmC4VmUTjTKRusmpThZVrbn5izE,1695363930134,0,27692179
QmSvhXonrUhxwQtAcRr4rBjiW9ckqMRWtuV6KpMJhjAhjL,1695363931354,0,47025940
QmPWgubWhmBUKbUt325T3pnPu4LtTDqG2FVG9CKC9DbVdZ,1695363932543,0,65329569
QmTc5z39JvsuMbc4Bp59MKv2wvWKYQoX5BLYmdouUNQ1Xr,1695363933755,0,65822400
QmdyASBWF2h9DnXCZT91gWCWLMwG2KF1HNF9SDGGBrS41u,1695363934979,0,53657027
QmdJ35BXqJxyP1vkNiLRybWEc5Pkq2mg6Xp6ezMoKRNtdW,1695363936210,0,65738697
QmTorCJVCrwbz6n7AEPtGnvbi7zCcUnfFZAR1WQuo4Zpby,1695363937373,0,60073203
QmfFiKafgFUL3ibFbohGP5No1sNWCyRrTus3ZdmQ3v2ixD,1695363938537,0,54408001
QmZKwFEEAUqK7gFZnSK7hmhmxQwCuc5ieNksjFdDfszT2q,1695363939769,0,58726319
QmfP7attwZHN6iLsPCa3hKUPtun5K4Q6io2smiU6Rsu14K,1695363940948,0,29034694
QmcDPJMBfw5sxRQ6sAc25RaiihEYLUGFyXq6w4TFut6XA4,1695363942098,0,25138907
QmNT9RYnFdzBZaNH6Dic347YpDZwQk38yNRecFitDwSxi8,1695363943313,0,29186578
QmPNQgk1o8wAhFitjwMU8hQ35Wk3kBRt2BMoYEoJ4a9iSf,1695363944574,0,28985963
QmRYwZZRCfqfXVHTzi6yngpMuzfLffeZk3h9AbTmzDiWfa,1695363945793,0,29590497
QmNteCV3Wsa82HP2dJPcJZFCT6YaZUYBRbragprf8hNawK,1695363947027,0,27579324
QmenCjisydoQevFXk4f4jGmJw6LZyGWuoJSyHvCFuAUeZk,1695363948196,0,27228012
QmWQGGyEbmRUUqLcS952FvP9Gr9KTt57x9jYtg3RnyYqLf,1695363949443,0,29721750
QmfU4sg6vry1h4fx2Sn5s6DXwCsQFi893ch1vGVEfcEL8M,1695363950642,0,27143296
QmVRWPCEHfSuweVSJJNXZSiJaSXN9CUNwHcxq6ejS1yRTu,1695363951843,0,25491791
QmRdY6ZmSd6Fq8nYSLDfMsCw5nVGQTFBHvzkY1DYjnVdKX,1695363953021,0,26425920
QmX8dpZkCvEAQjWtczMAYN7rm7MUBYJ1iuMG5PRxYZMuX7,1695363954202,0,30250337
QmYgJ77FWGrhku9kkwVm1bboaFRQNFHGmM1Twz2SJg46Mu,1695363955418,0,27341391
QmQyvXobLF24hZTxMXuDirGzRXV6P2AW7ZM3FiHoQqrdNU,1695363956622,0,27094169
Qmcj35mhRDUnHQ12vDaewmP6bHrEPTBbhpEvybYhky9VqL,1695363957815,0,27598063
QmXjKqeTaPU9C8bHcJNtd8MEnTbHZJ6jBcNVKkzFUnq9nb,1695363959038,0,47635766
QmVfZQDz7eJwUYf9vUGjhrfvwP8Un4nQgGqmjSYkE4BduU,1695363960230,0,29096586
QmNVao9GUAKUxUjNgTMLvbtU12pVtdsvUf8SRHkPqgPdyB,1695363961432,0,28287537
QmXu3f8buGDhLEdLUJj3mdvQ7QmXLH74CyDwtTxwpM4z5d,1695363962632,0,25581398
QmTvdjiqyVNgMtCVLRUPudVZbLDJVv72yEixxWaiBeSnEF,1695363963816,0,24337045
QmZ4aWd1RhR49ze4jE3MsfcViemQdvcBJht1nUWgA4WZSG,1695363965055,0,27338676
QmdJZgHinuaGprBiXSXWS3eEpxiz7Keqk1rPwCdFGNkLzh,1695363966298,0,26032026
QmXq6UvjQ9nov7nkwx5iZFq1Hr1qZ2odX2gzSzueuVWszQ,1695363967453,0,28462413
QmRHj7CfKJbxwL15CG1zczt5b5K8yhkqYPGt8dUGLQB9w2,1695363968650,0,31201421
QmedDG92AMEZthjXwBNURypdPNg42xKJkZhfbDttmq7rZC,1695363969885,0,47668206
QmeUoTCnMcu5gA4VSnBc26cPm6b3xEUMXwBdMQ9vk3CLSG,1695363971090,0,24895171
QmapRfr57GtoeftcxC7zB4ZAicpfoEYBUTXykAw3wBMNWA,1695363972261,0,26952673
QmWayr6NCfxybQm4joeS1a8VMbwskzNayjzm6uo39LNS6Y,1695363973441,0,29706729
QmPJrGnX8qUgn5pT8jWED2uTbKocc8GEPhvZFQ6SwYkc84,1695363974677,0,29622632
QmZRR3HzBo7pJGZF2i3fJgwWsYJ1QWJ699SK7MFhQy7QPQ,1695363975897,0,30574463
QmdRfs18qXduFhJ83mEvedkgzLnZMXA9re5oBzC2iakzwC,1695363977124,0,30525963
QmXqnpqugZ9RgNVCsmgPetaDJ4F9H6rsQzLR4LhAih32sq,1695363978306,0,27489415
QmbnVidvUdAufbiCLmf6NzgTsAB8ANfm57Lxy66MXiJiuk,1695363979476,0,27906952
QmR7zQjh9BH6GvdVaFVBKx3QZzV65B7Ly4z228CwYG3MZR,1695363980702,0,26104086
QmUeShF2iEzcFU55ty9SsYVrA7NzCWc9DJRCm8oK7vuRz4,1695363981925,0,29834720
QmQ4pVwrLPDWp5xs1MTt4Vm4EmM59EGhKy69BYv9H5cKr4,1695363983100,0,27406497
QmVf5NMEoRPbXk4ZPTUampcW5HqHFRoYoFpk9Db4XQFqDY,1695363984299,0,31751979
Qme8YYmnUriQhAHnWt5hMgpRqiJRNMQhduXiiH8GphPd2s,1695363985527,0,32974203
QmeWwdSoJgiUZeuqpcRe8JUSHef9Gp3ynTPMt7ZoLahzCH,1695363986770,0,23804155
QmbihM3FDKeXjtmABGbhRuPTgqEyy3y93BjKzv8Rb7vXop,1695363988019,0,28478904
QmNWRcFfA3NQJ8U4NYbdJqaF5jsZW4ukRhMcDSkQ25FKo2,1695363989214,0,29437823
QmQmxHFHpKp15iVoAHPkCQntEXGCXsKGP1NAc1v5qdakB5,1695363990380,0,25856911
QmNh2dgqdmpNF2pwgr18omsRH4HKpp4HQccgkxCJhLJj7n,1695363991591,0,26337707
QmYeXobJBnBnxvtq3TxJA5TPf8XuMB52nHWsG82U99WVyT,1695363992804,0,27939499
QmSNQjjz9CQQWCJKDPFxhAESq6LjrTK9mpxnfaqHtpJ7yZ,1695363993971,0,26240694
QmVPzuSgEU1DtuNJRWXYMXmizscNvLGu8a1LribMB1X1TP,1695363995215,0,26349005
QmcDV7CJs1WizzL48k3ZdkaeRb2yoBvDcnnE39bYDw5U4m,1695363996435,0,27057985
QmZ3Ge2RR44Y5fVxmH6nUkVkeR6EHbxQvhrxFbfVX2hpCF,1695363997646,0,26723646
QmbhKPUjMUquNWcs6wBLAm3tBuGg2JHyP71DrfbFwbLJLu,1695363998816,0,27963327
QmSVeKHTUNV4RmMcteZwUGBpqi8V8qgw3H3qoo51ckNx5r,1695364000010,0,28188729
QmaACNUvPY5TUmd7zsuyZucKHSLSS7FEfDgUzntABskWGu,1695364001225,0,31930114
QmWLD9jbcj5MnQVZZRegDHzW5Dn73wiVNDYT71hMJHCqm9,1695364002401,0,22562799
QmR1DxtNrEq8WUeVYWnZsVMDhy2VSVZopnKVH5cdqbthqy,1695364003558,0,27209852
QmVVPb8Ef9y3yZwYj5niC1sFBSrD72o5HiHVHjpMa9Svfq,1695364004763,0,30222665
QmZVwsa2Jtk3CTd5kVMtVTXXNBwuYXGrpSKoVQCLfyS43t,1695364005971,0,27107264
Qmf2AvQQcevjaQrm9538ErUMocfGPZUWiicvdspYqJtvoc,1695364007095,0,24471466
QmWwEyGvwvnoUcvLHQ5WAKH9b2x4GS7YtjofD3ECeewFUh,1695364008294,0,29116360
QmPPQrPHhWuY6URtspso8VyNU11a2wbQB3LXrNk7w3zipe,1695364009572,0,46765871
Qma4Py3jfxobJLf5zzvchyiS4UDxxrvi41t7X9U8ShH4gi,1695364010750,0,28720709
QmPhigFSBwtz1TPQfpugHRGHdRQjaxZAHztMEQHutVRoTJ,1695364011906,0,26542983
QmdNWtoNTRaEsVRnF8oWVVxJ9eTtQA8ZCotSj1vd8ZhvNQ,1695364013108,0,26262886
QmaLsxYHLcFfK3RS1VVUEqfwKnVu1ygZC1ZttpzDhd1a8u,1695364014283,0,24870363
QmVBZ1ioHrLftEVtUns1tbSxmQnYVwd1FAHsLZbqx6yNPw,1695364015461,0,25588033
QmNV1YxP9CkACwQMTKr8tyw6e1Df6bF46yKkvMfQNgcfMM,1695364016635,0,30388765
QmTKePbCQ5WJwXXUuTYDoCn1Z8H2fJcfDsScM9JbkTjbTR,1695364017817,0,27610217
QmXBTiAkMPxXc54WbEtpjKNTqX2dBiBVRRitsJvKDYPG6y,1695364019184,0,26118866
QmNXbcwPjYtVQcSDaRJzrvySV8gapDFkYTEKQauymy3dJ2,1695364020428,0,26509275
QmSJvRECaTqwR9vyTFMBWM2Bn27Y8UDFdnC2RfNmvQxB1G,1695364021629,0,26116364
QmcAeHoFeTGuA6DbUgRNjAmubcyp96TPxXrMSiJC4iiujC,1695364022818,0,45447486
QmdHVWZkMLKcoHbTT68JNbfUPdC1r3u49hn9h44q3KsYQP,1695364024017,0,26625300
Qmcr8Nq5xDgJq8GaLc2ta9e21yzXyjUVhagqkQDo5Kkc12,1695364025188,0,26464338
QmURxaiwDhgRc7TLzqvQ6UnoDsZBpsd2aAwh4aS2ZTtnPp,1695364026357,0,37424018
QmTfMtoF6m2swx3qYw7K3sYNtdFwuZoTvubn3hdQQZr8gd,1695364027565,0,26111006
QmeU7Mri8mat3izET1LDn5NuL2HpYghvsJF3Cxhap25yfV,1695364028791,0,24903554
QmRMMY9eKRUAHAzyWK2QTkSjPyfXLKoqaScsEMrmaWNc1t,1695364029984,0,27438495
QmWnhRdZgihWbbLpqpf96VPHjYsUfHWMZyW94rMAk9DEn9,1695364031129,0,27493021
QmTioJ3PCeaYb8NXuvckJXrT83rWRERgJFrwuagDWAgkz2,1695364032334,0,38764564
QmV4m162fNLuoNzNH6VBzvFoxprLwgbi7AH6eerEdRroE3,1695364033555,0,23963292
QmaCXLsm7UZnkewvdUP63jCbppgapkcQ7AdiKQLRdCX5Ua,1695364034825,0,24987702
QmS7qRycs5jyeCWio9uVXiYkFmS7KVTJA5KYCntrhBQqS5,1695364035979,0,26805543
QmZagwGVGwLG6aG2SxPvigKEqmeQWZkGZSYCicTHrhD6ym,1695364037179,0,24671373
Qmby4vga48hn9jojVFrCzCYvXKVDVTz6DeRLsRWVHdoEVs,1695364038382,0,25071214
QmS7ptsAVweQ8b7vmUfmJjtW5hN4sjJgGjKVvQb5ZiaxSH,1695364039528,0,27767966
QmdURrAtgaJ9Vk44BKZE2NRFtrAqDsaj4PuxJD4SbsT9Dp,1695364040653,0,26091473
QmcxaJ9FYpv1xSCoxYUpg5eNzM5ac13YeKfAH1ZYcurUBT,1695364041856,0,26594691
QmNnWq1DPbpjqLJszdvJAGpn2vQ9TKBjVCLoNkXnGqyf9p,1695364043021,0,23339890
QmXun6UcTKgAP6nxGHHCf7rEDawLB7fPfh1xV9aU9EyVHo,1695364044228,0,26433878
Qma9oNYoETqkUyt45S19ajYkVR1Vx56J6xdTrvjn6JwnMQ,1695364045418,0,23753419
QmVmee4Wg21W8WN5qoiFtxxgMJpMxoRv9kTRbmLM4kvuu5,1695364046641,0,27126370
