"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma4ZVG2bq4S9df8YhEBs6LoPycK3DUTsayBnzdSbAAHni",417,306.105263157895,114047649.157895,193850225,-1.79261100000001
"2","QmaBjMP7REQnNbLiZ3SP5YrN68LXuMk3DLQV1HY35K5F6r",392,277.210526315789,120281848.105263,159342926,-2.41424778947369
"3","QmamvHWCWsZdEiVjDAmPbBmgHj1PStd8ZBLNQAckhVim9k",383,278.421052631579,111958966.473684,168126323,-1.66423684210526
"4","QmaSVhBAFmzkScsaMgnkhpLceq9VAbb6GQnaEvYjNBy6vJ",398,281.842105263158,114948631.736842,168338424,-1.44495047368422
"5","QmaTUmoRjUiAuziT8zvA2FcjTTDCjX2btnmMbUUyYx3KcR",435,332.157894736842,107298045.421053,227190756,-2.33090668421052
"6","Qmb6U7bHktUtxNi7sqdHgEPPp9TGqbiTNZY67d1zKsAP2n",398,295.421052631579,111732879.368421,185485179,-1.79700573684211
"7","Qmb9LUtWT9eP1qJToVgqhuf41oj7wd13fDAYYv9L1Dvebp",501,395.315789473684,111566484.578947,284876087,-1.12678210526315
"8","QmbBkxgGPkPCBpCkPLrWyTm1t1qvsdn8kjS8Mw6SiWPtVh",390,281.157894736842,114466150.789474,168191908,-1.50016405263158
"9","QmbEC3MRoLj1EhjWwdNWGissCcbHCYnxePh9p3CBeVKrsc",396,285.105263157895,114514449,169526927,1.06388715789473
"10","QmbngasgkKJW3EXA7GTrV7EDqEQ5VgzmiEoLCE3m8K6BHT",420,297.473684210526,113751275.368421,185716848,-1.99443915789474
"11","QmbnpJpxeK2Sk29QWmdjrpdmSGMWY9bBWzATCNuRhvr8LC",433,324.315789473684,116416902.526316,209757023,-1.85813605263158
"12","QmbqR7urryoZuvYXpX5nnJKVRKro8ruUPmKp1fwjEMducQ",392,257.631578947368,106957272.684211,151901776,-1.22746973684211
"13","QmbUTKsgbmAEjqwikeeoRquXmZt9rbrc8tHkUbbLfwuey7",354,267.473684210526,99773420.4210526,168336601,-0.636337210526316
"14","QmbZfERYEBMt5JQDb2aNDSHBqCAWzQSiyd6Q4J4A9vqvcV",431,330.421052631579,114149678.052632,219089934,-2.81855942105263
"15","QmcHbprUa26aqAwozTjr7qMTNpTB5Ksbpd8DAWWj8vJ8Qr",440,333.315789473684,108117574.526316,227640637,-2.44242205263158
"16","QmchW1eiZJcwE89G7LQxDg1pEMm6yyogyBw4nU3tRHmQ1Y",385,279.105263157895,119988132.368421,160593241,-1.47611021052632
"17","QmcuJuQV7NGw3fkyty7TK5wmXQBM8oYDrKR5x3SaF4WaxN",406,296.684210526316,114375454.947368,185015612,-2.70685642105264
"18","Qmd2ejXqoeYdo6kCvH2v2XA7XjyhMax1eV6zEffat8kJup",394,288.789473684211,113700380.105263,177630633,-2.54153942105263
"19","Qmd8RNdzEugc6vgfciJavr9YUAUhg77Ng7247TyjfTqyx8",427,311.789473684211,115899326.684211,196837910,-0.947763000000002
"20","QmdCxsEQbhohHpuN9PnLjiohPJhjqgDCZcs4BKnZxmXyVM",445,339.315789473684,114650408.315789,226474683,-1.80930184210526
"21","Qmdq6rKRWZw8mEoAg354uxyGtvi62hbdfbH78NX1RwwQMY",436,304.947368421053,114224676,192964186,-2.24149357894737
"22","QmdUGsmqiAivA1J73LVwHv5JqPeszwD5Usq6hGE1Vj6VPf",342,246.526315789474,97311769.631579,150753261,-1.53871484210526
"23","Qme9zRHBW6sBxpYnSJUXhPtT3tvy5Du1f1b59JWKEibRBD",456,327.736842105263,128519424.315789,201236693,-2.01927521052632
"24","QmeDBfbWUSdcZ3ztN2LvhXUEAFqaetahHPaQcbkcytwZDD",374,278.315789473684,110689585.210526,168276895,-0.650690736842107
"25","QmehTf2VzCgwqfLqNfaW4Y6v21WSwkqV1VdDkRzinY16i1",483,352.631578947368,119641976.631579,234744654,-1.75505168421052
"26","Qmek15Tt9BAtL5CcYHaVaaKL2SRrhEAJn46fxJ2FrXjzcx",395,282,115228369.947368,168157921,-1.38629094736842
"27","QmeVmD8QSQX7Rm1xrR3uKCYvt1ArGzMYGrdNP1UxABUFjf",463,355.947368421053,115100852.421053,242683032,-1.836516
"28","QmeWFkc5xheH3YR8DBExg6ZkbnPQEPmZgy2RCkyjmeaqEJ",378,288.263157894737,102482196.473684,185909108,-0.128146578947369
"29","QmeyJCDFYmgehmQ14oYMtEfqFgGyStXP7Jt1JZJRH9aNgp",431,321.157894736842,114041533.947368,209549190,-2.43282921052631
"30","QmeZ36mh89oXSC6t9uPdDUBcQyGwjVSc9ZgxfjcMzBu4aj",411,281.736842105263,115426731.105263,168577561,-2.26745
"31","Qmf1Hy1rDA7Tc5J13SLMAN3nGxW4xLzTmB3EY1TsQr4a8a",400,286.315789473684,110277205.105263,177439958,-1.40137363157895
"32","Qmf8x3eXaja9Mu3qKuJxcVXrdeTButnYyFA9CDsNZ57MTz",342,250.210526315789,99242966.3157895,151565474,-0.597914000000003
"33","Qmf8zGEbRWct9Nc57FMHzheirNSHXgpa9xu8S6poQhtbv2",442,336.894736842105,110931080.526316,226881262,-0.917605684210529
"34","QmfNwisfVMXx6t5EE14xbJzyXzjsR368m3kuHPYfzAzEmn",430,313.789473684211,112892798.789474,201947525,-1.05085010526316
"35","QmfUmqnx7aMKr1q1DL1uAB4AEU7c8ZA7GL3SzrtmBqJWjz",391,295.210526315789,94447516.6842105,201503679,-0.740669368421053
"36","QmfUYuAmpUG7wuPG85EiTPX7PERHar7zdascufZ2rwhywf",434,321.631578947368,104536987.052632,218553212,-1.45862010526316
"37","QmNtejVoUk9GSuF6mArKXBzknn6gf4buAQSQmQPYNbuxVB",456,287.578947368421,113437409.473684,176516832,-2.37529410526316
"38","QmPB6CvMwifnrTcH6tef4W3twcvYLRXvturhoVZkCsGnpq",401,294.105263157895,111031069.368421,185106470,-2.03227621052632
"39","QmPCc44B9h8dmWwkcKFriwJRytC6tWrRp7oyWsfcgtu1r5",394,296.263157894737,113299788.368421,185568736,-2.60536647368421
"40","QmPdQm7aicseY9J7v66RLHssw4pucxpnmK9iuYg4WLZSdn",418,307.315789473684,123745015.210526,185605771,-2.0349967368421
"41","QmPHVtqsp5BPUnrRJrMq88KXt1DX8AzKvzBj7ipNFuJMDA",438,306.947368421053,115973748.473684,194031703,-3.05808305263158
"42","QmPL6nwJEjAKRjea7uMyrHe9eHzcvJcNU57NNd2ACuYbNn",493,370.684210526316,120305712.421053,252610066,-2.23156789473684
"43","QmPmw76rYv1tT4zosUQ2rFLa7ZkVGutNBqN6XLPf6bMqJ8",415,319.526315789474,102745715.473684,217326578,-0.545977684210527
"44","QmPy2jrsgwMTTHrKwH212csiFR3fKrTs8HDDRfrVm8Cprp",451,339.526315789474,114904616.789474,227232257,-2.610558
"45","QmQtB3ciSh3RU89MsxJp7rPnRtQ2znEhSuTG28Htw7MLXe",428,319.736842105263,112286934.684211,210612602,-3.16269457894737
"46","QmQuYDUDb5Z7qXxvg6GikdKaS7oFPGxwugPXEFvc9EKaPM",426,323.368421052632,106881089.736842,217670328,-1.18299668421052
"47","QmQvtZzjw6HRFBoKdukzsupoQPL7vTLNcvYq7vCWssNAc4",430,328.894736842105,111669466.473684,219411071,-2.18580063157895
"48","QmQZgpYmjTsmgmvdDKSmYRT9poZEkb1mwoamtVB1xMGQRJ",474,358.263157894737,108000315.368421,252086408,-1.8235654736842
"49","QmR12TGgsuGnYv41GSGz8whoXTM4KDYxQVPzpNYA8fEqiY",424,325.578947368421,107848145.052632,219245975,-1.51517268421053
"50","QmRDJTu4J9rwzAMhqp2w4pXmtGiaRaDxskqEcYh8NteymH",451,332.684210526316,109883982.684211,223936790,-1.13656215789474
"51","QmRDuKkJb2nNRbGkEDY26Rd22XgMydXutVjGR7tuyGx75G",457,334.210526315789,108642297.684211,226940315,-1.37208636842105
"52","QmRhTwQ32FZTWG3VajKM1uZgXKEXQXNtBLpdHaNDQUH34k",470,335.894736842105,111166694.578947,226311692,-1.58364973684211
"53","QmRLwFqHjK7c3fmybfT85UYXG2Spn36C1jrLv7JPm8oYmy",425,306.894736842105,114799045.947368,193079971,-0.984280105263161
"54","QmRNfYZEi278VfeLzEreEdwvxPE93Ckf9gaPzW2ok4xxde",383,276.052631578947,110115528.631579,168445984,-2.50888105263158
"55","QmRYq4whvKKFfLikL3Ci2i1QzsbHmwXWskvP1E8T4X8ZF4",372,265.210526315789,115088459,151446813,-1.32474568421052
"56","QmS5dZKLBubWDZvtGwDVdpReqkZKZ78Uf9Sw2TkwEk8Xb7",654,509.052631578947,117192590.157895,393564030,-1.70398857894736
"57","QmSqJe9aoaFKmqhtj3nQxkPexPAKqWUsTb8jED3QPkchZy",395,282.052631578947,116133817.315789,167781345,-1.8625307368421
"58","QmT9SxKo5wcKUvbsqeGECYc8FmdSiV9LRdRMCEQyZEAH92",392,282.052631578947,117053790.210526,167451370,-2.45252863157895
"59","QmTb1Ssf159jKEXmW8395aGvkbGZqasUZERWmav7qCqotW",441,310.578947368421,118742446.315789,194636785,-2.80028394736843
"60","QmTBvTGwZCPoMxeGqnuF4F8ZFZzunkdfNFmoExhjfZ4DC8",441,328,118585854,211022482,-1.608336
"61","QmTFqbFBeXLgCn5hADvQpjrgmwxcVkwraeaeg5aGCDY4tk",400,274,101895302.263158,172291677,-0.186979263157893
"62","QmTGvoRLfJxYVUMhdaGiNFEZKYqfMncqEyiTCJascUVJSE",431,317.842105263158,117265739.789474,202623010,-2.04664452631579
"63","QmTKbb7R4EXDnrb2YRjnRt7X2osTAY5dFDGHggJCuuBLfU",393,287.052631578947,119443356.368421,168746575,-1.13729978947368
"64","QmTT7VP3vhJBLtfckJoi4mdCFsUmbLWwpsMJdfoSAtakua",440,329.578947368421,94175386.4736842,235580079,-0.176518105263157
"65","QmTtiCKfDjw3soZh75U3b6Jk64sxNxHgsxHPLShVtMsMuW",424,300.736842105263,109853007.684211,192866543,-1.98270857894737
"66","QmTVAvaBomGUz8iR4aiHDU267UqKo76DUPvZS3hCUE2ToX",385,273.947368421053,114968622.842105,159953644,-0.974898421052634
"67","QmU1hhu92vrZDWRdDfX6LvivMX7fg6T52y86b2rnQrDd1i",410,294.210526315789,118849535.052632,176973342,-1.6123507368421
"68","QmU5iNWAdf5NHyE6CjY82au4W5GUNJXvpsVCmcFmC6uTJH",390,271.421052631579,111250273.526316,160311461,-0.140681894736848
"69","QmUcFhfrVnb1W6E8FcivV1751pyxXRhszh8AdTLzhdoiud",492,365.842105263158,116582579.947368,252614282,-3.35475668421052
"70","QmUDSbZAvTMkyrzZ4UunXTbS821hfzxkUCrHHikB2uqHoU",447,338.947368421053,114228473.789474,227253631,-2.53473636842105
"71","QmUkxot4NUcJg9QwALCqvNFvY2PdC1YGbJUjALmcEVz1Fr",447,334.947368421053,118673651.368421,218302250,-2.02853294736842
"72","QmULwCrZCAQEhzxGWZiE9qHM3zeFyfK53KPVi1ce2VuP9c",1126,782.894736842105,387577385.736842,398030912,-2.71356089473683
"73","QmUUhxMtUZBMSVG9PKtWNRo2XDHQgjAiR84VbLr2CZzVFu",428,283.368421052632,117066638.684211,167977843,-1.67606063157895
"74","QmUxGNVGxxhAqtSRJbHnkukpBfE2YzpHN6AhqiPSru1yJc",442,333.842105263158,108446214.210526,227112267,-1.71637594736842
"75","QmUXvqaxaARwt4UWhemCsArvT6PtfsWrFbXDDgTs3cUYUU",487,357.947368421053,114442305.526316,244938874,-1.43381110526316
"76","QmUzQuYh8TRDDg6kP4Dkx7u3mAstF62Dn5YeLRKw54UTgL",368,265.105263157895,96359833.7368421,168886068,-0.14063857894737
"77","QmV9bXHXUW871rZ5scCMB5rNyYoxnv5tDCExVFeQjZrLGk",441,332.631578947368,107537270.789474,227477057,-2.38274884210526
"78","QmVTfDXdpij7EpjBZwP9EzM4Ge3kqUXdeh9GwFSMVaEgX1",445,331.894736842105,107286772.947368,226241997,-1.63403310526316
"79","QmVVGdVuJ4tmjf5zaJZrjEMvAiySME269hhpvsx7ZjmUYV",377,279.315789473684,93562355.2631579,185568602,0.184832210526317
"80","QmWcetHQN65SFf4hfdmBjrcg7UNA4kUHaP56nxFv4pgnsv",458,344.157894736842,110991405.947368,235564826,-2.39833721052632
"81","QmWhpswAJGgrkJoM9A7H2pW5XnCyRfXxFSVcowUMpamHMG",475,364.421052631579,115085318.631579,251734811,-2.39907699999999
"82","QmWJwKtD37gXSVQiVSE6oLt92RjFMaQ1qGJ4gBnuEUcMPp",385,266.315789473684,100975344.421053,165557578,-0.217132947368418
"83","QmWo51fMXeYQWvgMgMJg7FsbPKET5Lvgv7sydZUR1rAuGQ",407,291.789473684211,116757839.736842,176345510,-1.31387605263158
"84","QmWzupC1v8Nx8aKWYNQPC5Ppmh9tsA7GnVjmrJ4LMHFDNE",487,358.421052631579,116803223.263158,244077387,-2.45955763157895
"85","QmX5cUhhAh7447BPkuKcn3YEU4hKqbTHEuM3co2GWij1L7",380,262.105263157895,112811414.263158,151132823,-1.83897410526316
"86","QmXbQ7mqASDUrvQAAEA9aKaJD1t41tffyX2JtLD6LyvSWy",393,287.736842105263,120589896.578947,168861581,-1.71463547368421
"87","QmXkDa691H7swKQ96FowTo72gKZme4Hr4xqxiHKLzqfuGP",401,296.578947368421,111967328.947368,185149081,-0.537462578947366
