"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmazWiA2FbjUbPeXNEAWiQb6WJYd4392iGLMc7y9od1aL7",269,177.081632653061,41382636.2244898,60172.612244898,134515019,1.12380481632653
"2","Qmbib22XeiF25hkT2247xh8ZWQQkdJiHjknqhDytqkR75D",972,462.30612244898,335557355.755102,70618.9795918367,124967648,1.71049971428572
"3","QmbJsT7DN5zG9UWnT8QWpoQJJ83tZQzDATXf32XuG3JKQh",314,225,38642782.1632653,58895.2448979592,184506360,1.79196259183673
"4","QmcMDcVpT2b25YNfZRpxnC3dLJovUNJdJSKKQZu2UFdYWW",277,190.918367346939,37955504.2040816,58775.8367346939,151145491,1.75859630612245
"5","Qmef7MNt4zSvZ3xKg6R8bYjU17AzSd9y8KGodX91CHCfpU",267,181.816326530612,37186649.6530612,54485.6326530612,142947859,1.62733224489796
"6","Qmezje7VogmaL27V9dcF2MaDL1fHhd59wEwUo9uFVHjoMh",287,201.571428571429,40646244,61972.1224489796,159661065,1.20214744897959
"7","QmRekezqTZgtgw4REo25WByjU44Hxdib7wKiNdnCrd9Pat",243,169.102040816327,41171525.1020408,59157.0408163265,125968713,1.90264567346939
"8","QmUNJPDqCCnkVD45SsFimiotrVoUBFoeGWBfPrsXxVDanq",248,169.857142857143,40058583.0816327,59443.9795918367,127591443,2.14767279591837
"9","QmVLGpqQfBanLcgA1MDjnvucsZinFiWREUNGXnSKhc4FAK",238,164.367346938776,36515366.0204082,63612.306122449,125766578,2.02179061224489
"10","QmVSoHjh9nhxzYPnPjy4FgeVshesS1ZyhdQX7AzLg3LmUU",254,166.816326530612,38565507,60733.8367346939,126135151,2.05493469387755
"1","Qma3d2m8fc6gdCTMB4Et6hHckaHE5pLckxBnwtdQZViDKK",259,166.489795918367,39718775.0612245,59801.5510204082,125492104,1.21911530612245
"2","QmaRWNHHu6LA14Vq5xXvc8sPxS32QmMSzWmcwL4HctmLoa",239,164.591836734694,36377333.8163265,57597.7142857143,126410574,1.74633120408163
"3","QmcSq5zudxwJRvMSEdUDbzvcV8AkWEXMuaHgghN14AdGEz",306,225.30612244898,39211095.5918367,59330.8367346939,184173139,1.86255702040816
"4","Qme9ZNoHMTbrjSgcc5UnFCwjqk12PWoWyAmLCN5WvYvaGX",266,159.734693877551,39142770.755102,58172.1836734694,119350043,1.18370793877551
"5","QmRxvS2ReubwCePWByywkv2DwfzWfi9dZHyLv6TuDRkTr7",293,180.285714285714,39811435.6122449,60478.693877551,139515063,0.898736979591838
"6","QmSXQdFbjpzmDcWwBEdjUUmJQm79P2CT4bE8ofzuJzDZjU",1029,513.265306122449,348715959.22449,68287.6734693878,162646450,1.8346092244898
"7","QmW9L2CAwteFVfvm6NuTWJrNJKvsicRGBZi66x84yhyr9x",267,185.877551020408,42344000.0204082,65670.6734693878,142288733,1.17914732653061
"8","QmWhfNFxwZcTqyZfCj6NWk1tiW2FHuaNXFwpYyxoFmd8R6",262,175.530612244898,39449231.7346939,54383.4693877551,134850318,1.17667904081633
"9","QmWX9XGKxtKMZnsw4FBJik9cg8iDJSA7MtvgaTWK7Zcy4J",263,169.265306122449,41545719.4897959,82230.5714285714,126663109,0.974247061224493
"10","QmXnqrY2pe6w6a8QWXunVe7WFJ8zmRpxWDzgd7UiYi3SHM",253,167.571428571429,40432733.1020408,59166.9795918367,126322856,0.756672489795919
"1","Qmb7CV3GwbVffb9oVGh3kc5htse6iwP5Xbmiha3MCcm2K8",1051,518.877551020408,353576321.22449,68554.0612244898,162680028,2.55264773469388
"2","QmcGPBX15gWHPo4ox5cSs3HqDzoGvRZtSTfkDL6o5Ktgyp",259,168.510204081633,39345880.2857143,58183.6530612245,125989370,3.11677014285714
"3","QmQ23czaeM5fSiopK9c8gLKYFa4z3fpK75KphfJKQNrCLi",258,160.734693877551,39479624.3265306,67344.3265306122,118176630,3.0110952244898
"4","QmQUdNyPWD1tYcnUmbfqdyaKoNhw4ANh8jVE3pX5oSWRg6",296,203.734693877551,40912399.2244898,62012.693877551,160379101,2.38118095918367
"5","QmRCqyZf5HLbMmgUqsvJvdZKKxGmqyx998PuvxQuzE4Wpa",244,161.469387755102,40950200.4693878,64078,118006596,2.44851328571428
"6","QmRpDZDj4ecgZAsbmo2UsUsAmuV1WtDEHaWnSBapfFLEPB",249,160.469387755102,39340109.8367347,62548.9183673469,118109132,2.957597
"7","QmUeBNXqprxJY7oVqZ2vH6MAcEqbY6UsBNVs5pytrnBnVW",285,190.551020408163,42151704.122449,65038.0612244898,145966872,2.36740622448979
"8","QmXefFJyRmdHzPYw5f9qzpTTkmzCdfPe3E7NiFxJkKxc28",280,188,42711875.4489796,58208.8367346939,143103176,2.12673971428571
"9","QmXTcLE9ZovfY184vuTCanntXgKT9tsTnkxizDKRcrftVH",250,165.918367346939,37199976.8163265,59618.5714285714,126284116,2.37465595918367
"10","QmYMaSXAvCeRV5Q7EN2u7qqbRsosh1HwSJHKMCQqNtKKak",254,159.612244897959,38638674.3265306,57916.3469387755,118313405,2.6022492244898
