"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma46nu8iPCWjFxqnibPHPDVnWKy2S4RV1MT1VAdwEpMyG",173,140.777777777778,46781535.4444444,59183.7777777778,93204066,0.732992555555553
"2","QmcuTZR9TT67zFNSy1ezH6nicEJGwtKQRMfsN38fFRe4EN",230,165.888888888889,55133315.8888889,63347.7777777778,109628929,1.06329622222222
"3","QmcX8ovDECbodHVSiXgDkonsXNcbPZcYzcprjcs6tsmcGC",196,163.777777777778,45281692.2222222,53995.1111111111,117266349,1.17574144444445
"4","QmfKh2oidxoMssbMHYTNwVPW3jjCYQVHMn9AwVcDR1bsyz",260,185.888888888889,53740585,53850.3333333333,131140445,0.954008555555551
"5","QmPupXBW7oj1iJyeuUS4sSvtib5zd2qbe43af7uPomRcW1",267,205.777777777778,50247500.2222222,59174,154537430,0.933673555555559
"6","QmQGmxbwjVByrcsheAgZ21cDNCzhpnt3ZXcMC5asna39is",925,571.666666666667,466209306.777778,74634.4444444444,104486294,0.89643144444446
"7","QmQSstgcXjD6khiwsRjBY8V4khKKunYPAjT16wbbBNDcQt",237,173,54102960.3333333,53767.4444444444,117859280,0.983992222222224
"8","QmSYzsWpG7B2ZnqmsNXnqZ3SCFchsFTVSMkunTfzUkzypV",217,155.777777777778,53100465.4444444,58123.5555555556,101779708,0.839480777777777
"9","QmXRP7kxVjRh9oTf6Zv7YEGYnQe3vanfAnN2QwjRqbDU83",208,173.555555555556,45062436,53474.8888888889,127270186,1.16945866666666
"10","QmYiEeoFLstFiNCeHaWNTdyYAuNPYMonM2yUvV5km9NxaZ",293,209.444444444444,56641045,60344.3333333333,151492148,1.25090711111111
"1","QmbhxLJAcYSWpsFhg4VkKAz8odn7ZxtZcD14SPvJ15BVDL",230,176.444444444444,59051011.5555556,58845.6666666667,118021355,-0.686767777777779
"2","QmbivbZHDT6NbN52ZWxvvQUcDG4GdENFiFUwZikdYENsQP",246,177.777777777778,59922551.7777778,57147.1111111111,117957302,-0.159223111111114
"3","Qmd2ACZUj82YTScYLvRmYR7ka4z1JnfFRpk8MEt9FNo52M",218,160.111111111111,50745597.2222222,53899.8888888889,109617503,-0.305889000000003
"4","QmerRnVAtmvuadbpFCzEfkREdj57jgSrU6LKX8vean3cWB",216,150.111111111111,57406820.1111111,52970.1111111111,92838719,-0.187398111111114
"5","QmPWMtQfUDNeiP7veAfsF8E7X3bHsjdhwKv54Q8vNfrLU7",219,180.777777777778,47410643,57409.3333333333,134033825,-0.724099555555556
"6","QmSt72W6K4nhJkSNLFekHxTHHgtvJ5j6yZAzL19Y4A4zp5",979,567.555555555556,455164877.111111,82989.2222222222,112331333,-0.0236437777777844
"7","QmVsk54wEjsXMd6jfqAUiWVn7ntEuav3ai5biwre1DA1jr",207,170,44553022.8888889,57969.2222222222,125625409,-0.236401111111108
"8","QmWNSRcdt7xGQBE14mJ8ndiqpNupJP1e7hsk5uq5Kf98SP",203,167.555555555556,49460331.5555556,66890.8888888889,118934763,-0.906429888888886
"9","QmXAw27mnpb4Av3C55eLAqsb5BJRY7DsaxjokszKrfxxCV",231,170.777777777778,54085211.4444444,54905.2222222222,117685018,-1.04735688888889
"10","QmZTTEu8r8n5k2eadVTs15QSdYm12CE9rAXNFVSUW39nHd",242,190.666666666667,48102337.5555556,56312.4444444444,143023452,-0.515435333333338
"1","QmcrhXEQKe5UW2MEwKVpCMHS86cmBPqDPGwbERpCz66VJ7",267,197.888888888889,52882944.6666667,55939.7777777778,143185232,1.76477244444445
"2","Qme1AMmzjvg5KQLEfCW8Men4GGkZ5wzK93t5xUiiBoXcZR",891,564.888888888889,445829162.333333,81276,117387408,1.59104255555554
"3","QmQpBApXGkjkJ1gDTfiey76mCh1DhjpUxhqmRk8XzhfMo4",244,177.111111111111,57003077.2222222,55697,117987412,2.06492488888889
"4","QmSXr5uLPmtm8Ct6hFxUhvVbC47RVmsUujKS7pT3w5Srbb",275,206.666666666667,54154946.5555556,53939.1111111111,150522818,1.934963
"5","QmT6BqfDXbPCaw8WVcNSoBrrBAhYeJym1e2iKX8FPvwZct",247,171.666666666667,51233689.8888889,58435.1111111111,118388886,1.98565566666667
"6","QmTC4G4MDwQzG6aovhW6jHNzMuMdKtetjvfBfwnTWQ2cyB",287,226,55351859.4444444,56053.4444444444,168704639,1.8874481111111
"7","QmTsgGN7HUkgZcj172L4weefv15ytoWTDRHdY2RfxYFiXL",283,230.888888888889,60299159.7777778,60272.2222222222,168027016,2.50244088888889
"8","QmUDiFHrW1VGaA7xQHNBGUxCaoZJhUBWXu5nsZEw3Wm5G6",247,179.333333333333,58381795.2222222,54595.7777777778,118309000,2.58794233333334
"9","QmYUFXAZzqWTGSfWJB79p1YcjBYk7b8pgs7ZwzXeL3RuMW",245,166.111111111111,54207420.7777778,61482.2222222222,109732812,2.10939611111111
"10","QmZDmpEkBbb8xX3913Duwju2Fon4fusBJh73pYGeNbPnEf",240,183.555555555556,54846098.4444444,55645.1111111111,125982777,2.671035
