"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qmf1bvYACG9TVsC5dAZV8d6UYZBsEZVhTQVJVyjeT2V7qw",235,167.684210526316,49075460.4736842,57356.7368421053,118055696,0.495697315789472
"2","QmfNQUyct7QVLeih2iz7z4gmyk1s9bCpU6zL9rbGWeGVHv",266,177.578947368421,50814766.3684211,56690.6315789474,126381697,0.325793368421055
"3","QmScT3VgzEqnp2k1xa2KSdbbBS7LeU8myTQENZ9W6M6G6R",211,165.736842105263,46382044.6315789,54131.7894736842,118007170,1.29349568421053
"4","QmSenitC9EbK4PrPrAqBifmc8x2BVCrCuuWTGvHwPpxSdX",1162,632.631578947368,460960577.105263,80738.7368421053,170447847,1.14241610526316
"5","QmSMQygMVQNRM9aaARJ1ykBDTq7txvvFoPhiCPW8Qj76pu",295,212.631578947368,51227220.8421053,61784.7894736842,160638529,0.704044315789477
"6","QmUPPJ8T6faFyAwyuZnUt1MAWsXtobRCJxsK2uJuqNq9yv",271,198.894736842105,45479592.6315789,55703.7894736842,152559043,0.800397421052634
"7","QmV5t9oFDKbQGdfqdUb33pwTpdjU4Pwe9X5Erab6csvuRV",244,173.526315789474,46582124.8421053,54118.1052631579,126345357,0.544715842105263
"8","QmXCPMT9RkygNSS3tvQDo7rYvZ62hrtat448uA5TTMyKHV",243,167.157894736842,48662916.4736842,58925.3684210526,117702563,0.733489894736843
"9","QmYKq4QemHLMa2Gk52T3SkGz63M4oQKuTntVVCHLZGSmgY",246,176.210526315789,49461183.6842105,64672.4210526316,126136404,0.548266210526316
"10","QmYYssN4rSpXeMD5fArQ2QJzqsAuudJEc9wYXoAHRB6wgY",228,164.842105263158,46654801.3684211,59891.8947368421,117645763,0.481648999999997
"1","QmbtXWN4UtcrFctJCragZpjWdS1EproQTouqCV7nn7xFAQ",969,573.368421052632,442569096,69924.1052631579,129046158,1.68324294736842
"2","QmduvMy3KhqU2khQZ2mFbsVioeuSvmWyXdyBbLsonpWhKd",326,244.736842105263,48947488.8421053,57309.3684210526,194062998,1.66904589473684
"3","QmePAvSf2fPKdpNmpcbVyKKGMyLzeRKPdYbBjQouNP2LSC",268,195.578947368421,50677939.4736842,55396,143138509,1.70710289473684
"4","QmPz4qK5nZgi8jU3PE2xUhfCEUdNPXjBVUmSAKSfvS5TDw",245,191.210526315789,47578443.2631579,53635.5263157895,142882498,0.695949526315788
"5","QmRabDNhM4k8bwfYorGaoSNjq78sWfNYCSKHkFL2dCN7i3",262,188.631578947368,51859584.3684211,52372,134898893,1.82072957894737
"6","QmUhoDsQiU1s1f5UkveCgt2TvGDQvrZzXYY4ZodHmhk1A7",251,207.105263157895,46320627.4736842,54648.8947368421,159002644,1.72734278947369
"7","QmUnJuA9Fx51snV6nuSeTPE7Z5YZC2j3DdMs17FLRHECB6",252,175.157894736842,47948989.6315789,57045.8421052632,126194521,0.957338263157897
"8","QmWBCQ9hjdko9faCakRKrdWPSg75srJZ7jAq9wm76j6JKH",255,190.263157894737,53973963.0526316,59009.6315789474,134791710,1.43847521052631
"9","QmX3QrcWMeF8DaftSHn36JiVvzpTMnFvEMBr9zYAhreTbB",247,183.052631578947,46525801.2631579,54000.6842105263,135231587,1.24124263157895
"10","QmZryTymvf9s5KXXQJT4oCiWBHggtsHWV2HrQeJjNePKpc",265,193.368421052632,48529567.5789474,58140.4736842105,143305551,1.475162
"1","QmaE1uuhpYzpJVA8tR1Yg31UXvDanN9ZYAsz5siMwDxGEG",311,235.473684210526,48101907,71726.1578947368,184462608,2.83744305263158
"2","Qmc9STfK1nzzM46h1rpZWVH4UCB5ZhRLkGXmqzWCMztxoJ",260,190.210526315789,51693586.4736842,57191.1578947368,135067579,3.39216968421053
"3","QmezFRGYLf6Qacuc3emy9TBfz1vHr4TNg3szb7KogJVk8A",288,231.684210526316,53996614.5263158,61110.9473684211,175019600,2.60688505263158
"4","QmNdGL8X6crr7asZQq3ZUE6gpV4wQjsgR66YxDxypDawha",297,227.894736842105,49158549.6315789,60880,175746331,2.92897621052632
"5","QmNnW27gy4q6AWvHgYiAQncDKWvHFXcpe9H3hyS1TRmoUG",269,194.210526315789,56668674.8421053,61568.6842105263,134633957,2.84632578947368
"6","QmQMkDknFFY9T584UkosEAfQAbsT2GiZsPiayH2t9V8zh6",318,191.421052631579,62296457.4210526,58230.1052631579,125779281,3.28708410526316
"7","QmQxg3bLCKLSbWbnHZ5rVL57j31s1VhJbdcCjqXYVf3fjT",1014,585.157894736842,459742025.894737,75290.2631578947,121877230,3.46334857894736
"8","QmYSpdb5LQ4sJ1eW9USpcczQJzAvwQvDpFCknb63CHNxmJ",347,244.736842105263,56330843.9473684,61339.8947368421,185082255,3.26240326315789
"9","QmYvfoVq4W79ZLMVmK9MTWzSVGvwmvpJnqbifoFvx8C97G",286,188.052631578947,49757244.1578947,62276.6315789474,135067733,3.16537778947368
"10","QmZvzgjhHTysFf2PRWnBur2PMs6JR5uH1V6mHm61c46ZwZ",296,181.684210526316,51831820.2105263,65042.3157894737,126955460,2.831888
