"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma3hC6XmuUBLUBCf1nNLiL8SWnhmFdMArcQqmE6QvJFsj",215,215,79763004,56846,134179912,1.000238
"2","QmbWSUrEQiV4SonBFhckZgFYv2Cjip3hdZ9XsUY9wWHUA7",195,195,84136862,48955,109819119,0.995064000000013
"3","Qmceb2wAd16fngDqBbPh3NqriFpNhwMAghXbVcDZD3hGW7",201,201,81547370,50467,117895850,1.50631300000001
"4","Qmep9yfKVJbDixPm9w15VD99mkfDmAAAoxX6Mc6A2qDUDo",209,209,81084735,46829,127137789,0.730647000000005
"5","QmRWG6eQLLorrpivAU9YoCgKdFCuf1i4Ztp9e639bV8M3G",217,217,105075446,56829,109965404,1.902321
"6","QmT3Uvh6QEyaszDhyTc3R4aGbbFwRVAGbLXj4qgbg8ow6b",254,254,100582774,59082,151083366,2.274778
"7","QmUrcafNdRPUjLQGHWCwvSDQbqzvtrpzAp9cQNdwgcuJc5",842,842,711909356,56389,129990931,0.0433239999999842
"8","QmWmxmseSXeSCycTHsEJ99AqZLfFrVKaTpAjq1e2FgUQBX",208,208,80362874,71477,126559249,1.00640000000001
"9","QmYU3pe3odHBFDvyHrhFdWVNX5mUUY8sd1NNuKXUFMLfuF",235,235,116755781,50833,117822135,0.371251000000001
"10","QmZmxDQdW6hT6dcDzx89FqUW2NSiifaRAET1PHfXQdCayh",213,213,102497360,60313,109850740,0.591587000000004
"1","QmdxyUCYhAo6phmu4RDBg1SgX9aNYefpMXrfdMZS83R7EW",196,196,68553781,62635,126463081,0.920502999999997
"2","QmfGeRQ8yfX64gqL9bhU9xTDJcZfuvBiR3wFKYUKxvYNwN",199,199,79930164,47550,118203685,0.818601000000001
"3","QmfKB2Rr2vks1UE67m5UoG6JkbZ2UQkWqErkej8uu3DMyq",196,196,84996822,55726,109306944,1.64050800000001
"4","QmQBgjN54w88Khh2HW3Z9Ycneb1k6R5oyGBZzGqCuy78y3",190,190,72255035,65038,117542277,0.137650000000008
"5","QmRKMKrD7yqG279pEkw2yTtW2cHqUw3WUt6mYXdCqk6J1H",881,881,757830371,74406,121425431,1.66979200000003
"6","QmUbAwThEiuKz994tgSr43VWxcD35d5sdruzjn2vvGbyaH",268,268,107449305,50373,159418005,1.08231699999999
"7","QmVWEMAmL5NQXZd8jKozgewBFnXRvHADZEGedhyeHkEzGu",262,262,75780463,45520,184627056,1.54696100000001
"8","QmWhLnP119ptYTshdLZPuieAHKDEGCLqBJzPFx9sE1pdAm",209,209,80936661,63175,126889139,1.11102500000001
"9","QmWtUVpHzzP1AnibENpAHKTgusJ3SV3wQ5TduxpGReGFov",182,182,71375824,71181,109926687,0.626307999999995
"10","QmZbm5qy5RYKyq8WJq34Rfhuf5Cs3skkvn5Fcu4czaXySr",197,197,69238095,56066,126532049,1.17379
"1","QmawiRDJ7ionhhFf3B36jw8iE9MRMtKQqT1EPEwdzraZ1f",278,278,125514707,55691,151240067,1.18953499999998
"2","Qmb1Q7rvqyvwgiW7XGR3Hynw8Toz9MrJY8jypBfqXqGjq3",215,215,84856509,66319,125992086,4.08508599999999
"3","QmcasRJHmM9QqY126ZCdi7RZkQHHA3uqLhmijJ3RtDXg5u",215,215,87058540,53621,126651661,1.236178
"4","QmcJdaco87c2zGkqatAqSjpx57jZh2m3RzuJneXBUqP2b2",246,246,85903092,61821,159489361,0.545726000000002
"5","QmctCrRNYWHhzLYuhYuESDuMXqNo82oao9tgVnxhNZHcYW",263,263,135271508,49645,126484276,1.194571
"6","QmNeHnvrZx7nnWsmnT3Amttq8XET9hPJczRurbY7MG8bRf",210,210,81313454,49081,126070766,2.566699
"7","QmSd185348eq4rvmpvRHiH21YcoJEp9gmJYR3mK6cJPDBT",202,202,82889793,80302,118107005,0.922899999999998
"8","QmVu598ZATyAHZ8sUaZorBVH2DB6FUpwFCL6pNsPyuR6fA",200,200,80202406,57667,118745921,0.994006000000013
"9","QmXQmDPtDnKqK6XyAgsXL1HGwaPNQ3j5fruiaTbTpP1W1b",921,921,803233080,61651,117122331,0.582938000000013
"10","QmYNUC3jdcsMtSepnVBYW4FhYd1WcVxATLapjvw8SUqssF",212,212,84002354,47480,126331838,1.61832799999999
