CID,time,time_retrieve,time_compute,time_add_IPFS
QmQoz6x1fMajUhtmzgX9NHXDoyR2FnYSeptuESRTMQmZGr,1695584755412,1517555613,64375,0
QmSejg81bnyLLo29NagaFu6ATqbpmiDa2xXVBDYxNYvrZ6,1695584755412,376,56457,0
QmWB2cAySisQvRLfhw8rHN7KSCRHNcz3eyftuJT1Av3zuf,1695584755412,200,53279,0
QmXNVo5r2HK6t5SabpKfPJBUKCDyrcARm5xjgqDgcEEczM,1695584755490,77159806,70150,0
QmezZUFRuqQxibziytAqyGn13Gb16jpsGxqGHKDUnu4TTk,1695584755490,278,41658,0
QmTp9YdBLzk2d9z2Zm5oEUUbw7AoEiM7e5BmihVKwVYRSm,1695584755490,194,37860,0
QmaPNamzwikPYkxst4qE2ULT5ToEHbm9vfxsKaCuzFKMzB,1695584755490,140,36989,0
Qma9Lw1TBiKJfwj5UE4hqfF8gBmwSQXdkgVEJCkuASzXv9,1695584755966,123142138,51953,0
QmUwSV44ATLNPcCqpEDz3PGMpKNJsf6tg2kNGaZRyFRh68,1695584757059,64168051,69657,0
QmQte2xgnsjdqG81zcVbqrk8SaugZvW2cvsfBNRM9wcuz3,1695584758271,124005169,58283,0
QmbbdgBj3zQ2BTk6roZDqoC7uz6LbXTHjb26REJpwYnuB2,1695584759377,86892987,46174,0
QmVDVRS1TN2H1pdAopsz9JB684bDnGiL6f6R66RWSjxH13,1695584760553,94429964,47616,0
Qme7kwU9wCwUP7vCv3EnQEY9SgtFjUTWN8TVhL58VR3DdW,1695584761704,102433970,63248,0
QmQRANQN5LCf4gfyuzrK2KrchCZQiemHMdqLuMoyh28Yyu,1695584762838,68351180,59804,0
QmXYDsDLLZWx6USsUvXKhud8SRquvfdUC5qJPLY7b8E52f,1695584763989,83126537,62896,0
QmbVuhvWV7timG7nuQK3PdN8FKuNApgJfXk3GLW6kKGmAE,1695584765149,83652636,53046,0
QmXCio4iGLdFcHbuJSSL17GcbPhbkv216JrYvbcAQ3jMYC,1695584766284,74141127,59482,0
QmYFTW2Qyn66oiRVqTx7iPLJiMgZzJddAWJjXM1HjQkdgR,1695584767468,81987593,52832,0
QmVCMVyWXNioY4pybdTFUuoUW8EHsumJhmiYmRN3yNaLK2,1695584767752,78435895,46400,0
Qmah9efCpos1ChvibgjGbvF5K3GcugPFGJMUgf9vobtzX2,1695584768203,98038213,54253,0
QmbYYS981gpEVtXdZmv6AnVp3X6NCHnYnQRdHpdSa1HXFu,1695584768621,80904098,49694,0
QmTzThrsA6MXZQtd1PZaPjw3BLSzxWhphaeUgN2qoHkmVS,1695584768730,108847278,55078,0
QmRP4UeZynUeJjzTt3Q7zqt1ZTi1aruvdtonDyjT6M8ncj,1695584768814,84011664,55803,0
QmThRpVMnBTSkG3mZKaS1G3QvJXMEMg7QPuws2aQU6Pc2C,1695584769023,110685689,51703,0
QmVCfEdc2ysQU8tbW7GwnRr8jwsBLXuS8wgX3pCUt5k4bk,1695584769192,83059641,81533,0
QmTZmJA5XZdvBbLdKyA35xhaeRi1ie4zG2CmkoonEso9QC,1695584769443,96200644,55013,0
