"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma4j9kzo9w5oPD5Eq3SDqmb3a2ZiyRF6BCdMNqbUynrWP",444,365.75,103725140,260580622,1.44423799999998
"2","Qma8zBEwdaEqfYdQAsXkCWC7gT9q8Jvohp1MWVaj8zviyu",369,248.75,106089303.75,143098290,-0.437593749999991
"3","QmaaBtYjRJEKXgv7giNQRA1VrRrXH5C6GTno4Zkaf4qFLS",430,323.75,103008578.75,218977201,1.76422024999999
"4","Qmabn8giAmP2BwmCkmLGb7zK6guggLHV2VM1Ay4J1DaEJf",433,352.25,113590461.5,235970046,2.68949250000001
"5","QmaJZSdo6PwtVADf9fKx5Si6HSWYopZ62DTEeZNyK3nPSv",393,321.75,87170595.75,234341865,0.237539249999983
"6","Qman3fCVyGuV7cT6nZkhUswB6oCBEAsyBN8ry2zy3eby7d",450,346.5,108509041,235858661,2.13229799999999
"7","Qmasz7LFp195dDPa8ErYhTEVbTUgp3JsbUJzTX9RWDqtKn",417,319,114046424,202129528,2.82404800000001
"8","QmauDpJ8PGJ8J21Fq2MJe8coHonW7LwXiF1rrUeWsP9BLe",413,325,97092450,227598053,0.309497000000007
"9","QmaWSE2GgFv5tXNiYeWroqM9Sps6KHgQstUoFSYWLs39Km",452,368,97522569.25,268821607,1.65582375
"10","Qmb1doKLG7FV51QKEmyE8VyxURL1ntZB8uz4FWnEvANdvq",405,311.75,116192617.25,193674559,1.88282375000001
"11","Qmb67SLL2c9XtBauBMCEaFwJD4dZVnuSSKyjXF6FnAJEJV",465,371.75,116831654,252443644,2.47470200000001
"12","Qmbd6WSXUg8Bfpbp9D5RzN3QtNRvRuywCKhwpvafufbyia",349,287.5,85152069,201825904,0.522027000000001
"13","QmbgJeXLMWwkHdKojfxHj1VhU1XTUBZHd2kFfxt8hYMuov",448,372.25,101109485.75,269061013,2.07950125000001
"14","QmbHWU3CprxsJZNTdWfzBCP7AGz5M1Mi9a9w3bY59CS8dQ",396,314.25,102768656.5,210181571,1.2997725
"15","QmbUHSiKEd5EwJxw5kvFqmaQQ9zDkRKhRRz8c5gKDCKjHc",475,335.5,138776312.75,193903178,2.82050925000001
"16","Qmbux4uAqsuW5JVzyNNSx61G6ABbkBPVEdQspndFFcbSpw",450,345.5,108768406.25,234120999,2.61059475
"17","QmbxZpiRG7ow7ApxwhthFXMTiU1KSwtaktmSdnbUPoT4Ay",422,320.25,105213978.75,215309791,-0.273769750000007
"18","QmbyuDMEaTzh3WCrhmnG768hc8684FRo42HVYQGPtx5dLg",469,353.5,115702513,235781497,2.01599
"19","Qmc49juPK7KyC4ugyBSdcv1ZE4QyjA3PsX5kj9MtjfX5Bf",436,332,103783797.5,226275795,1.94040749999998
"20","QmcCJm8VuEkCoigVTLLZ833Bf5VUuL2rcKsB9ZxgwgCLYQ",403,298.25,104633432,193927375,-0.310807000000004
"21","QmcjG2N7H4fX6fRnVSxs4JbobocNSmmdTu3Mup6j9bMFmJ",422,339,102266348.25,234847395,1.88625675000002
"22","QmcSzLtKFRyBZtRcdv6u4ytdhaDykCz4GtyEZfmCNABbZx",465,383.75,100835915.5,282351456,0.562628500000002
"23","QmcXzEiQjXru4nVoncp24ojeKx56BUUUsM5N5BnrfrdAhv",430,332.25,103350455,227080302,1.81924300000001
"24","Qmd1NQiTrEKENNTCSm6FGjZS3K1Ad2jV1LG58jHneUDLKd",413,329,98848231.5,227781195,2.3705735
