"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma6BsnY4a5J8ppC1CLvM7QHbEjeftFvgnfRY1to3VCCAm",376,279.25,106588897,168135510,4.525593
"2","QmaARatGyx5MRVFmduJgjELvMmCLGe4DwGHCHdjaVPwCBx",347,286.5,81847955,202098792,2.55325299999999
"3","QmaEV6hgjFcdSng7J796nWyd3r7TX5i1zPmxVqc169Hg3U",445,335.5,113673183.75,218487700,3.33911625
"4","QmaFPq8DGJ7V451X5QLoJRJa4yYR37ccnvmaTRHCKkpvNn",405,302,103895723.5,193676385,4.42789149999999
"5","QmagHTZZoQu1jvSn9bY48JQBsvrPwoDDHpDo8xjGS6HMXk",385,271.75,101735809.5,169498517,0.515673500000005
"6","QmaGzG6UwSBNvAhvs4gsciEmW6PGKHN6fbzYGN4Erf3xZG",424,324,111759863.5,210047133,2.1930035
"7","QmaH7tvrRbbAMQvevj2HBG4LwRSXsx3HT8RjqFc7RhQxTY",427,317.75,113806768.5,201834046,2.1091855
"8","QmaHA8HnMuoNhLbkJu5ir5GzMRBgrnuxsJmFxRWvtcU4NJ",405,326.75,98813562,225624960,2.31147799999999
"9","QmaUb52xqLUenkde1KmSjmA9creK65uXCjSCppbmX8bDan",417,320,107590685,210421744,1.987571
"10","QmavmkUGgMtpeHD8jMRtSyM1vnqwJn9QDTXa49BTQS7sL4",395,292,105601055.5,185465281,0.933663499999994
"11","QmaZ27s61FPHvsMKqW3aA5ZhEe7vbYSuG4qxsLwtkeptt2",446,337.75,108104510,227225235,2.42025499999998
"12","Qmb1qTR5H9hmLHszLoWYj6rzLYDZw4vWDnddAtGhYqXRqH",441,332.25,110939679.75,219810837,1.49948325
"13","QmbdDuhKPfutyhpQFXz2UudmgFxrcFcqMJdZiu8H8kbf8C",322,256.5,88170891.75,168054652,0.274456249999986
"14","QmbNg88WoWZotKZeW93JV1X3uhJd53Xtc4w1vncsLeabVu",434,332.5,106867271.5,223802879,1.82984949999999
"15","QmboHR1Pc2A4iZTeX8iExQXFSCpFWt9LcigevfwZbtRk8q",442,347,100773920,244038714,2.187366
"16","QmbP8hoqzcNG3smD9CWQt4w2S1uQJySK9bt42rRDbDHFr6",460,377.5,105104030,268630362,3.765608
"17","QmbsPt3EHdbG3hSCcvBKLnF9Q9pgVwRBU7y2x2kHyEnSc8",375,294.75,98016988,193944267,2.78874500000001
"18","Qmbu8VXxfkhe8rjPk5uGAtVVDTEJnrzwErTYBWGMm79ejE",427,330.25,107721207.25,219265438,3.26335475
"19","QmbYHyjhDHbu9jAvazdixHcjhJev2gxswWJcTDoiHngbVT",389,316,94100012.75,218872479,3.02750825
"20","Qmca6TjWmnaBT9XY774JTDbocHHBaHoPi1gwHeKFd4Mjrw",389,312.75,99349240.25,210766130,2.63462974999999
"21","QmcAeF3cMAxAb1J3mSYYwJv4RxuJzReopPGunaFkc5qzqw",475,389.25,101246080.25,285354825,2.64909475000002
"22","QmcDy5dd644cy2ymWyRFVcK8eGh5jzcyYusddnqiyrY9Dy",276,211.75,83324344.25,126092882,2.33277375000001
"23","QmcfXEskacB6AkDjhiB3FAHSQoWeyWMNXWhhHM4cAtGcos",443,347,118545373.5,227124959,1.3296675
"24","QmcJgqQn9G4dtiu3UsK18sZgLEPaFmTQLurnpVuUwwXBpq",407,307.5,118490553.25,186000175,3.00927175000001
"25","QmcKKGT32y7dFcujjxgtUVsXpUcws2QxfKykFTif165wsg",525,415.75,116423101,294128441,5.198458
"26","Qmcn1ZCjDwsxpAfNgXjko74ygEFsgPR6C5r3v9Z8MCdHA3",411,336,98570763.75,235212738,2.21649825
"27","QmcoNgSoGJfrrfcLBnkMg7bfhnq9BEpTt7KGsvA9n5SSJi",350,268.25,90859137.75,176858394,0.532468250000001
"28","QmcQiCD5Xv4d75tng2w5eJAWcrvYcqS4cGcDgcD9Eeo5B3",304,248.25,77930038.25,168462333,1.85762874999998
"29","QmcRQyKTqfwonyHyNvrjYwhFLdpQWK6qufzuzmSbWmVyT6",377,280,99824641.25,178316591,1.85876775000001
"30","QmcrZqUdoDXYwarkV8DqHV42AJiYEUZfArUxkrXxFyoioo",370,266.5,99294872.5,167133789,0.071338499999996
"31","QmcUft5Zua8b54jM8JJaBtn1G9zmmnmZh2UDBLgZevYkHQ",391,294.75,107077937.25,185327829,2.34423375
"32","QmcuNKhVcMMXQR8DXbPWDAjqKD2HKf3jRxdKZ8FqaiLA95",350,283.5,79880394.75,202830785,0.788820250000008
"33","QmcUwj7ZJZ3RmonGYioXRZotzFDZNovYAgDfu38zJUZjeM",417,299.25,127848105,168663798,2.73809700000001
"34","QmcvqnGCW1mo6mDtQyK4rA5QtJi5VZhBj134uZwnPff27w",457,359.75,112680864.5,244018420,3.0507155
"35","QmcwRG2tdWrNeSfMY99t3yGqXAYZzSZ8pxVf4KUomacwbp",292,233.75,82483918.5,150992446,0.273635499999997
"36","Qmd9AoMqUxQ5cxjMsXYv5oM4TMrz6qEfD2TbQmN3sKW7vC",451,367,96212224,268823944,1.963832
"37","Qmd9n4VXs7eh7gSjuBtDfTdaGe2TvpzcgPUc1po1t96tjm",377,300,95783415.5,201864692,2.35189250000001
"38","QmdbdUP3R84mNbfcDxuYfeDyZVrZ8yqNqnJFrQ8N1sG4Dr",427,337,106271492.5,226566478,4.1620295
"39","QmdDko8N1iomw9BV32vNaj86bGz7sFQXC51y2mMn6MSw2k",348,243.5,96595307,143445224,3.45946899999999
"40","QmdDV3ApiZwRUh8yhCvFFx8Qi32qh82q8RkbonKKdPdshL",428,340.25,100421669.25,235336263,4.49206775
"41","QmdgZWVrxGk98yZSi4X9FNGKA65RK3thHRnrYktYXsagLn",421,325.25,119959512,202421472,2.869016
"42","Qmdkq1eQ3gQJMAEve79eUrR6Fa9vyZSnkADYzjTY124ro2",376,288.75,114916162.25,168765472,5.06836575000001
"43","QmdNUnTVqUStkKqD8dPjYJjoWb1HscpP89MYh2tgkE191k",272,211.25,83446798,126706161,1.09704100000001
"44","QmdoWczUPEK9tt2sB17CRLUskepuMH3PKiBLGgstfT7Aa3",421,307.25,105289339.25,201558367,0.402293750000005
"45","QmdqgE56Weqe31d5yHrKZuRHtf4LxqAgMAwE8yQVejcUBA",394,320.75,92767052,227206488,0.776459999999993
"46","QmdQTRgQqoDixTniLfJqU3zBBiJe8WRYHHn2kqbyLoLWNe",1069,738,377994780.5,357558026,2.44719350000003
"47","QmdSPkfqrzSE2YrNGP3h9BssdP8bG6Rp7suHS1HWrxKHBz",407,312.75,116455782.25,193873936,2.42028175
"48","QmdYEAWsqUjtK61iqYozY94CU8MrAzBTZtfTsobWWp8fvJ",413,319.25,120829961.75,194177555,4.24248324999999
"49","QmdYthoVQ1PZo46LjmLLYghwmvuUaJRDyA9h8UfHkCTjt9",393,292,113264514.25,177815293,0.920192749999998
"50","QmdytxSieV8fih3raT8PiJ8YnTHpjuemKWqncZJepE66vp",340,249,95689312.25,151308357,2.00233074999998
"51","Qme7sK8idqxh6hQi3R1t5YwNfVjUZafDKucfKX7pNvAnRD",349,256.25,101154140.75,151764027,3.33183225
"52","QmeGcZVLsk25dDrqU3jaCLVvnzShTvLD42Tdz5P95i2Z7k",363,277.75,90955750,185937047,0.857202999999998
"53","QmeGtNcTEagM9vqB8NX3zHKLwqF428raNhBe3DAce19HvJ",423,302,107067494.5,193475891,1.45661450000001
"54","QmejeFDV1t3E9Wcob1crzqrUvFxg4gkMD5R6ymEMi8GXXZ",383,281.25,100493558,176597121,4.159321
"55","QmeJrhga4uoELRHPFXW5FwKtpxcko6FBXJy59CegagaMME",342,247.5,92020130,151986177,3.493693
"56","Qmen1FVQSAD63qqUtqieg4uKDDj5AFtRkdTpMB3Yg4kxP1",438,363.75,100614874.75,259785855,3.34927025
"57","QmePKkEcx9ZhE1fLtdGpAnEGqJjghPy22N8265Mmt3jQsf",456,346.75,107392609.5,237337403,2.0199875
"58","QmeQ1wKLGXsm91bY7MpRS5dV6HV8i4ahP7Han5ngjXQyVF",442,312,122319951.25,185560348,4.11970075000001
"59","Qmeq6TVyxyihyA9A5U7QmvgXonGtFTXNDrHAyDZjnvGdbv",316,253.75,82859827.5,168126019,2.7641535
"60","Qmes38d4TACT8PQg7zGz6qmzGKKJxzw74dTzsHHFhPP7xr",395,300,112637486.75,185048240,2.31427325
"61","QmeX2BFMJfLyYh7noV2T3RshMzbLKtMCFsiN9gMLFp6NFM",353,266,97365587.75,166898085,1.73632725
"62","Qmf7PM98fiW38xppkxjm9rKkEXSc5vgpEu1K6JrtyPXBFx",392,290.75,102175731.25,186256771,2.31749775000001
"63","QmfQAzigDfPtGwJfVAF3aaoD1qPdFrazfPahrV9MV69qFB",457,351.75,116233894,235584781,-0.0686749999999989
"64","QmfWfsPugy6PY21EYTxaGCHwRt3QWQerNcBCxWBVstBRpC",419,341.75,92534330.75,243874763,5.34090624999999
"65","QmNgw2ztbttQy9ksSpAfNqHGCumkwszDdEq3gTtoyJ8qyi",403,333.25,95106547.75,236205413,1.93803924999999
"66","QmNLiouPaTPWZyYGxkxbvuVeXnWXRwLaKm5bbFjMEJ54CD",390,281.75,109353850,169051595,3.34455499999999
"67","QmNNsdz8RKdvqVNmeAqGbVASz97mic4FuC1oVsgMuLUBX9",356,267.25,106781900.75,160234914,0.233185250000012
"68","QmNTE6tHNUve7ZyytTPRXhiPtmxQUCnN5vVqqjARLWdvX4",347,272,93648547.25,177176124,1.17532875
"69","QmNtvUEUXbmKYGgEwVsthu7jAeUq4dyZTdqYdr4NEX47Gn",451,330.75,125369018.75,201758499,3.62248224999998
"70","QmNuauSir4cxMy9VMejUooBqwe9v2oZJkcCzNm5Vu5PFHx",418,331,108775339.75,218999601,3.22505924999999
"71","QmNvpjEmWCnFrd3nR4GCXPDwhdMbeYUdJEfi9BEZYXHfsi",370,293,98722883.5,193500590,0.776526500000003
"72","QmNYrfuAQeEccWt2PxBW7YNCxhSKNRAd1HDVsGssFE7vvD",346,285.5,80946550.75,201900735,2.65271425
"73","QmP2vNnSXGJmqkF5ii1FzB8wzqa7xkiPjUf5nvEqB38voR",290,232.25,79785870.25,151528364,0.935765750000002
"74","QmP8DZSeycsRTa5wmTFusSHZT6FQUtDQcCHuSgFTd7EawV",369,265.75,110412942.75,151694363,3.64269424999999
"75","QmPaVYc66k5hvy3AAqFQSq4vt8EApv8nPLhLJpPvLYgfH5",624,540.25,94825863.25,444323960,1.10017675
"76","QmPnNMeRfmMLazQHBLQfZmk7pKdLPMBC9gs9i9YemYEPhD",444,336.25,108701916.5,226668219,0.879864499999996
"77","QmPoTsias6j7WqPnu1Puno7FfKw99crHFkWFNNmEux9qeU",272,207.25,80836398.25,126070883,0.342718750000003
"78","QmPPVYmXjWWuo5vHXXmJhpyRpbT2RnNWbSQKTnckJoFtLx",467,392.75,101319161.25,285718196,5.71264274999999
"79","QmPRw9XYiDe4AJcQdiJ5upLT4WuA4kcTPhs7MkpKDb51k3",467,365.75,110932857.5,251903792,2.91335049999999
"80","QmPSJmKj5Bpxyffrxqrd1ZLu9iboMsBpsAwPWdBfR3MMDg",648,541,122283280.75,418761859,-0.0451397500000184
"81","QmPU6zLXSTteHr5dPqpJPWeqMXJ4ahWMwC5xWgMAF7axqo",442,348,113681306.5,230497911,3.82078249999999
"82","QmPVNjnceVLgzzttzDhDHjnbrDzFfX5fYujgNAEUL83ijD",354,272.5,102057276.5,169172383,1.2703405
"83","QmPYRJdDxv9fLGDLJ8t4gYyNDfjTdAfwZdBFAn3kZBEVgF",398,298,94196190.25,202883016,0.920793749999994
"84","QmQfiQWxXtijC1DHZJYNdwfYGD9npPe5NSNA574PMV5VzM",450,346.75,110539094.75,235253901,0.957004250000011
"85","QmQj9yMNVgdcKPcDghWJrfVr8rA8UqXh58fsF2YqBiSUVo",363,285.25,98009300.5,185485333,1.75536649999999
"86","QmQQsoCo22AtDBEM3ibvQrbQGYkvg92wy4o3RnTc6PyKep",427,310.5,106015018.25,202599957,1.88502475
"87","QmQru5Us5T9cFKjy3tBoQEm8eVqzD7kfQegUmNHbkiCaBX",445,347.75,118925046.25,227005290,1.81966375
"88","QmQY4CTSYUi3GvpthPTyW9RVWrQ4AKrbJfEvETXsEqV5LK",303,240,78353710.5,160086368,1.5599215
"89","QmQZh4QHk5DGSGwWp9cyX3gp8ZvYJ2J264wnwcWV2XGA3e",410,338.25,94495662.75,242929783,0.824554250000006
"90","QmQzHvjyrMrC58Y8VGF6sKh61LpSZ2ZFh1s5yfDy3Wjf7D",384,312.5,108474645,201629516,2.39583899999999
"91","QmR2RB41U1YayogbnKqPCZxLeAu1Z13QB574S6TioiUcnx",372,301.25,88586197.75,210437789,2.22601325
"92","QmR5tQjFFQ3CwDvPuxW8XGKaBEhu6FcuxAeNwiqebDhr4t",402,298.75,108145554.5,185377529,5.2269165
"93","QmR648TFuKUMHiV4bhywGhPfT4kS2MzdRnprsjcZNvTS5z",400,292.5,98975672.25,192465823,1.05850475
"94","QmR8C6Xr5nQKnNnwVzNr1SKTcoQFXkzxEnYE3WZLwRrvL2",302,247,77633605.5,168386796,0.979598499999994
"95","QmRdmgfBhr4N3vZKUoGfVi3GXiuDGfLfyUf7QgBTCqjVdp",365,291.5,98904306.75,191801339,0.794354250000005
"96","QmRE5CqA7j7iYsyo8mcdBRGZ9Nrj61xxrg8o4tCfHcpzdG",401,327.5,98586453.5,226264556,2.6489905
"97","QmRee4qkoRu2w9JBydHAEVYCgmZp2mmqfTbXHNHxt5VVdh",319,241.75,97404382.5,142798165,1.54745249999999
"98","QmRGhqaMMAuk4KT3VDKAYBMmfDkZwUN1LqTXTdDAqLUQq2",449,345.75,116047518.75,227653251,2.04923025000001
"99","QmRmY19NqmhBTRg7QeZD7sHHX9yPoDjTCdvph5KDW82Jj6",397,275.75,115153322.75,159934327,0.662350249999996
"100","QmRNjeq5KU6kTrgzBPnJJ5aChDYdxmdJw91HuHcURCYAHV",338,242.5,88044228.5,151987083,2.4686885
"101","QmRnLPRAQbrSUkvfpaTKKkHYdFHzyiSitk3nSUH9sRfvvX",342,266.5,97873632.5,167806397,0.819970500000011
"102","QmRRqEbvAZ8WEYg538ZQ23bPcBh8C8ERK7dsGzRACUKsuj",405,315.25,103491419.5,209839772,1.91880850000001
"103","QmRSZsvwrBW9HqTEvgX5QPpU2C8s6VHJKC6F7rbfATofGP",395,296.25,114377789,177596025,4.276186
"104","QmRt4gkSbmLngRgRKnXQPzpLhXBG7ogWQ22kJbLnsdzEwk",455,352.75,119842957,230612593,2.29445000000001
"105","QmRTcy4vNxRobXksUQV6xSX3qJwaYRwdBt1g2cassczP33",395,309.5,105387970.75,202561595,1.55043425
"106","QmRWsD6j95HZT1YVR3GhPu7ksuhw3bWYHWA1g3Dr6Fmecs",339,257.5,86246017.5,168535377,2.7186055
"107","QmRXE3QtUWAhdyTUc9Bq3LVUfd2ZsvGktGg38gJ52GsX6q",456,340.5,120491234.5,218709124,1.2996415
"108","QmScgiM9kCs5n6MtcCW7SvqPmDy4wo4sG1dRmGJsQxZGdz",381,282,111415901.75,168060193,2.52390525
"109","QmScvXZNfFNxsE6EwFYXhQK9wkiySU8p6yeP7M88YJy23S",320,255.5,84074701.5,168558593,2.86670549999999
"110","QmSFjtj9TkVyPp9NnadrEaf74bEiw3hJVeYEvWET4WeRnj",343,257.5,87044842.75,168451505,2.00365225
"111","QmShXzLU1nTc7ywVPeHkaBnJAzSava9s23D4B6RcUeo8gj",385,274.75,105527985.25,168177300,1.04471475
"112","QmSK18FXDKbknb7tqJnHN2iRumgPmvUWhBoKHfjTsDmVHF",424,323.75,101221596.75,218567307,3.96109625
"113","QmSQiDXyX7SbyNZwKuoN4hivNNtgUnqiRkUXfMFXi6SkmN",374,271.25,101077205.75,168332377,1.84041724999999
"114","QmSsqhYhRGVBohxhXM7GBgMyfD9HcN394GAh82FizWp7e4",410,330.25,100093389.5,226483409,3.6732015
"115","QmSTaBdym4gUmgpcTWsQF9SUfTz1duLAPhPPCtPGFxFwod",456,349.5,119605881,227558380,2.335739
"116","QmStHBM4hQk9WqSKLG5pzuhm75CTZk5UdE2dMDkxGZPW1r",459,360.25,124168348.5,235839486,0.242165499999999
"117","QmT3E5FjML8ctGegKFAkz52mhg9bT54LNgxZsBkA5MHCFp",409,309,102376363.25,202426423,4.19721375
