"X" "CID" "maxlatency" "mean_latency" "mean_timeRetrieve" "mean_timeSend" "mean_time_pubsub" "numUpdates" "numberPeers" "numberPeerUpdating" "System"
"1" 1 "Qma8nEdwt2hH8yhMdfLvCC8pvm3ybtS6otCEHaxBuB4DcF" 449 449 211341000 238327816 -0.668815999999993 10 2 1 "IPFS Alone"
"2" 2 "Qmb571S1jTe9FhA1jeMZA9hJyvmUaRXKrzdguMKkH6AzwS" 445 445 184779159 260777383 -0.556541999999979 10 2 1 "IPFS Alone"
"3" 3 "QmbJpbMUeqmV64xJQee3nXdsT5zF2x3tVsohFGqPFT2nDn" 1214 1214 816220375 398733648 -0.954023000000007 10 2 1 "IPFS Alone"
"4" 4 "QmegPMpEBYKwgDoSTRhi5APbRpKQxTgJEwTQHv9b172TCY" 431 431 199366613 231266519 0.366868000000011 10 2 1 "IPFS Alone"
"5" 5 "QmPQBzT9bEGeWHhLqmQBn3WLPPohaFt4Y7zDY1dYghRe5d" 440 440 195998037 243896851 0.10511200000002 10 2 1 "IPFS Alone"
"6" 6 "QmRJn7YpztUumU521rSFPa1rJeJppQ8ECmkZQdx5AEcEPf" 497 497 229587340 266685015 0.727644999999995 10 2 1 "IPFS Alone"
"7" 7 "QmUEcNjhmjxmo6giwGmR8WvBAd9Bogg3T6K8sPNiFxSDQm" 425 425 194960359 230717371 -0.677729999999997 10 2 1 "IPFS Alone"
"8" 8 "QmUiYufYKCpWzzT84iQcJRxh32sqsMGWbH8QgWYPcZtaze" 448 448 188230699 260827819 -1.05851799999999 10 2 1 "IPFS Alone"
"9" 9 "QmW8YgevRq9myhuUnuqufJZro6BGMACU2oFYbGZDRrfHfq" 440 440 213707826 226997706 -0.705532000000005 10 2 1 "IPFS Alone"
"10" 10 "QmXtN9GCktTnyxzxSDrjTE8iKX6MwX7MkYL2cnrhSeurTe" 464 464 271070494 194566952 -1.63744600000001 10 2 1 "IPFS Alone"
"11" 1 "QmbuiXWZJG6DfGrKugnGCMgwn88b569AwdAh8xPkQ12WQz" 453 453 216417084 235548801 1.03411499999999 10 2 1 "IPFS Alone"
"12" 2 "QmbwPV8Hs2idTtjraAnavfKNiUT1dXDriGUpbe9k1tDhFc" 422 422 177379091 244221818 0.399090999999999 10 2 1 "IPFS Alone"
"13" 3 "Qmbzrge8kLeEaimZXjV86bqyHmSV2DUzCGWqsLBLJndSUQ" 420 420 177160358 243709325 -0.869683000000009 10 2 1 "IPFS Alone"
"14" 4 "QmRw84gnyBbmuodPBLTttok4gvuiCPmx1VjwasVeSb9yYR" 452 452 176119446 277364017 -1.48346299999997 10 2 1 "IPFS Alone"
"15" 5 "QmSr9qxzJRG4ae5kjbzVxcaw8CuAhR6fuGppVMt4kpP6K1" 455 455 211680762 243685980 -0.366741999999988 10 2 1 "IPFS Alone"
"16" 6 "QmTWWJD7pTbuXVgrHBpdrTWiorDvJ1989VW2dYumioAhPX" 454 454 211180861 243814807 -0.995668000000023 10 2 1 "IPFS Alone"
"17" 7 "QmW9zQmfVKnXS3QrV7b83Lb6WxpKkosoFy238YKcrFf5A2" 489 489 255477239 234853684 -1.33092299999998 10 2 1 "IPFS Alone"
"18" 8 "QmWFeXfN51NBc3Q3Fo8aUKpMaimcFk2QDe5pQx2dUBABkX" 448 448 196307654 252366735 -0.674389000000019 10 2 1 "IPFS Alone"
"19" 9 "QmXja5EJj7Qa2TRWRzRgVTsyZmBUByDbz1ycuSXam3g734" 2112 2112 1714936150 396514136 0.549714000000222 10 2 1 "IPFS Alone"
"20" 10 "QmXXbCJTpUVSTKP5DtKzRXJA6tUy68dM8tBKX8XcdRCeWd" 891 891 175345104 268967808 446.687088 10 2 1 "IPFS Alone"
"21" 1 "QmbjwcTTTunWi215yNFWzVsQVJfjHmUE38zpb1ufDXbWx5" 451 451 224067381 227203767 -0.271147999999982 10 2 1 "IPFS Alone"
"22" 2 "QmcNdSvQKytwg13XD2qAaZ7wj9dBoeUcJDeWTtHCArqASX" 420 420 217923434 202067122 0.00944399999997358 10 2 1 "IPFS Alone"
"23" 3 "QmdzbXsCmbi9DAzkxhgfxPaqGFYQXZmu8ZZvbUuBL7XYM2" 392 392 197901267 193696976 0.401756999999975 10 2 1 "IPFS Alone"
"24" 4 "Qmf5j39sC3qLzkpngaZ8zhb8kgb6JtkP7rvkR7yEtpbPY7" 377 377 175063491 202020115 -0.0836059999999748 10 2 1 "IPFS Alone"
"25" 5 "QmfSZSvpajc5UczixtVtSSRhVFCX9sC3yTvVshDpNNpgAo" 386 386 175825312 210760957 -0.586269000000016 10 2 1 "IPFS Alone"
"26" 6 "QmPLrFS1ybz34vQrN2qXPys3iY1E737ngoKwWJyMmD89yf" 390 390 172708561 218111264 -0.81982499999998 10 2 1 "IPFS Alone"
"27" 7 "QmPSqkNT3GhKhHqkamydjAPHCkgX5j4D5ctKQ2wJAp4ZPr" 377 377 175152833 202412584 -0.565417000000025 10 2 1 "IPFS Alone"
"28" 8 "QmSrdy5ELciAudo4rohMqzjcEAKLqAGY33mG6PgDJhHfyE" 459 459 214381545 244119454 0.499001000000021 10 2 1 "IPFS Alone"
"29" 9 "QmUZV3nneSpeEpZbniuED4oQFff9Aw1Xyd2oRVkoaezi5C" 358 358 189422397 167908708 0.66889500000002 10 2 1 "IPFS Alone"
"30" 10 "QmV1AjJxwgp2kmNswaxAeDw9pmbAZpcSxdMjSKaxrtRbnq" 1147 1147 735644965 410649569 0.705465999999888 10 2 1 "IPFS Alone"
"31" 1 "QmajmpmRNVJoLYVSaak64F8MQ9xRhszj9NDB3cqVWA2cUe" 418 418 183123026 235461019 -0.584045000000003 100 2 1 "IPFS Alone"
"32" 2 "QmaJoUuHpFQTJQwxKmJbPZkSbuaupNhrQeNEDDodKtARzH" 416 416 198406678 218384555 -0.791232999999977 100 2 1 "IPFS Alone"
"33" 3 "QmaRJJVnXe3WvRHxoMKKTK7NNoW5GBCx71mfeSmfkcXhjJ" 401 401 174294976 227275286 -0.570262000000014 100 2 1 "IPFS Alone"
"34" 4 "QmaXaDeVv2BE8sMdBigWj8fgSgQEBWBwaseB8xJC7Y13AK" 425 425 181716155 243411633 -0.12778800000001 100 2 1 "IPFS Alone"
"35" 5 "Qmb8md1bTdaMwGiMtqAUg4kGKqiFUe9XAfiFm2MEqbLoiL" 347 347 129352756 218274867 -0.627623000000028 100 2 1 "IPFS Alone"
"36" 6 "QmbCfZp9YyH2ucoRw924WjXpmg7CsXxUvvZbrv6BrAQTEM" 519 519 205546007 313801756 -0.347762999999986 100 2 1 "IPFS Alone"
"37" 7 "Qmbqmo9P5fGGvqnmztJ3TFSM9XMZQpt658osfzhuW33WqR" 452 452 191200262 260354012 0.445725999999979 100 2 1 "IPFS Alone"
"38" 8 "Qmbu3RziTg7AUcH7QfoD2oUPgH9kSaodUPZ7RLaXLpSu5C" 401 401 165053027 235506158 0.440814999999986 100 2 1 "IPFS Alone"
"39" 9 "QmbyS8SFg8nLPNpV9gyhXNw3biQMW3cGEAA4TGSMJ6rEdM" 444 444 193340477 251286562 -0.627039000000025 100 2 1 "IPFS Alone"
"40" 10 "Qmc3zjV1pHiMY9Xi8mjjxL7DjDoe3TYM7HvY9uvHX3f9gv" 394 394 159265186 235609703 -0.874888999999996 100 2 1 "IPFS Alone"
"41" 11 "Qmc6eBuQhNZ7Qh1xXF7kXUghWNPqkDeuey1etrGyg4Wj9e" 403 403 166007727 236607211 0.385062000000005 100 2 1 "IPFS Alone"
"42" 12 "Qmcbh7dVc6NHg9DcWad7J9M1SeXDNhsdfKvT1Fi2sm6DkE" 442 442 215741157 226646903 -0.388059999999996 100 2 1 "IPFS Alone"
"43" 13 "QmcKvUFXF5G2k13YV5FWP59xX5dir1sQhscAje4vWPXrRi" 351 351 167372593 184029192 -0.401785000000018 100 2 1 "IPFS Alone"
"44" 14 "QmcVtqYEKcgfJdj349xh1kJ68nMmfXozaTRJnAfxKhoUEs" 445 445 177489649 267837018 -0.326666999999986 100 2 1 "IPFS Alone"
"45" 15 "QmcWSSUgaPRHsVqyJeKJfszRQ9oXDK9pCyC8uWAfd9uFRU" 430 430 202328934 227484690 0.186375999999996 100 2 1 "IPFS Alone"
"46" 16 "Qmczxsb5yvhn5bXx19iHvgC4CX8Bydd78NqiAfXpkNNYEJ" 424 424 180306583 243425065 0.268351999999993 100 2 1 "IPFS Alone"
"47" 17 "QmdaTuBebdJnvr2WtYQizaSmEGw4W9LBqsi5hmNJVUmAnM" 336 336 133526914 202040669 0.432416999999987 100 2 1 "IPFS Alone"
"48" 18 "QmddVTQRRXddyfqVC1Xqqstfr6pKhRqCRTEXMGDL6L6zwd" 419 419 208923504 210901442 -0.824946000000011 100 2 1 "IPFS Alone"
"49" 19 "QmdoW6naAfbmr7UUbEJsyvXuBpa14M8iccvcTUpMduTUm9" 372 372 162269493 209349338 0.381169 100 2 1 "IPFS Alone"
"50" 20 "QmdQzgEnRdBctrYoUe6CvC5SJvt4n7pbdUeexchTB3wgYA" 391 391 188433502 202650245 -0.0837470000000167 100 2 1 "IPFS Alone"
"51" 21 "QmdXnAArr2wytEXXryUWzuD2E5iJR7TYeMsRwmjeuETMB2" 372 372 169640757 202208849 0.150394000000006 100 2 1 "IPFS Alone"
"52" 22 "Qmeb9SW4sJaAXHeDa8ERytmVVqBoA9ohaQRy3Aa8ndrWPK" 412 412 184124011 228045739 -0.169750000000022 100 2 1 "IPFS Alone"
"53" 23 "QmeLDnr44tWRjJzSaFR7SrT6WgEv5mN6Dc22YfYt1YH3DD" 456 456 213024420 243802783 -0.827202999999997 100 2 1 "IPFS Alone"
"54" 24 "QmeN8sSNJj2jn4N4Bqk4TPPG8ruVoAZCFXvcrAnDGbVTFJ" 421 421 186691604 234764507 -0.456111000000021 100 2 1 "IPFS Alone"
"55" 25 "QmeND5QTdoF22cqxXN7dEe5GAddyNggWgPwyp3TLqR27w8" 343 343 151338901 192543037 -0.881937999999991 100 2 1 "IPFS Alone"
"56" 26 "QmeRv9ni2rNUH4s3PRAnTNVffenwVz7NB1tAMHaW2vacvC" 431 431 170468909 260498696 0.0323950000000082 100 2 1 "IPFS Alone"
"57" 27 "QmewLtTn7EHJvjMnErjfqp8zJm5oUx4svyzA2hSd8FxkcA" 416 416 164354055 252058555 -0.412609999999972 100 2 1 "IPFS Alone"
"58" 28 "Qmf1xFvrvV8pjj711yYYSUPxpGLNujhbSvdek9xrknGp5K" 414 414 172309824 243140024 -1.44984799999997 100 2 1 "IPFS Alone"
"59" 29 "Qmf7LLRuBSdKHxXfnsxp2JCnMY36SqVe4nFSFDjrYnx78h" 413 413 186392163 227530196 -0.922358999999972 100 2 1 "IPFS Alone"
"60" 30 "QmNhPQkAcPJzv2XPFEQtSgKa5DMe5UomaFMQ6n4o8Xi6xi" 374 374 156598133 218375230 -0.973363000000006 100 2 1 "IPFS Alone"
"61" 31 "QmNrCbUoBz9rQvkxZVrr2aLX8rsdMfHygGirn8WQsREdUY" 450 450 197934303 252642640 -0.576943000000028 100 2 1 "IPFS Alone"
"62" 32 "QmP6sBKTQKXia2KYFiSU8pqNKzcSor9AcBgEbqrEejY1qF" 1082 1082 630589878 452214797 -0.804675000000088 100 2 1 "IPFS Alone"
"63" 33 "QmP7nNJjxj1thGvXQaB15cFQf19p2iKyU6pBY5qcHuzf8C" 430 430 161212173 268539671 0.248155999999994 100 2 1 "IPFS Alone"
"64" 34 "QmPq3H1zjyVy6xeF2tW39zoBPGeLcQzN4Mvuw66fkwFV3u" 426 426 166693624 260349598 -1.04322200000001 100 2 1 "IPFS Alone"
