"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma1gxHoUqgwypxS9usH3ZLsh33Q8R4W2Fuco8bnnftwKB",444,444,231970353,211158433,0.871214000000009
"2","QmaAHdssguzY57mTfrvSQCGyAV1d7HLd7vhBfNh1XM1Rpm",396,396,194480381,201832808,-0.313189000000023
"3","QmadoSap6N2TFkot8o3qgrz3MQXsk5E7XaKALfYFdsP91B",420,420,212370399,210043345,-2.41374400000001
"4","QmaEJtbTNHpJvc7N8BX34kPfYDrERysuhQJpzz2DspswU4",415,415,221408082,194020943,-0.429025000000024
"5","Qmagety1XM4vpfiFmgpWmoL6iYnuVAzoeGjopFmUME8DxU",721,721,220487592,502583425,-2.07101699999998
"6","QmaGhxaN9zxWQDPbBK2j17dJEaDWipkRMLNoUzho7A9Zuh",480,480,217860047,260675440,1.46451300000001
"7","QmaLppAXugn4WVH8jzLpLaEbRicBsnJRrpvfY9TGdYG5kF",416,416,207189088,209466814,-0.655902000000026
"8","QmaT4ATGqSspFNdC9jYtPHTkb5EnjYgHMWbpMZTiz2my7o",417,417,209673174,209554191,-2.22736500000002
"9","QmatqHxZh792HY3NtFjkiQBjCQuZ2D3JDgrXd9z43yQyNb",390,390,172255774,218697755,-0.953529000000003
"10","QmaVoDKr4BBdAjWVxbdHc7J6E5rFGxUi3tofJ6dVyz7jLh",311,311,136927256,176634391,-2.56164699999999
"11","QmaVy8rzcS2Pc9ifCZXES4RJTZZb94mipjq3rfXZqAPcNA",471,471,219654266,250695555,0.65017899999998
"12","QmaYbMjLyCfNGen3JbDFFVcBc6rgQpFAJAueo9bRmuC4jc",402,402,214911686,184838603,2.24971099999999
"13","QmazZDKtxPnwAHEq6GqArm5ALN6FKSrMTfb5H1Wbr1PmcY",365,365,182131718,185078445,-2.21016300000002
"14","Qmb3soVbguRG1Lh91XQWraUyCqSBsZQfNcYXG9bT7FPvTn",467,467,219642782,248647379,-1.29016100000001
"15","Qmb5VeN8yeAXxy5uxn4BDNZBnwnZzdxM5HiPhHcgrPr4nK",372,372,162139391,209700339,0.160270000000025
"16","Qmbh6rLhmPVifCBjMq3KmzjbGmCySQeefhrGicq2FT4xiB",426,426,174402855,252335240,-0.738094999999987
"17","QmbKd5p8bqRkdmgHTndG7xUi1N5PyK9ThY9DA754VnHWqM",398,398,186833542,210691594,0.474864000000025
"18","QmbkgvPswz1XVQgFgFAysHUCyjnpAndK4JGXBCuh8hJ15t",334,334,140322677,193569654,0.107668999999987
"19","QmbMPUff3xAPxgygvc9p3FxpLHrxiEexz8gaPtPvrNKUDF",436,436,226084152,209442882,0.472965999999985
"20","QmbmQgr9AnnLxm3mHXk777PtKJdaQjopUJ7WD11ht4F1aN",323,323,154303365,168028244,0.668390999999986
"21","Qmbs4jbWdWktkAZBNpz383RrQvxBN3HhLhAPtZn5oWnJnS",454,454,200668162,252684995,0.64684299999999
"22","Qmc8TMdCYqqDxyPi1EzctY2qqkejM4K8ZAjnW4f3t3AKJz",495,495,220429346,276586031,-2.015377
"23","Qmc9CuWYS4NqK7FqPCRahPoPDM1tr7r5ZXcxonvxr774KA",415,415,197120512,217508343,0.371145000000013
"24","QmcAyLLxmCwcH4ZeFWLNNkh9o2UFJFHLeLHtDNJTzv24mo",494,494,214528635,278752385,0.718979999999988
"25","QmcCUic6QaKAUT92gWqrmeMfj4Trw1n8ZLPmaNxGacmPWa",469,469,234093990,234512013,0.393997000000013
"26","QmcdFT56TrSZ6YkCu3zgDSKNejESGmTaSUmMWHNLKgNCs2",330,330,146722145,185210068,-1.93221299999999
"27","QmcdKnxRNc172QtZJBiemNP1WwVCBkDR19RGCTk1AzfHhb",459,459,240119280,218820950,0.0597700000000145
"28","QmcfrjG14yeJ1AqYmJuYmMvhB3YPKvtHfjiqqPa7SE7CY9",428,428,217613008,210116390,0.270601999999997
"29","QmcHz51YdcNWNpmovyN2hJEwyLEXhsUPUrw42tGXkWNKzq",403,403,209039306,194393274,-0.432579999999973
"30","QmcL48HQuSyDHmrT4GmM2bjqJosKYjSvGB3aKLDXHvKChs",370,370,203030308,168307009,-1.33731699999998
"31","QmcLR3GyEHDUbwxR3pSnTjJbMapH2vaXX5chJipQcgqDbG",390,390,179722220,211009078,-0.731297999999981
"32","QmcmCSdyqUnrpp3fdcEpYdQMZEFDv7xiWTvAt7rf97RqZ2",455,455,202822645,252726306,-0.548950999999988
"33","QmcMDfM6XyYoyUuKQjgP7SqFoJC7Ci1VemnSgogUEjJjo9",323,323,173341212,150766059,-1.10727100000003
