CID,time,time_retrieve,time_compute,time_add_IPFS
QmTdhY3AEgVLbexBg6fqVrkqjk1VyYpK699SuzbA8z3j4P,1695583673046,689560782,81270,0
QmUBaXDWMEEiEGEFouhMuGf69d8W4Gycd1rtXcWtzabqRn,1695583673394,106258161,72852,0
QmZnRWm5CevV8mHznJCpdM29WEVEdPobroSdsEb8qVPF3m,1695583674504,80766273,47338,0
QmVBWVvycbPhfcULnFiLFGaDe7HoSi5s7eeUzRNZK55Nky,1695583675646,95973827,51156,0
QmWHgFTH2mK8xrpEAHQoQKtcgCzDs5SpmbUE31H57v4HQt,1695583676739,69506243,56045,0
QmWMtA2Xw5Jx172duzpH5KHtmrgR81Y9K7ifJJxnQdYoMH,1695583677906,77902558,60421,0
QmZ5vA5ua4SF4ScN3RoE4uLp9kqBx6zMiSuxr1tpSKDJAM,1695583679057,110267494,49090,0
QmTnbHedkcWwdHEdwx457JRKAtgxMJR24vnDMBj5rA6Eco,1695583680169,87120595,77394,0
QmYskiPNamYoUWyrr8WykiGjHdapGoyuhpPAwCwYfxmfpH,1695583681284,75750364,52691,0
QmcWmLTRkDGDvdTeWQhGnz2F3Q6xXJV6tVgvDEduBksc6k,1695583682435,83024458,61141,0
QmX1KBeTrHW8QNHcpoyaNLzQBJUw5PewyfA3A36vYbhkrg,1695583683610,103242404,57197,0
QmQWERBqr3erDWibHH7X5Db29pgx7cAS9ExQFbEToVWjSj,1695583684712,81187412,52417,0
QmY3Spb7W41Zj4PswoDpZjStEbEQEYD4YN8xhXzJddYMbY,1695583685829,80481716,58442,0
QmbrWMgBsw66mkaMWTfP3CHVaV7Wth5TR4fgrFYuzepQZV,1695583686972,87135447,57376,0
QmQrjJJvsMB2khxb2vdd6PKcgXqP8as5RrNY4n5wbB2Lpy,1695583688123,87364667,65031,0
QmUNpd77DBbaeQZxkquA3aDA2CbQg2zaBYhYFwBVhRkH1P,1695583689290,111425956,63375,0
QmcHTvadnJUVkfgfpjaVvvsCpKqnspCZxzhBjq25tJ9s1i,1695583690399,76626327,69342,0
QmXcxpxsLdoDC17uM8Gr4tTZeDe94mDZTwDoTANdfNEuY5,1695583691533,75625869,59803,0
QmRmEaPg96gwDwjUHjUGYKN8n8vFEzWPMVkvRnBmeQJSCd,1695583692102,88468533,50469,0
QmPe9bisZDZa4fw3izSDCktnKw7PWHud6mNEn4gmr3EerD,1695583692363,112709356,69444,0
QmZJGaUFdmL3veijQwBn3P6TpSdiFVMKZAayPuGPELCgps,1695583692512,73400174,50703,0
QmTxvjqAYvnJra7bogAoBAYV2auVFkKUMcNBGjVK4B1WmM,1695583692763,75984831,74505,0
QmaCwJtb7S3w2zghNGTzmc1An7SaCp6GxFqQnikDZLjs2P,1695583693105,88683200,52041,0
QmSpqh2156mehHybiriM33NCx4tjpg6vZS2k4sXQL8s5Vf,1695583693343,89882963,59517,0
QmfQfmFrkPvXNYQP21FySycqgW3Q8LAZ1VpE9Tcg5qWF3X,1695583693415,71241286,58014,0
QmPdBMdqmVVyweMz1mjCgaBVFjJidEZkY71jmXusnuyvDX,1695583693499,67214418,57448,0
Qmd2twFfJtX88JY4cvvURWJN2aN6JQEa7DN29Kfq2KmRTj,1695583693575,75632444,58837,0
QmV8e2gT8hywDNG7FHtL3FPEsfKbKfXt3uTbjVX2DEjMKM,1695583693809,72741278,53863,0
QmVbfFLspPQkakJrbRXYXiBEC657MN1eXsYVMoKzVxiMVs,1695583693935,93186524,66238,0
QmaYL55oTKKCyp4CNSDeQME1ueH5Sn66YhQnBwkXJdosRy,1695583694111,92094705,53847,0
QmS6kHSNfiRm2HEBA4rzkJmUiygFSPnSo8TkAaeKRG88hN,1695583694355,99775834,54137,0
QmeVBvfYx9KF8XwPmjym2tYa74UY3rUN4Uhhmbb2YPL1Mg,1695583694505,81673301,63384,0
QmcQkiWyCnBMsQDa5jqDLi52iwsWKHJuTB8Ca4JmDesafS,1695583694505,67365823,65784,0
QmZEPzsjA5MqjxLAdhYoDeha6RyofmnobFTnt5GskmPAVs,1695583694640,67240556,65944,0
QmaehrZZ6tttZd3Xk7XpvL8pyAoZtJzUQ5wWcQW5h8f1eE,1695583694640,67432959,90176,0
QmXFuRyWgpLuxBwYW9WB1nysP5Zmu1EJWAkmKjgRhN1aK9,1695583694816,77190222,54312,0
QmUwwmq9Lx7eCqgErXSEwFTYzfm8t9Y6UgsvZdcJwmJEVD,1695583694942,125551396,55165,0
QmSoAgoRyCeRzBs4LbYfshr2q5FQ1KaK8ZAXZinMcriCBb,1695583695093,74212897,53389,0
QmatLSgrw6WK6LRLgUZKpwPcpnJue1rdzdyCnHR9aLVHWi,1695583695152,58591853,63732,0
QmaFvTSQ6cP6K3hfs2nqq7fkCu6bcWTbKVL41jh9CSG9yL,1695583695437,77615256,79557,0
QmRX28wxEfTBt2GgSJ9ax1n61S2i6qqrcCme4s2qMk8BfF,1695583695437,100768503,54084,0
Qmd9xC6GMFbW4MmcYSVVbEjYpJYhjz9Zyn9ahNzbY69ZUk,1695583695665,67121597,63898,0
Qmei87ooKJtxfjEmxDp42SKDzmk3XCk5tBV5oeswLBbpyX,1695583695665,84183873,61611,0
QmZ9h57nJ3JEBNfLrN9ZSYH7PehNNPPazsEADRVwY8e8xW,1695583695665,75499009,61144,0
QmR379DgSvjK6GvWtgia3keYXtvWdeq7ZbFLaYX53BEbe3,1695583695732,67109168,76244,0
Qmc2sFr6zUyyF3Dyn9bvGRrAZaXduXq58TVYDdDbm7jPz8,1695583695825,82783402,67993,0
QmT6ucCr4G91s8CGuFJoi6GvxB7i5WFPLMd35V9imue5Y8,1695583695934,108834058,76390,0
QmePKxzc88gCK9tZVD8d1dWTnhJXRTMr99xMJjRDeb2Yaj,1695583696126,99396694,61851,0
QmaKRHUxSffNn8ncJdSe5pxPrxJww5Hioe7e3QUh7N7CnQ,1695583696244,99519569,49868,0
QmaufiNs2ad7AoXtVdr9ccHod7vz7fgFkMyBPapxyCECUL,1695583696337,76069173,52644,0
QmRo81hMRG9n8LEKwmh3zep81zksoGEMjhD2Sz33sPVRPA,1695583696598,117121004,66504,0
QmbyU116btWUDewcfT3qw1GbwhX2ZrSQcjewArxqVxcoKy,1695583696598,67397386,63339,0
QmfU2V7DD2UhFmPMeq2E7aNoDPkF41MCUQzAb4UsYjwdEu,1695583696598,75608324,55636,0
QmTTTPeDDxxR8HGbovUWGTeyNYa9UoQNL68DFp1gLTbnXf,1695583696741,75505166,66752,0
QmSAVvCkF6K5VeaFDEj4zqnBTjYcUxYFuX4G6tWgtNHKgE,1695583696741,67411174,57715,0
QmUs2DS88wEAMuz4e6xdKvKcrwxGX7P6wLi7tNiX4XESQL,1695583696809,64172084,50051,0
QmaRJaigKiZFRHPHRibFe17Yuj2gapT7zyvqP2rJhxDC7Z,1695583696884,75311244,62589,0
QmaaveuacWnJASDyDjSaDrfTFMRPzMz5uPBfJ5G1zWAChk,1695583697127,96482964,58107,0
QmV3VWEWW9DZcauNSSbh9s7U46ZDxkPeb1HooYJ6gRkdMt,1695583697336,73585690,75542,0
QmP5HC3ZqcvcSa1Chro4M9cDCFm8e86XH7HyWjSCC1jci2,1695583697673,104586173,57219,0
QmPcDuNegkxw5VT8n7Sqvky34zM59c1VHLSHvuwLSG81tK,1695583697673,80750879,49314,0
QmcUH7DdH793zmySidfr989B2Limffb5ZHv9EmDKDLeLRG,1695583697673,75781745,59024,0
Qmef68UFqoygG5AEWxwT4CbDB1ce5wjVndkE6epuYYYRmu,1695583697673,75501799,54855,0
QmSYoafCA1dXwkHWLH1PLTdez3s8d5SCaWHZ34GrW2Tshn,1695583697816,75421235,69386,0
QmNSN8L3GVJLMKrPoK58ZQvKH1hpazXwmfMvgCRQdYv7zb,1695583697816,67475480,58152,0
QmehvHuoJWX1BhD1CZHgeLdBrTgtWt7Wn3BP6bYa98Mm9r,1695583697993,75462484,54189,0
QmeuAXxSyFV1wFPeR56SUdpAQ69nunX2caAxhgGiZjYSRJ,1695583697993,100678897,65470,0
QmcaatggoHDqWb3BgYMwwYjTFBuwFxPVfb8UY9eJUGzavS,1695583698111,77078609,56530,0
QmZU5pPj8aZXdAsBeoUDLr6sRxe48oW72acKCNtiyuRTDc,1695583698336,69361476,58205,0
QmefNgk8MUwn9T3rHLV9RT1wRaWsjJg3fTe94GL3wzBfuU,1695583698598,75228976,56327,0
QmSnA5rwUwvQugBbzvJyGc9TNzXsY22xmY1xnQTHZGURmd,1695583698598,101387655,53845,0
Qmee34d7uxE9jxnVPYBB8RiCeRdMcDwcCshimJfp1GCdAp,1695583698598,84317221,55735,0
QmXfmNWyi2iV6YG52S6oCdHbckA83SbmgCxD9fGt6WdvVE,1695583698825,75451414,63590,0
Qme86aZphHe39SDXyMsnFC17TH9ac8LTviptv7WwQvQoKz,1695583698825,75688383,55600,0
QmURv3tENEBU9h2bRLKBDSviE1QLrT7KSsMQZuAQCPg8Mi,1695583698825,75662185,55792,0
Qmb2WpDWosdidvqnnkrozjCocEkA8umJAGa1yCBJvzUQNP,1695583698993,67120054,54068,0
QmdqcVKdEzW8Yp7CFS4dmCmijdyEkYJ5PtFiJYsX4YknMq,1695583698993,100689432,56719,0
QmPhvtpGoHozLU9hedN7W3xRix2JcJWYD3yJznnVVVjFoL,1695583699111,73483243,56849,0
QmcLCHBWn3RXEkNUaLnLp4DswFU6ZUeFMXfPK9v8J9odXf,1695583699345,74867394,55113,0
QmW9JPkH7zhgiREdtvppXNDpP6DS4uENLBfcRhVSLEeFzL,1695583699606,58854377,66706,0
Qmc2t9K9GGMvgLArMgLNN89qtuAisnHfH2aV28Hy5XpuY2,1695583699606,109741659,56669,0
QmSux4jvk92qFKxohviqJerLun4wuxp7ffNjjpBKMF6f4t,1695583699606,92481489,59160,0
QmQyMxpt11WQRfVcvwxgu1EkGrMMrRzHZZtYufSppGuZco,1695583699750,75534617,59654,0
QmW9tjK8U2HnXLoAkMLUmpBUus69STfhnvgB4p3zZEBDwH,1695583699750,67312150,60584,0
QmcevuXAoffBX2m1eskoESUrKsBYaRm9EWzB1UeUNmEMpN,1695583699826,71799439,63063,0
QmT8kuQPZVFy1Vrr31D3vrtyLy8dE1CJBWwhu6PQ4Tqzqv,1695583700019,75581896,69298,0
QmcMw4vFF7WtwYqjxHFMmggpo32bEKDLFYH3FXaprF6EGn,1695583700019,117460768,61768,0
QmTrmK1M5VoyRJLLvr9rnLT3ZEVrn632tCgFHkoB5E8gvt,1695583700103,62929987,83458,0
QmQDsrWDJhfeLNuftkEHigVLBQqp1Bf9TPAiBYjPdWFBZd,1695583700345,71004110,64120,0
Qmbe2oms3dTC5uvZpuGESPXgu9ghDcZXxDnGFGjT6mjb7b,1695583700615,66806176,66402,0
QmNrDdLbHTiJ2FURecxcKdjnm9fNHuivZjybGgnL8i32Bp,1695583700615,125894371,64838,0
QmV7qgxArFqDk8ChTqSWcjVKXj49nDnQ8Pw4y1AsXEgc28,1695583700615,76501008,54965,0
QmZGHYg8cVxqpSV5k2mRdrrBiTyt1jSivtzSTk5299Nokp,1695583700758,75500015,54887,0
QmTCdCXBmGgJTsJYaZBRwpDbVVQY2iHiiXMRAcQfnGNksE,1695583700758,67357365,54445,0
QmeXaoHKvSnWZWESUyorecyQ4TPCp9ZXDmJLUa4QB5SVPp,1695583700843,83897707,49066,0
QmXTiW9xpz2msrTd3BA8iYXzokuWKnUsB36kQssqEseYuc,1695583700935,92242689,67347,0
