"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma8nEdwt2hH8yhMdfLvCC8pvm3ybtS6otCEHaxBuB4DcF",449,449,211341000,238327816,-0.668815999999993
"2","Qmb571S1jTe9FhA1jeMZA9hJyvmUaRXKrzdguMKkH6AzwS",445,445,184779159,260777383,-0.556541999999979
"3","QmbJpbMUeqmV64xJQee3nXdsT5zF2x3tVsohFGqPFT2nDn",1214,1214,816220375,398733648,-0.954023000000007
"4","QmegPMpEBYKwgDoSTRhi5APbRpKQxTgJEwTQHv9b172TCY",431,431,199366613,231266519,0.366868000000011
"5","QmPQBzT9bEGeWHhLqmQBn3WLPPohaFt4Y7zDY1dYghRe5d",440,440,195998037,243896851,0.10511200000002
"6","QmRJn7YpztUumU521rSFPa1rJeJppQ8ECmkZQdx5AEcEPf",497,497,229587340,266685015,0.727644999999995
"7","QmUEcNjhmjxmo6giwGmR8WvBAd9Bogg3T6K8sPNiFxSDQm",425,425,194960359,230717371,-0.677729999999997
"8","QmUiYufYKCpWzzT84iQcJRxh32sqsMGWbH8QgWYPcZtaze",448,448,188230699,260827819,-1.05851799999999
"9","QmW8YgevRq9myhuUnuqufJZro6BGMACU2oFYbGZDRrfHfq",440,440,213707826,226997706,-0.705532000000005
"10","QmXtN9GCktTnyxzxSDrjTE8iKX6MwX7MkYL2cnrhSeurTe",464,464,271070494,194566952,-1.63744600000001
"1","QmbuiXWZJG6DfGrKugnGCMgwn88b569AwdAh8xPkQ12WQz",453,453,216417084,235548801,1.03411499999999
"2","QmbwPV8Hs2idTtjraAnavfKNiUT1dXDriGUpbe9k1tDhFc",422,422,177379091,244221818,0.399090999999999
"3","Qmbzrge8kLeEaimZXjV86bqyHmSV2DUzCGWqsLBLJndSUQ",420,420,177160358,243709325,-0.869683000000009
"4","QmRw84gnyBbmuodPBLTttok4gvuiCPmx1VjwasVeSb9yYR",452,452,176119446,277364017,-1.48346299999997
"5","QmSr9qxzJRG4ae5kjbzVxcaw8CuAhR6fuGppVMt4kpP6K1",455,455,211680762,243685980,-0.366741999999988
"6","QmTWWJD7pTbuXVgrHBpdrTWiorDvJ1989VW2dYumioAhPX",454,454,211180861,243814807,-0.995668000000023
"7","QmW9zQmfVKnXS3QrV7b83Lb6WxpKkosoFy238YKcrFf5A2",489,489,255477239,234853684,-1.33092299999998
"8","QmWFeXfN51NBc3Q3Fo8aUKpMaimcFk2QDe5pQx2dUBABkX",448,448,196307654,252366735,-0.674389000000019
"9","QmXja5EJj7Qa2TRWRzRgVTsyZmBUByDbz1ycuSXam3g734",2112,2112,1714936150,396514136,0.549714000000222
"10","QmXXbCJTpUVSTKP5DtKzRXJA6tUy68dM8tBKX8XcdRCeWd",891,891,175345104,268967808,446.687088
"1","QmbjwcTTTunWi215yNFWzVsQVJfjHmUE38zpb1ufDXbWx5",451,451,224067381,227203767,-0.271147999999982
"2","QmcNdSvQKytwg13XD2qAaZ7wj9dBoeUcJDeWTtHCArqASX",420,420,217923434,202067122,0.00944399999997358
"3","QmdzbXsCmbi9DAzkxhgfxPaqGFYQXZmu8ZZvbUuBL7XYM2",392,392,197901267,193696976,0.401756999999975
"4","Qmf5j39sC3qLzkpngaZ8zhb8kgb6JtkP7rvkR7yEtpbPY7",377,377,175063491,202020115,-0.0836059999999748
"5","QmfSZSvpajc5UczixtVtSSRhVFCX9sC3yTvVshDpNNpgAo",386,386,175825312,210760957,-0.586269000000016
"6","QmPLrFS1ybz34vQrN2qXPys3iY1E737ngoKwWJyMmD89yf",390,390,172708561,218111264,-0.81982499999998
"7","QmPSqkNT3GhKhHqkamydjAPHCkgX5j4D5ctKQ2wJAp4ZPr",377,377,175152833,202412584,-0.565417000000025
"8","QmSrdy5ELciAudo4rohMqzjcEAKLqAGY33mG6PgDJhHfyE",459,459,214381545,244119454,0.499001000000021
"9","QmUZV3nneSpeEpZbniuED4oQFff9Aw1Xyd2oRVkoaezi5C",358,358,189422397,167908708,0.66889500000002
"10","QmV1AjJxwgp2kmNswaxAeDw9pmbAZpcSxdMjSKaxrtRbnq",1147,1147,735644965,410649569,0.705465999999888
