"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma2v1DF2mLmwrhVzibcUFwAbcE78MDKLMwcTwDYb14AgH",404,319.333333333333,109376949.555556,210216765,-0.260381222222223
"2","Qma2W9rfGQXdrRoUADQTaU74wVEsi8HuMKeeiDzHLQ6n46",318,229.444444444444,102787879.555556,126245111,0.411453888888887
"3","Qma8nSwgc7EXRYhiN9qCLW8Kp2y4zxS8Yvw72U9uZ5esmA",388,283.888888888889,121254501.333333,159490272,3.14411555555555
"4","QmaDWrvq3FskcGyjVBCQyyW4Q3mCEBG72JmWs1MbPzfo4b",382,277.444444444444,109696746.222222,168265758,-0.518059777777773
"5","Qmak36i6o78U3LxirowuTRg84X2iy5C4SUGWU6kERWPKMC",414,284.333333333333,115497583.333333,168231923,0.603827000000005
"6","QmaL5VL3BaGR3yNruYFop5Thz7oKXcpqZwMBwm8JEcwEwc",375,248.777777777778,106535043.444444,142777027,-0.534292666666662
"7","Qmao4R8u1KHasU37LeKVQvFGZWANTUUpuHVSTM1M18bxwB",429,319.777777777778,116153334,201566376,2.05806777777778
"8","QmaprwomHsnncWZgELMY4s8LEmJsx4RFYq4Nhm5udEuYmc",412,293.111111111111,122381334.555556,169018039,1.71173755555556
"9","QmaR1pRMYoVFcHCRjHnFG7oizwTFWBw54E74xsWc85nnYv",401,300.666666666667,112992134.444444,185184001,2.49053122222222
"10","QmaXMdo4Kmfh2d2a85J9QKbTPscaGGXvmbRxa9LhSXtEuH",434,337.111111111111,116159688.888889,219189854,1.76156822222222
"11","QmaZNJntaM2Y2iM8pfcwDWW5tF82pN55k9QPUZ7VxKd8DQ",463,367.666666666667,115177283.666667,251972968,0.516415000000001
"12","QmaztNiinMgBdMHm3YtfGZhGvCzQz36QJfytBfXbprt1Xy",391,272.111111111111,120785189.333333,151169756,0.156165777777769
"13","Qmb5MxzGwgM7akuGuqMN8syUXecztvBKiHv1PdEHaoUSJY",390,288.222222222222,111355295.444444,176889951,-0.0230242222222298
"14","Qmb7DKzv4Ton3XzPP3pUn8Lkc1AgYhYXnoZCdqLvoEuX2Y",411,319.333333333333,113926070.777778,202246340,3.16092255555555
"15","Qmb9ehfLXaUajNZMWbHtkrSuR34SMD9Hdut3TyaEP3prG3",467,346.666666666667,119815176.444444,227044462,-0.192971777777773
"16","Qmb9Uym5tAqK64CpgC4QuC1WryKw5nyvT3kCaZehZtTQjm",448,350.666666666667,129384586,218656752,2.62532866666665
"17","QmbbcUWy5RbX5Dvx5oGYmFUtLwCM6g1tg6KwWmfZw9DX2C",449,365.444444444444,105033028.666667,260706557,-0.295141222222223
"18","QmbduD4CcfMiTFJyuoy9MQ3bha8Dm81z8RCi51HTTnVyVy",444,357.666666666667,121028064.777778,235761181,0.877420888888891
"19","QmbFpuLT1Nf5G75a5Kt8C5BRbpirMEfq8zCGgh2MsGoDPF",388,283.333333333333,114480827.333333,168163726,0.688779999999999
"20","QmbgBWsWupuDaGx5J9gk2PrkJG4mGJZ6ETe5RxUHNgJcmj",436,334.111111111111,120029559.111111,211305990,2.775562
"21","QmbmkH4HmZzUVG9ZLLBZUFCqT1tTag3Hgq4dphGTPBM2tq",417,318.111111111111,99310647.5555556,218446953,0.353510555555548
"22","QmbNrFjUVxV9kQQFxBWHNCLhmmLwxkNSqi86ae8JTDhkZy",417,320.888888888889,115404226.666667,202236042,3.24862022222223
"23","QmbnRMw7dihjRzoNfFGt3PmLagjzRsiZG57yiCwMne2yhU",372,282.222222222222,122141610.111111,159371680,0.708932111111112
"24","QmbQ7UgW7fmuJ78Q84XauQ71VKUuEnHgQ2XMMMx7ggPjFS",526,402.222222222222,131446329.666667,268586930,2.18896255555555
"25","QmbQKdVgNh3riuGqSJCjTYRgjVMQbfPVxeSotPjbhjjMu5",409,328.666666666667,108118919.555556,219791422,0.756325111111115
"26","QmbYc2Sws2aab8prx2Hwe32eXmbpRrbDKmD6hg1p43Ency",430,326.222222222222,114002390.111111,211178773,1.04105911111111
"27","QmbzyhhyTNhEbRDFaH4nZuM5CBUifRwMU9He1cMfCW1xUE",427,325.555555555556,123820489.222222,201910275,-0.175208666666669
"28","QmcAyMWUeeNb8R8pe33Mv4hjPiVH5x6N78Baxa98Js8cDM",378,244.888888888889,109461573,135679809,-0.252493111111114
"29","QmcG4tzQS4G1WHVy2Ns3CqB8c6Ptpkk6us8bP7hdypNJ3V",412,322.333333333333,111864399.555556,210846168,-0.377234222222225
"30","QmcJJ8vhwdzZLXSYq539z21wtJ99jjvfM4z1VVQbTAnBRQ",414,315.222222222222,120343213.777778,194384457,0.494551444444445
"31","QmcKAs52stw154aSUVaNjtwJuYc959jWFqrLmCHFEGxPAM",446,346.666666666667,112516576.888889,234531478,-0.381388222222218
"32","QmcNfPVhVpBrpse21Tr4TiW9i4rRRXqTSg4jSGWfvd3ATD",434,339.111111111111,126868071.111111,210112604,2.130436
"33","Qmcqknas4vfB2RMewhwbh3VJYRmpCcycPdP5Qh3eNBkned",405,292.666666666667,112449163.777778,177073198,3.14430488888889
"34","QmcvWUAyKfQnojm51rKaR1NPSxZQYDm7tWd8pBwyn8akJD",441,349.444444444444,121226219.666667,228605797,-0.387572222222224
"35","QmczwiKBL67PiH6VfKBukXjzUgFpJQ3r1z4vwPGM9sxGp3",408,310.666666666667,108629828.222222,201750914,0.285924444444444
"36","Qmd8ewhDAG7i7L2MXQiHgqWAsvCtDDWAJnMjAPENa9VTAz",351,267.555555555556,99267785.2222222,168245856,0.0419143333333238
