"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma5HVwUsJo39KZTrsMuVV93rMimJFmWENF1SCWZ7tLBfH",510,377.444444444444,123996206.666667,251741431,1.70680677777778
"2","QmaBvfGjke4Y8dHFAdg57LCF4kzEYZN4qrLhYQh7vtAdNp",376,284.555555555556,112914859.444444,169122774,2.51792211111111
"3","QmaQVb6c8E9GD2STBJfW8A6M9YoPiiEnDsvjyXQu3dpD1R",345,261.333333333333,109211878.666667,151663113,0.458341666666671
"4","QmauqMWeT9TaTSz6xR2USUJ2TKtAeRXDwVXGAx2onghLGW",414,300.555555555556,128904475.333333,168790908,2.86017222222222
"5","QmauvpNsPwBgjWjgXkDLxko79vzDTXD2fns9GxXdcrecHK",1119,739.666666666667,405500626.555556,332484026,1.68201411111113
"6","QmaWbhSFAiAfTDfBKN6J1iU385FW5teTi4CVxDHLoMJALk",374,284.777777777778,98619426,185698308,0.460043777777783
"7","QmbA3x1rwSky3cd5qvPsi7sSEDT8ppJDEwpRw3ZCcMFuHw",405,309.888888888889,121770119.333333,186252370,1.86639955555556
"8","QmbiiQwZDmQ9pfmHw5qr5NUTNsBr3yKytVArVJtfcEnAcJ",435,341.333333333333,120895404.555556,218586852,1.85107677777779
"9","Qmbj7XuPt624VydBdqiWdiiQW8oRoXdExTUAVZq2xfc78t",420,304.666666666667,132828599.333333,168288193,3.54987433333333
"10","QmbqpLJCDqdzN9Y9AZVQC1bEdhahWt53JhRe8sHv6JUvCG",472,335.777777777778,132849033,202316301,0.612443777777773
"11","QmbtrWcUSKvGrkoqhMZzUJDvta2RxyAZnUuSR4dgKe6C1E",441,320.888888888889,123190726.111111,194548627,3.14953577777778
"12","QmbyZ2DUALrdFgbCQTYiW8d4NT1au72RKhkGmbPbtNxovK",440,328.555555555556,122754544.444444,202764661,3.03635011111111
"13","QmbzofbD3BQg4XihbYVaGZgx2tGk9tb3tob1LPn8ML3d5U",390,294.111111111111,123012961.666667,168753481,2.34466844444444
"14","Qmc17Cn41MHZn9m1Pc8oJLpsaeYGoxwqCYaanPb47ihqjz",464,348.333333333333,119123144.555556,227040760,2.16942877777777
"15","Qmc9X6ZS8bE1iKzd4MLafRDuqq7fMYJkVpnbpuwcw2cZCc",437,344.444444444444,115976518.444444,227235629,1.232297
"16","QmcDLvqBRsiP41ft6FVM4f48MrEpeRayF3NzWCEkZxH8V4",416,300.666666666667,120663591,177494863,2.50821266666667
"17","QmcRN1yJkN337Q9HtrmTAC37qTugFDiM8d3Zin5PqQ9XSb",439,302.777777777778,130797459.333333,169473189,2.50712944444444
"18","QmcS9Dfh1pPiz6Kzq6GVuXgKvcF8CK2AKyd6PMQJVJ3LZm",439,324.444444444444,122717466.777778,201621461,0.105516666666663
"19","QmcVCvrnBtXb2U6rFER5797dmg9GCNLBscW9ftBnAm2RWW",535,430.222222222222,117637371.666667,310164445,2.42040555555553
"20","Qmd2KPM7tqa3uZVDvF2uRgXbEov45ML3gC7q3jezzht3fh",464,366.666666666667,116154292.333333,247739263,2.77311133333334
"21","Qmd3iL91sKZ2NkWVyKe33g3MtqBsq598HPQt5hPNbPGqTh",376,262,127575618.777778,134729628,-0.305246777777774
"22","Qmdf5LvPfDdzBiALaoRNyM17ApjwQZmGNqcZMh5RVTTxiL",420,329.333333333333,125840043.222222,201916755,1.57653511111111
"23","Qmdmf9kEZBPyqvHFu7gqwykVLivyNcn886PmQChYMAwNMv",399,279.888888888889,117877747,160203085,1.80805688888888
"24","QmdpmcmCPxYBtnVkJMGJ71znt6MWy7BF5BmamtkmqkaX7Z",466,357.777777777778,130084032,226442176,1.25156977777777
"25","Qmdr2XDchNc9sFhTx6adqqXhss9Xrf8tCDy3frn5gqQGHn",445,339,126661457.111111,210889679,1.4488638888889
"26","QmdzEFjKXujYPDE9mksWiKpieZyJufm5XGBy8yCSh5UpEW",416,321,118063141.666667,201785732,1.15112633333333
"27","QmdZYKAXutPbt11NKJKFBYKpmMhGSqNtc1HpwkPwwcDQba",427,326.555555555556,115380206.888889,210644577,0.530771666666665
"28","Qme6j8fm6MxyEspvhtxh1YpSRE2XGzFGRmq4srhKzHAGdY",442,345.666666666667,117610590.555556,227165556,0.890520111111108
"29","QmeCav299cBK985WRkzA8SY15gcZCgXP7UP8nuqCMK95DL",411,297.888888888889,119896615.777778,177618748,0.373525111111112
"30","QmefGAg6PQBZhFp6zSf24pEapybKFTpvNKpnf67GKBnR84",501,378.666666666667,122758035.111111,253250905,2.65772655555555
"31","QmeoEJe5omHXr9j9Koz3RciHRUZgMRrvmWBKGgQNdAutr5",398,289.777777777778,118780227,168673140,2.32441077777778
"32","QmeynWTWZ2qTRbzzMxMnqFuAQkKxATjyKHoR2PNinbxjiG",380,293.444444444444,122662589.222222,169007085,1.77477022222223
"33","QmfYoxmtm894dbAqUVbxbUBaseYHycMNqmqw6KfqRJXAMY",413,312.444444444444,116393025.333333,193582238,2.46918111111111
"34","QmNxfLt64dnmSqJwXm5DmzmubVPgydocsACokGUerAoCCB",437,329.888888888889,119078043.444444,208841672,1.96917344444444
"35","QmP3CaLF3eY4H8JaEMrqy5oSN8XZ3FgRcLWzh2MJPeBF15",395,301.333333333333,113801124.666667,185073531,2.45867766666667
"36","QmP7s5rY2fAf7xEcKXHZRmFQd3DCmysbrLkBDUPpFFJiib",427,322.777777777778,128708533.777778,193750151,0.319093000000003
"37","QmPNhFUZccsbHYPswkuaVmoAM1NNGtNnWfGobYx84rbStF",411,309.666666666667,98852184.4444444,210531335,0.28314722222222
"38","QmPT4xk1GRbbTrJfyjg1Frm6de11QoHsRnz5Hun1ee3KFV",417,325.555555555556,119360367.111111,202401581,3.79360744444444
"39","QmQ3q7rc1gcvYpAo6maHCL6CVQpJpaRQUGeGiS7WyNr8b5",418,305.333333333333,119242660.444444,185059738,1.03093488888889
"40","QmQ4JFiFKvtVxVB6TUtj7GESM2pTcuNFVKEdogvh3Kf5fS",393,296.222222222222,120010339.555556,173525399,2.68648366666666
"41","QmQ6Wjszkw1S9drqxc4Mx9VmGVXJnmKhdzctbukRJCrbyK",422,326,122565788.222222,202406612,1.02759977777778
"42","QmQ75YzVAPHULJwNYa29yZo47jv2noVjDWBd9v3roXxWMu",480,368,121236010.111111,244313857,2.45013288888889
"43","QmQ8KLnpvjPsuGHj5hBe2xTzaq3jsyDUkSP2Le2givX51n",509,419.111111111111,116384847.111111,302706053,0.0202109999999923
"44","QmQCSWX2PCavyZB6BFdwawutzpqXsZJkiqQd2Sx7yx3cat",386,284.555555555556,121864732.333333,160388097,2.30272622222223
"45","QmQdPxWRaxS2SbZtD8JB6udXEbWcjCegRWPTTHCLJvMpPd",380,275.333333333333,122727760,152419341,0.186232333333332
"46","QmQH8fAhpYtpuMcSoad761y4ovESLbnsTKjYsCyPZwWesu",413,303.333333333333,124928185.111111,177263651,1.14149722222221
"47","QmQNWqqwaMScVMdpKM296xxL3pcikvUqiewAmeutpeXDU1",434,333,120884643.444444,209471612,2.64374455555555
"48","QmQtYripu9jC6Z78K4SKJWcahgL9y6HVDfJS4PoRZhuFha",436,345.222222222222,117899186.888889,226791930,0.531105333333332
"49","QmQUeqbo6HfwU7KwrsFQ5UU6fTg3DoFCnh61awbfadF729",413,318.333333333333,114468620.777778,202851961,1.01275155555556
"50","QmQwpd3eqva7FnrPreoVEYkPPr9R2Eg17dQAHZhwByb4Cr",386,275.888888888889,122992460.444444,152305403,0.591025444444445
"51","QmR51ytArpdMotUou39KXXEd4cjEqK8uq3chCeFi36psEr",372,282,105385534.444444,175934486,0.679979555555557
"52","QmRaroDLbPjNXQtRpwtHBLjtTLsd3XEbwuYM53YbkNgEmX",419,288.555555555556,117201904.111111,168523425,2.83022644444444
"53","QmRe1qbVV71KPbwqS6yri4MCu4eK5imzRorwprLup1XZBE",396,283.333333333333,119472428.888889,160757929,3.10297544444445
"54","QmRFPxYdPULTfuXHU3nsGSWASaS6ThvvZMsmVrvSnvn866",304,234.888888888889,100290394.666667,134340802,0.257692222222223
"55","QmRmY2Ab2WW5ojdDYxgfQCrGAV1GaxMx4EaE39EztnxtwX",365,281.222222222222,109846448,168856305,2.51946922222223
"56","QmSGr7DfuzeMfLzsDqT9upxnomKhJRmgyLnBoAQrM2qwj1",432,331.555555555556,117910619,210887122,2.75781455555555
"57","QmSoSBGUErcEGDttqCg2UXFm3f9RFd96qQR5y2DMJA6nuG",375,285.888888888889,115838956.777778,168419786,1.6301461111111
"58","QmT46aUaM1ziUCKRiHr2nmmadRYAu2n1vvr4RFSikhdew3",417,304.555555555556,116489584.666667,185224828,2.84114288888889
"59","QmTGw3dEND65YGPJUKVk3i7fpCuEA91S3RPwEEKZrHA6Hh",529,285.888888888889,140602694,144117944,1.16825088888889
