"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","QmaWCsYK1ECu7tY7d9YhM5xy7X4wMiaCWm86btEeEH1ZNZ",413,310.555555555556,116826256.555556,193608335,0.120964000000002
"2","QmcHNkaMFM42VkjPh7B9x5LNmFvER4b8LKuEwHqNmqBirW",1147,801.888888888889,415142936.555556,387023325,-0.27737266666666
"3","Qme9h3TbpPNz5JnPytxUUjh4SqXNW2jHo6SweS1TonomBK",485,356.888888888889,137013496.555556,220185795,-0.310402666666669
"4","QmNrrPQzmX24ivTGSHsmMtE5gqX5A7QJPBYMYvwqPaKaih",440,336,118167815.444444,218122676,-0.29049144444443
"5","QmQLkx8uwPCtdLAoAvtK6KM3tZ9rKdUDwv47eScHcDmjcq",489,394,125869846.333333,268352482,-0.222328333333331
"6","QmVxyfMVsZi6RMY3G8GmSGdZaMVTPgcZmGUx7RXEVphMgm",441,336.888888888889,126360794.444444,210353315,0.174779444444444
"7","QmWus5aZjf5Um96LT4JGgEF7Zp5PVCKVxHV99wojHsNtmn",477,357.444444444444,127002976.222222,230758942,-0.31747377777777
"8","QmX81NazPb7qxQUrnEXrwHqTHZQEwbZRGKbZ4uGb9pNnfQ",466,368.222222222222,124497422,243205471,0.519329222222224
"9","QmXszqwcuHgWTT4hzfvYHm1DYZDH9jbvZ6vyJ686mhcS4V",474,382.333333333333,122401701.222222,260490912,-0.559279888888884
"10","QmYD86wdWtq3eYADhaqsFr9sZyC3HL2Jcsnro3guseUCpU",503,345.666666666667,121737314.777778,224201629,-0.272277111111113
"1","Qmapz7gdqYvx3E39md7RZh4baxADMkvjU5DiSc4BVYCwAa",394,304,107607189.666667,194108559,2.28425133333333
"2","Qmdvoqi1jGuxr1gdMKanFUDdKktefXCVk9zQBeJPgP8VXk",415,322.555555555556,105399431.777778,215161783,1.99434077777777
"3","QmPEaDYk2K4ELbhZinNBN8UGK4A11xpVeTDd9jeUbPrqjY",447,362.666666666667,118152836.444444,243083374,1.43045622222222
"4","QmQmZ9FUpAq5DX8DX1bajyjmBnWcDh2JHWzcC282kNjaSt",399,302.555555555556,116007491.888889,185096844,1.45121966666666
"5","QmRnaZ48kxXAXirCodEzvsrF3FW5WN8jQAg91zUKJvKr3e",1070,766.777777777778,384592265.444444,380406794,1.77871833333333
"6","QmRzQetep2f8wg3xGTWTLndtgZYot7ESmci4ZKAZ8dWtHX",402,308.222222222222,112191525.222222,193885828,2.144869
"7","QmU62kaabKKKBk2L2ftBNUeD2eGZyxqykhDxebqcrKprof",361,293.333333333333,105787541.888889,185138154,2.40763744444445
"8","QmU7uu7TagmsCDQg2rpbSSkdAb5MXZnBDqZg9twM67JcZ3",460,371.888888888889,116901253.222222,252782205,2.20543066666667
"9","QmWj962TELxsAx5LVJhphthSEfB5P2iBhNpmhc4hYUrJfW",453,352,115111368.888889,235419225,1.46940611111111
"10","QmWTWGjvrMeX22YxeLK5Dob581mFxu7MzgVWTNn4vf4h37",453,360.666666666667,115082490,243740928,1.84324866666666
"1","QmaMquAwRDd9iLMEJiyHetoofZfV8yUPtoLZE9zF2Mj4Az",443,363.333333333333,102951128.111111,260553426,-0.171220777777775
"2","QmbD477EKbvMLJfpyZBYtbAEWSZKe2BZszAdyTi8uLJuVA",486,367,123690781.333333,243889465,-0.580246333333321
"3","Qmcb9Np43sHgcUUpVQEeATFnYTTnUcUmY3wabbXxx2GgCP",453,371.666666666667,111081466.222222,260451717,0.133483444444449
"4","QmexpmzX56U1M6YBD6WWjZKWMKDisZ8g9G8V5R3TzXBKkY",405,317.888888888889,107967710.777778,209801178,0.120000111111106
"5","QmQuayQPT43DV9rw6dQGRWt8nFyCB9j42BmheL6efc1K12",1169,853.888888888889,390933149.444444,463152515,-0.196775555555544
"6","QmQvfx4TsagDtWs8TcrJsu7XubVEEm4SLzaRfzkfrpjmZB",462,322.888888888889,120946388.888889,202301268,-0.358768000000001
"7","QmToThqm5y4NJbghwm4Qdi224pFQXAP8R1t1AXSHWSN6g6",404,329.444444444444,118968637.222222,210232137,0.24367022222223
"8","QmUHmD1QH7nGYcM4LZhWPMyUBCNwsyZZhjQVEBFaiia6zg",466,375.333333333333,122609527.111111,252685001,0.0388052222222149
"9","QmVdGJRNWMMbPYFvSv7uqTk3taT7vWSgjsDqpaWB3LeC7M",421,320.888888888889,119032203.111111,202123896,-0.267210222222215
"10","QmZsXZc6ySdfqCm2xyeurYR8US8cPEXZBgsSGb9J6sSUuX",484,382.666666666667,122649728.777778,260486587,-0.469649111111109
