"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma7RAbWEQDRsdyXDnJFxeoSYvbuxvxxb58nQZwRox8Vjt",384,273.5,103196938.25,168102215,2.20084675
"2","Qma7ZnYi6FmiNHdEQfgwAt1hJG9rPwe51xfZaRCUZnpaLF",372,276,105042718.75,169028370,1.92891125
"3","QmanLRkfWBdDoLaWV6jXAG9dYkgNUtJwZqEZry2woxjYhn",398,316,104819944.5,210689713,0.490342500000004
"4","QmaQepp7AjNk9cnvqqNu3Cmd1eWP6EsrAW3JWjLuSU72yT",370,267.25,105385024.25,159668596,2.19637975
"5","QmaVgZcK4vGEYjUn4P8uhmABPdGK8xoCq63udZmQxaGYjw",415,311.5,107130792.5,202302526,2.06668149999999
"6","QmaXaJpbYEQdHjTVNyFTKJH5MZhLVKaMRERgMNeD8tBw5h",345,244.75,115184937,127347460,2.217603
"7","QmaYvpFH55vkA4UQbgBFeF9DiHg7HFZjnTDCRNKekid3iG",306,238.75,85119509.5,152467386,1.16310450000001
"8","QmazZK3LAqaaHrnZzxqRctMPPxEiqdC1DKt4PqYJjt7hvr",447,339.75,111705083.75,226928851,1.11606525
"9","QmbfmeHkuiB8oNhyhP8boTdwUa4UA5Amk67bbNQs8DsJ2U",380,287.75,109868307,175555614,2.32607900000001
"10","QmbtDJefFpYCzq9kYuQYrD2snQcwdwkhH5BTc46sGB6nYe",372,291,94673410,194368125,1.958465
"11","Qmbti92Qf3sfpk4xLGzuf5W334TjXFfrdZav7GvttSRVbE",372,286.5,101827447.25,182227647,2.44490575
"12","QmcceQZeQjjDiC6cNAQyVQPCS6AtFf7DrGUfw3QMZc1AUm",382,269.75,106635122,160350049,2.764829
"13","QmciGHinsQf61B28v8pNEFutxiyZy7JCbUShFm4enHhYBx",383,293.25,97540561.5,193381818,2.32762050000001
"14","QmcnkKsgYY9qVpG2DUa3rh2HnFN9gzEfkwnCzgQqiNVSg9",400,287.25,115383310.75,169451214,2.41547524999999
"15","Qmd5mw6SEh3UtfXABAQY3JPzXy7zsNYFCfsC5RtDPhCye9",364,277.5,105196751.75,168519560,3.78368825
"16","Qmd8gDjTftkVbTkmaqpvqHd6pN67h8GF7BAZxH1AtAGKh6",353,279,108236524.25,168248165,2.51531075
"17","QmdrBziAGXAcJFbr94qW5328Gc13utpEcKwBNUPdZcgEtc",390,299,102867212.5,193026168,3.1066195
"18","QmduHiJcsCXTBUXBBbCWe1jARTLLMsb3p1iJ4LQa2vjkYp",388,316.5,121019974.25,193428910,2.05111574999999
"19","QmdYeGvRUCqg4WoyQyCJRBtHa6AKJuakS1px2BmNUqFK7x",379,274.5,103189901.25,169096185,2.21391375
"20","Qmdzzv3LPhNmsMfQuaPW6yF4Du7Jx1qnZQ5GYvWunzvvrc",346,269.5,87440554.5,180683595,1.3758505
"21","Qmee3FEXfejUiyix8FRzgB8Rkvy2drbjJp93W7Bq2riSjW",409,313.5,127063990.25,185103863,1.33214675
"22","QmenHqjj3BfwBwJy38T1BKY6fnxZ8ZUq6JiKZsL6pwo21g",382,304.5,102767446.75,198983212,2.74934125
"23","QmeuyubHyWMbxqb2vcnZrph2m26t47fq48WEbxa64QRk3y",384,278.75,107675616.25,168710431,2.36395275
"24","QmevoCc8jHH4JTiafUkvFhGAMK6obas2GTUxW5hfSsjvef",333,274.75,88483427,184855111,1.41146199999999
"25","QmeVwqnsgjpbyt5Q3zX53awpZsP3HL1rkpJVaYwzN2BccA",461,345,108513452.25,234673566,1.81298175000001
"26","Qmf6WxhwtPwcZkwq9eNU92tgNq5gphPfcJW41WHyXJ8uAP",297,221.25,84784357.25,134631866,1.83377675000001
"27","Qmf7JjukjPSYsqjQ2fFqUN3RNztX9sFbrMCjDkskG5hbvY",353,276.25,103784860.5,169127227,3.33791250000001
"28","QmfBcj1v3kUsoXkBaJvmvQGwUyzxeYADQHxJWE2xo7aMbY",382,280,110329028,168037094,1.63387800000001
"29","QmfEZcn6R2HKE6dk3JWzor5unburFRZTV85d3hrkNu4wUt",462,392.25,104152511.25,286327971,1.76951775000002
"30","QmfUeu8vpFzpe7WgfhbRgBJRxeoosQKXq2DRJmTDPmRtQn",482,356.75,144580225.75,210539407,1.63036725
"31","QmfXkeeZNhSdAnqVf3yqAepEc3NE2G51tNogDmjB1XxsCo",359,280.25,109434201.25,168068734,2.74706474999999
"32","QmfZURCGHa15oBu3VQgMrbcABKt39JdbgNFHD6wf2ywNPS",415,316.25,121553657.25,193644866,1.05147675
"33","QmNbheXUEAvLutsEfpUjPAGnhHZAkabWkWpTnRX8yxbqmN",382,295,99505279,193763311,1.73141
"34","QmNgTBQZzJkMefGcFZjiXRkN3nLMrsV7eTHbmyiqp6C9DV",408,294.5,105687510.25,185561781,3.25070874999999
"35","QmPbyiykPe86WpkrbnNJF9fLcrPJRxXxA8nf8Ls72j9zEH",329,249,103197101,142919297,2.883602
"36","QmPcR87oeWrczYbvGjMGXfjCn8KoVqZjPkJw35sxTF3Kmd",390,286.25,108174138.25,175993638,2.08222374999999
"37","QmPfqj32m6N5KgfUvVghfL24yMcEqsjxe4r3cStvpjyKWR",350,274.25,101671042.25,169090094,3.48886375000001
"38","QmPH1TUjxLXERgiDF4R2tbS8pkD3b1CSyJLCqqrQyuyNva",295,236.75,82732565.25,151866405,2.15102975
"39","QmPM6jJdJzAWMPeR9yVYCVpzrbZBRgUyL7ivQAqtZynRpZ",348,259.25,96188166.75,160708970,2.35286325
