"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma338tTzfFBdRQM7cKY46VEwBGfv4B9SW7bJ5bduTWLNs",311,147.224489795918,38350562.1020408,59914.1836734694,108764405,0.0496085102040817
"2","Qma4ZZTPn7j7WKAWy9mq9RxUaM4UCT1ak7zZRrEArehodz",270,165.816326530612,38979497.4081633,62294.612244898,125320135,1.45439951020408
"3","Qma7Cwmw1oNJ2JkFFDT4CTPtE29A1NzLH6XiPb2kA9rgSK",258,175.142857142857,38704371.0816327,61545.7346938776,135630280,0.746660326530612
"4","QmaaLi654yDY3e1Xf9f7QQnHGuSsAHUt6LajpFdrwJqRPF",259,165.897959183673,38363309.8367347,58193.9183673469,126263414,1.21304142857143
"5","QmaaxA3rWGmpfrUSzhxCaUGTyV5eC11KEsZf6Gi9q6RfXF",267,184.183673469388,40993931.9183673,61127.5306122449,143033696,0.0949180204081649
"6","Qmab4SmhHBSfkUqUwjrfNWUUVXdHPBxTrwabM23oKJPgem",258,149.122448979592,38710322.6122449,57923.2857142857,109354089,1.00011408163265
"7","QmaiZ5f4aqvvzoM5g5DAFZgjdji4ZZfF5J2RpjBLsmgXJY",258,166.979591836735,37687962.5918367,56920.9183673469,127088115,2.14659332653061
"8","QmaJJ4gfdm3rLRjbw4kDLuvjVq7HQkB83CmrA4g8PoXmtY",347,177.34693877551,40118546.5102041,59179.9387755102,135373852,1.79536032653061
"9","QmamMfBomqmDAriJ3pdxSxBKU2DCrGAWex9SHHdsTREj5e",288,192.591836734694,40650491.5714286,59392.2040816327,151088761,0.793191959183674
"10","QmaoMwtuaUMueeZZ8Eta6DBeDyzBDrMsrX2FatQ4RYrwRs",271,156.673469387755,37236260.3877551,61316.8979591837,117635218,1.74067410204081
"11","QmaPhLRFZrjZBMSviYWv3bCUbSKdecvP5CQd8fjHamfrSG",290,167.65306122449,41334202.6530612,58226,126121837,0.138795571428571
"12","QmaTgktNpZX231TGfekUVQnKmEFnUBnfRLtREN7JFAD4AN",274,160.163265306122,41855774.7346939,59519.8367346939,118375950,-0.127979265306124
"13","QmatPQneecDJwBtXyXMhSK2FxMMLVswmrNTXVQPe4aXjWV",303,217.122448979592,40691034.4897959,61092.1428571429,176580923,-0.210600653061225
"14","QmaU2fFw2Q1kGpoKgcektJLBtKsMLfg2DiusBGNvrGVeJN",261,173.795918367347,38912237.244898,56869.8979591837,134765290,0.0615212244897967
"15","QmaunpHAdQ6giQDZKqffHVPfqXUncvyqBNSdg6kWiS8CZG",3230,393.30612244898,35993976.7142857,64895.612244898,142891485,214.355765122449
"16","QmaW9V75MsaKFURa2ubceX4kHk3NaSRkTkHoituih21JFz",318,182.979591836735,39078123.1428571,62231.4897959184,143102109,0.73712820408163
"17","QmaX7LWFH2YzKWeCwoXzDByEBJCbqY1r2SVZiNRUgQkbzz",412,236.673469387755,43274769.0612245,59801.612244898,192755853,0.583045714285717
"18","Qmb1gv2SVTwG7k9ibHSt7xc3ywvGdune9WchWz8fqnNCAT",296,192.897959183673,39928995.7142857,60321.2857142857,151654047,1.25459518367347
"19","Qmb71hT3cyQL99jRkmGMT8deYci7YF7NjG7gKXzLj5TBaa",271,191.122448979592,37697752.8571429,59645.5102040816,151502991,1.8620596122449
"20","Qmb8k8tNyKvyMJN7bNJKGfM91Sk8jDLdDWqmZ9e5RWnRD2",307,169.836734693878,42263840.5918367,59522.9591836735,126188244,1.32512714285714
"21","Qmb9FqkZXfETXm35UuSFYBsj5iq8qi86gi2VcYHTYNkW8C",340,243.510204081633,40342401.3673469,58937.4897959184,201135919,1.9729462244898
"22","Qmb9hhTXRbVdemnbog75b77XDv2nx2PTmANS24KjEKnfGj",292,166.816326530612,38776949.9591837,59772.7142857143,126061474,1.91812985714286
"23","Qmb9tci82t9E2U1gQJUggpwkUvk2pyYQvDRXRV6RGbygg6",292,167.530612244898,40257602.5102041,59455.8367346939,126943987,0.269566897959185
"24","Qmbb49Z9HJN6soSYrg7UPSmooi4jcPscyagk2rFptnTgvF",313,168.408163265306,41806962.5918367,59688.0204081633,125993670,0.547842653061224
"25","QmbBPQGCBqV2QCtT5hWn9Bm5sHyFDibqQSDLsqx1fEZHg9",258,160.530612244898,40672856.122449,61607.1632653061,118165883,1.63026595918367
"26","QmbdDBrToai9T9RaQdUMFRdo3e75vDWdaTNuCZn1darkEg",261,167.632653061224,39348705.2244898,58695.0816326531,126569351,1.65590175510204
"27","QmbFc4N6Xvo3wjV1z6okUknFCDPKZTNdnqiALPpwucs1ib",278,167.367346938776,39446099.1836735,58765.1020408163,127238831,0.623651653061224
"28","QmbiuVeNeEJsD3WvceVsEcdRVwiAbz3T3VxEV7pS8QaUYp",314,186.938775510204,41771178.3877551,59833.2857142857,143107230,2.00053383673469
"29","QmbiWmBzszGUTS7edPePmF3qEU8ufccANsHQtZVMwCMQv1",311,207.69387755102,38412917.3265306,57667.7755102041,168143511,1.07978144897959
"30","Qmbjg6eLKXLk2HhTtYma9NkYfCxwJdiApstV5LudXQ1WKo",330,189.65306122449,44610465.5510204,61788.5918367347,142876676,2.10413108163265
"31","QmbrLCTPbYVSheMoas9TvCxnQoC3n2mTLTaDWFG2ZCtm9h",270,166.102040816327,37851503.3673469,59434.5102040816,126650149,1.54095393877551
"32","QmbrxtFYhhFj6n7gbSQo8zvAu8uJH7NrGY5RFuuY76ABzB",328,201.673469387755,40513598.0612245,60325.6530612245,159373238,1.72630767346939
"33","QmbskehcejByM4ixBZPuLYjW5RARAGKJ1VKHzXURtYPNB5",300,195.551020408163,42381865.0612245,58461.8163265306,150686036,2.42465753061225
"34","QmbstHDK8cSz8umWpoB9GuEaABbumz9LCX4PvperRHbbak",9091,1910.26530612245,90623608.8163265,60931.7959183673,126425242,1693.1555235102
"35","QmbsxgepaUXVWFkmu6xCgSgwwNgczuh1YcbSDaq2Z8g1Vi",315,203.408163265306,41408472.7346939,57026.9387755102,159697154,2.24550959183674
"36","QmbUX9ywVj7ZFLBDRRHGpHaKwY2ZtMFKjdESm43chTM5T1",332,242.285714285714,40352989.5306122,58758.3673469388,201244865,0.629101387755102
