"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmbdQy7J3mfdFCcbgTexVAkAJZyYTBvJuXba7YSjzSSP9a",11460,3196.38775510204,170842983.204082,70714.8979591837,143491059,2881.982998
"2","QmcHiSQP1qPms88M5F1cPW3hocZgKyssTmj1STbEcoj8wM",2388,260,35905783.4489796,62772.306122449,117854221,106.177223244898
"3","QmdmBcXsBGqw9o4Ezbu3Vrar3fbgRmRZRjxFv2ezCVvSAS",9181,2103.22448979592,84100937.0816327,61935.2857142857,118193542,1900.86807542857
"4","Qmenu9uLq3rYr9JPvcjKcC7gS7pAXjZxT8NJWrmvv8PH9H",4700,613.857142857143,34720814.0816327,59480.306122449,142978076,436.098772469388
"5","QmR3H5BpLi8Tqdissv3H3YqdbSGygxofpLQyrmyGRcj5gn",3556,432.836734693878,84640923.2653061,90809.2244897959,167071227,181.033775204082
"6","QmU14Sv4m9T7sMB1DuWXc7hT18vuKixGMg2W4Z1xMGtZAq",1269,189.326530612245,45592114.4081633,62018.8163265306,117229492,26.4429053877551
"7","QmWBadfQgTp5ozgh8JUzv422QusaFfWA3ajmWTfFxnoA1g",5802,823.265306122449,85760271.8163265,60342.1020408163,100920852,636.523840204082
"8","QmWNXWdG33fNSzWdwMbNZzH6vVuWXBrk8sUvAqJuubRuHZ",6911,1174.89795918367,27475473.5102041,60201.5918367347,109027682,1038.33460208163
"9","QmWp7g7WrP3nXtVDiTFfbWUpyTRWmxQ79tmVuTkdLmUWqE",7638,1574.08163265306,48368235.9183673,54659.0612244898,150998006,1374.66073167347
"10","QmXjh8dciwY74T2c8sZKkGN9Q3AoTH7Hw3mLuUGCj25wxi",10316,2648.30612244898,39132834.4897959,59819.0204081633,134251534,2474.86193493878
"1","QmcTuLGMQmzbGG1uuBi4jhhcvkcvFddCjs71XhQzAFjicA",2107,217.061224489796,36446088.8367347,72780.612244898,115283165,65.2591900408163
"2","QmdkXmhocPRBs6tMU9U1tvK3cYvD7BW6GnMDQEZMqSBGKh",991,181.795918367347,39569999.0612245,58529.5918367347,126641211,15.5261787142857
"3","QmdNvU4nj24F4cqCSEpwukLQcNBhp5YcLaqqw8YmAE9cX9",11428,3003.9387755102,179771793.306122,67775.1632653061,171618299,2652.48090804082
"4","QmPAx68A7Q4kCEzBfNh4qZBXuqbC6kZQqvG2gUVcZ3sgip",6750,1048.69387755102,55085724.4285714,68952.5918367347,185099469,808.439731530612
"5","QmQTJ52AbeykHPzmZdzKWz493QFKYHgFAiXSPSNZRp9dRJ",4276,510.102040816327,64426031.6122449,62142.5918367347,159184206,286.429660612245
"6","QmRrZDTtvb51EH4f36AZJCgoBS1tvBBREiTJ74pEJZrxS9",3116,342.857142857143,69312452.8367347,65120.7142857143,146185380,127.294189306122
"7","QmSqS4uWxEWGx2taPxv8HudefdpYyYf55ACjDYBdZKYxGt",9088,1862.65306122449,45627254.4897959,57663.5510204082,159934002,1657.03414118367
"8","QmUdoXgfFgxsEa8d5HftETLwtVctEojDq1Dj7bwcax5TLh",10256,2367.38775510204,70665763.1836735,60403,168155815,2128.50577391837
"9","QmV3WgyQt4Y5h9byQ8ci3wvCk7iY6SfYV3LDdMJCd4pKw8",7927,1442.59183673469,27351299.3265306,60803.306122449,176266947,1238.91278710204
"10","QmWcvDJJtkHGtpQbRSaU1MVKTiQttbTMr8v95287CFA3xL",5565,729.816326530612,86545948.5102041,58834.6326530612,150774004,492.437539387755
"1","QmaxofYtBmjK7moaxW78nViZPhVy3sjkwLKwxS5cB4vsYy",904,235.367346938776,38334393.5714286,67221.7755102041,176209708,20.7560235918367
"2","Qmc25mAXUNogoaoRHSLq2SecCEzwPAdPYiv2evpxUo5e2F",3114,335.734693877551,66496565.4285714,61091.9591836735,126154222,143.022814489796
"3","QmfRicXvmKBds3b7m8mWioQyREMwu3jhmRGRXhw2fWxweY",1988,258.979591836735,35904575.0408163,85441.8163265306,151244746,71.7448289795918
"4","QmQ5RhQnZq1xiR3EDPewkXdUd4PToUQfqPquvsYyCdpwaY",4267,512.551020408163,90117956.5306122,82742.7142857143,152112140,270.238181163265
