"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma8QN815rAQbHqeFmWq4GTkyv3aAWmw9pBfhoiXsrnREQ",216,187,40837958.5,55206.25,141531624,4.57521125
"2","Qma9ZqWYHu1Eqea4okj1rhgvCWphw8twi41X8gddSZnPmJ",235,195.25,46672557,52508.25,144582089,3.94284575
"3","QmaBNtCHfVYqqTaPJEe45dFEtuHiVtmPb7pzQf9wBusfid",237,203,51421232.75,54017.25,135024417,16.500333
"4","QmaBVymCbcXhsfKJxFvuvphHcgQrpCUvpRd2YV897PDjUf",86,61.75,65534684.25,52030.75,2997256,-6.833971
"5","QmacR77jyxmqs5wetwRnBbo8FqipmEvnMGqgLNthhcSJXD",109,73.75,74718670.5,58542.25,3218951,-4.24616375
"6","QmagrkKHqjXNq2RG7b8B3LSadXV8SQexcnENaknfygSSoV",123,74.25,77339624,53336.5,2748077,-5.8910375
"7","QmaiMaK13TVZsRZMhCBDUbQGnWc1Wo2AfbYGesdUmE1mNX",225,195.75,49750481.75,60548.5,143489046,2.44992375
"8","QmaKzYgfuE5ee95EqKQfLUr48FW2mU88fL1BHy4NHgJKCJ",256,115.25,80523894,54661.5,2899493,31.7719515
"9","QmaNThtskD5jn5Kc1scoroBL1PeyN3upL5nsB1rJj9gYRZ",215,176.5,44612769.75,51011.5,127092353,4.74386575
"10","QmapTej3dst2U62adx9vLYAWz5RVc8sVpYzvc7GnER23rU",254,222.25,44262764.5,58588.75,175873017,2.05562975
"11","QmaQMiLGFfTQedWTZjtghWNixzScRt5A1iq5xH5hmou7Fc",247,178.75,57732008.75,55193.75,119121414,1.8413835
"12","QmaRCjprT5X2bR6ds9EuojXEnXiNuaTy1StQmpyzRr5o3Y",124,70.25,66680356,67090.5,3386354,0.116199499999999
"13","QmaTouH6yPRnj2uzWrVhAhUWcxZmn6rYE14x5oHeVQgkDu",127,76.5,79874199.5,51223.5,2994908,-6.420331
"14","QmaV2yXoNbKsVR3nsJBVyYLuAWmBrr8fqJbcPjmFd2iJvj",204,148.75,57234806.75,54609,88026829,3.43375525
"15","QmaZ6jvubLFNtKLxGHVNm9cnQGWE7xt19TRJqF4d2bw1MB",223,167.75,46435772.75,61162.5,116694427,4.55863775
"16","Qmb48QyWqJm4ZGQs7GkYwibwmaoS1fugfKsA5Vgf6qUaDC",250,217.5,43770860.5,54312.25,169000536,4.67429125000001
