"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma5fppUV1tGCfUY2BJy79fHGZegTcLdRFZWjnd9ZYSvZj",191,155,43303089.5,59561.75,109729882,1.90746675
"2","Qma5WT4WnYPLG7DiCyYavVLoTeDYxd3jnhKLNRaC9SCiHS",224,173,60734236,49158.25,109358756,2.85784975
"3","Qma6JirvFLmp8RbbE4FY8XfuD8suGbiLDKnPfS9C2ULyE8",267,198.25,54437699.25,52080.5,142856984,0.903236249999999
"4","QmabGvuTHKpzBgkXCwjukkDM4t1nhvWMf3Vdh93PSjosve",258,197.25,51036558.5,55014,143021228,3.13719950000001
"5","QmaCWQ3P1YrNGi8nr7AWbgS41opsidbvnTehjn88wgpboA",186,155.5,41217645.5,52705,109517793,4.7118565
"6","QmaGLgMmbhZokXvf98QXHhUdMQsr5uKxGgriQYtrdgBALU",168,131.25,43840813,51192.75,84705016,2.65297825
"7","QmahAP9rBNjrN4BpdjqRGmZy1xWZmQagiyy1AXEn8PU11Q",201,144,49965006.75,64154.5,92360754,1.61008475
"8","QmaHWqYvCKg4evcxSuQY1rswCcPdED2n5uDuLrVTRuast2",200,155.5,44244645.75,48649,109823654,1.38305124999999
"9","Qmai468ccwXVQTjbZVyBVBu8j22HK7Z4x8ixyNGrCNojMm",178,123.5,51973706.25,58757,68030180,3.43735675
"10","QmakfbYMkKenCcHeaPYpii3N99aNCoBt1MGWneufQciFVb",184,150.25,45201545,47394.25,100670954,4.33010675
"11","QmammnUMB1bBTTw4VmsaqjXJQWvPaaRwaqoaCxAVMbzXVy",241,172,59242751.25,49892,109547554,3.15980275
"12","QmaoVDrDQZHJzcSAfYVzkwhaHASWojZB6dxAkybYUmDVq4",293,226.75,57532508.25,49564.75,168155813,1.012114
"13","QmapBLrcjuDraBaxeqgZjCeppJ6XRbrdbao8HWQ5aJqThJ",185,146.75,43349882.75,53009.25,101167504,2.179604
"14","QmaPcppwvVH8nM3Zz8LN1i9utrLBnZxUyrZnEw3iSPvrCA",183,145.75,43696868.25,56048.75,101041883,0.955199999999998
"15","QmapJBzYkJEmwbAu7L61GkMJCQNnPPWFzyVZWucqxhPzKR",237,172.25,62143984.5,65158.25,109490340,0.550517249999995
"16","Qmaq5K1D3Q98gW43Ao1v2MqMccuhiYbJGLbvNDHudvyMbi",250,185.5,55150882,62071,126566955,3.720092
"17","QmaS4Qg9CXMFyBxRAEiQ6bwPNFiepDNXHtQ3b9JVPZiPYt",918,520.25,425417845,63478,92322149,2.44652800000001
"18","Qmas6egatLAEa8Lzg99qxSiRAA6kdB4B2KnjkgZ4wRYv1a",203,167,46175657.5,55018.5,117432155,3.337169
"19","QmaZWBWepr8aGPXiX9VSC1mpMwfnUuhUiMwYMPxYzTJ65r",254,208,45614915.75,57334.25,160080293,2.247457
"20","QmazYg2F6vtytCjGACM6nvgQYHQRcWTpAnhE338nAPRtTr",251,214.25,43256910.25,50355.25,167637247,3.30548750000001
"21","Qmb2cdiaMc7oyfJL7GJMnFDtaS1y5toSL3NzzYjMC3QCUR",221,183,45802473,49637.25,134619134,2.52875574999999
"22","Qmb9brrsqasma9moMvPtoe77VKS6VniqUcJ1KgNS4VczVE",177,132,46153420,56100,84793328,0.997152
"23","QmbDqxc8qvhrQFiKRi5r5RA6rFts4KJHkbXUgVwpbunyES",211,143.75,50278452.5,50187.75,92650562,0.77079775
"24","QmbebydH6hzqL7VitgHr3iWBKBBLjpTvbt3PiGKTthz5JW",218,159,53615161.75,59757.5,101576795,3.74828575
"25","QmbhVW1x3BLiETLsjovMtVks5nmRQD5Farg9n1obsZ6qY5",196,154.75,44320373.5,55651.75,109665542,0.708432749999997
"26","QmbJF5TCcZyH7BrDC5MWRzkJcTYk4Gq1vV6Ym22zMTnM5q",246,176.25,53983180.25,52392.75,118023760,4.190667
"27","QmbjiqbffJfXgEE3SSAQWBhCiU1eHgcPu3qp3726cz3GED",186,146.25,41431045.75,49576.25,101631561,3.137817
"28","QmbjWpbXonm3UQNd2e9ASpTCedgHkoKwWTAPKNzZpEagza",184,144,47813580,56770.5,92926862,3.2027875
"29","QmbK4vZpCCD9zfGURFy1x2W32UamgTdx9oW7SrPy7sSA6c",203,158,48713161.25,48953.25,109036098,0.201787499999995
"30","QmbkG9LHqpEKQenewQzzKSjGkdYNLwrer5NZJhzQrg3Dd1",206,162.75,49193056.5,53526.75,110042580,3.46083675
"31","QmboPMpoAHz4xh8ofp6gbKuyUWiCVBxvAYpHdpUkUGnz2w",224,167.5,65641878,90577.75,99146014,2.62153025
"32","QmbwLajRZpLtTW7oXmEQUEHh7PDDhZtn7TUxf9ngVjNjS6",187,145.75,42703717.75,45796.5,101353148,1.64733775
"33","QmbzHLz3hAcJeMX3XBX8Putq7W5Th3WJdZz6JtsYySTYtg",202,158.5,44315485.25,54785.5,110151021,3.97870825
"34","Qmc1CuCtoRStAVbZ78NJUwMmPQbGxBn7KVGeX3Q1mZZQFh",235,172.25,52252619,50824.25,117623074,2.32348275
"35","Qmc4oqKNsGaLR9D6u81xB5B3ZakDjxLkCGjatnWxpr8sSN",231,196,43404202,50335,150474339,2.071124
"36","Qmc5wthG4CaN7DAuVxPkQpJGeqvZ8vA9aBFF5yWzXtf84o",195,151.25,46202997,50709.5,101169989,3.8263045
"37","QmcAvXWPWjT5unqAp9NLCbLSsYkkrBzxNPoLfSeh7u9Zt6",242,181.25,62842105,97836.5,117223186,1.0868725
"38","QmcDoryErJNqwd4PiHZkC4qe5iHsTrxyjk82sret5uHEoq",234,173.75,62484238,62178.5,109412356,1.7912275
"39","QmcFvCQ9oteX865EAZWktHxtRmocQnxAvCDi82BFSfnv37",237,156,69758158.25,57023.75,84267230,1.917588
"40","QmcHp5mrRLEf27npVP4RVFgTUrJn9hUb9apGjCpDPMiLTA",195,166.75,55165647.25,50951.5,109037691,2.49571025
"41","QmcmPu2Vg4dn2K3ro5ZrT9KRtYftEbHC5bsWwRvvrJoM3f",209,150.25,53584394,51308,93215988,3.39831
"42","QmcnhnG9jAAWHVcuoxPMchHniH697Y4p2ugGoJAKmtcHnw",181,146.25,44172450.25,58448.75,100683600,1.33550099999999
"43","Qmcw3yiww79ib3R5GPgNECTHFqHkZoEwmCrTCpKvHU9VLA",195,151.5,47629432.75,57381.25,101682578,2.130608
"44","QmcZisJk3XPe95ffR4Xmzg3YeBBzVWQtq9973MjxjLQ7rj",192,139.75,47022825,48563.75,92074721,0.603890249999996
"45","QmcZZcwAJJ7F9PRWPbwmDMKsjK3s3VF2ebf1vj9hxFuTga",234,181.5,52291212.75,82459.75,126912919,2.21340849999999
"46","Qmd2z5sVJvEFZ5K3YuDTVyyiDsiekXuJVz7zFXExR2qbcW",157,121.75,44573747.75,57939,75229574,1.88873925
"47","Qmd4XJCc75XijeamJ1DUusYUF3Y3YCELh1mCJViyHTr5Dk",230,185.25,44514564.25,57349.75,139559880,1.118206
"48","QmdaLMZmW5ppXBvLeKBLbGM8Ncmemd5jsjTo9jFYsiWxC5",195,156,44624973.5,49567,109715320,1.6101395
"49","QmdarP9Yhgi6TGa4PL7BoKU51etqRmgA8udHd8SR1PhFe6",160,117,48278956.5,49418.75,67598038,1.07358675
"50","QmdBvpUyW8BuCjSpvuPvi5kaYpnRWeRbjshHtNQ6tn7oyg",220,160.5,56091364.75,50995.5,100988058,3.36958175
"51","QmdcLU6via21mWvmNy18tyAdaJvUk3LKz6KLTuScA3HMsh",325,250.75,55917250.5,54889.75,192131432,2.64642775
