"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmaY4KGPdSAeevdujLZ1i2wVgxY1p1dWvErrUcwcFpbeDp",205,167.888888888889,47254354,57461.6666666667,117867965,2.70910822222222
"2","QmbXtASfuNeD9mi7D7vDKpqFDXafcFbUvC4ZM2pkheh88i",932,581.333333333333,458833972.333333,69058.7777777778,119446217,2.98408522222221
"3","QmNachWJuX2ELqRdjhKHtFKXRjWVi9779sEj4S5JBvXMVT",210,175.555555555556,47611837.5555556,56258.6666666667,125466183,2.42127633333334
"4","QmPmn7HkAcPn7eKkmvpNTSWpbAmiwQuMBsyFbhyHBExaQU",275,216.888888888889,54794210.1111111,57389.2222222222,159597173,2.44011655555557
"5","QmQAPx7SUo31sTZuipfMPDc9efZDRkBHcgSoMmFzwge83Y",224,172.333333333333,51917129.7777778,59322.4444444444,117894070,2.46281111111112
"6","QmRNzZryZjsNE5iUM6v8oTZ9hxUxAViRLwC96xfJYuh4xT",258,188.333333333333,58939099.3333333,60635.1111111111,126476815,2.8567838888889
"7","QmRR8MiH41wfzJnjp883UgwDDmNGVenCG4LH12AEBNWDpa",246,180.777777777778,52287744.1111111,59131.7777777778,125946817,2.48408488888888
"8","QmTJ6FNivC3776bdwBZ3WeGNUmUi6i1JgdLKSvzqSwq37W",234,173.888888888889,53929348.6666667,57259,117123019,2.77926222222222
"9","QmXExupCgud5kBszosAb363BA59NAAnv95J2G9Xg9sgQcm",300,191,70178258.2222222,62662.2222222222,118261039,2.49804055555555
"10","QmXXMprbsEaJokzHPHWHAg52dcAqFiNraKR7diHiFtqZqy",240,173.222222222222,51536718.5555556,63731.6666666667,118308926,3.312846
"1","QmcJavJg9WM7G632DpEM9NiR74JApekX7RMFfmZ7CfjeFU",317,243.222222222222,52373247.4444444,50434.1111111111,184949261,5.84927966666667
"2","QmeezfNsKER5t3JhXpcAcvUcoEUaQsw3Y42w1ASLGqoDq6",979,590.777777777778,458570405,61217,127012934,5.13322177777778
"3","QmNqXKceHoHB8HuoxSfX5ZYadRyJvwpj88m1hHumPV677H",275,194.222222222222,57415459.4444444,54346.4444444444,131961996,4.79042033333333
"4","QmP5UM2493aszCdX6NVtYZzd1uiW1e7dY6bhwhBU34uL1G",249,186.777777777778,55603005.4444444,58992.1111111111,126130338,4.98544222222222
"5","QmPr2h6xL2HaYK4MdfBs8pqBG5pD8UYpW1UtMCFbMFwajr",270,190.444444444444,59116590.2222222,59985.6666666667,126440024,4.82784455555556
"6","QmQBjY5BqXP8bG7W6hYKknVBZiFQn5NxvUSNCEsRVDF7N2",233,199.555555555556,51679161.1111111,60921,143112104,4.70336944444445
"7","QmRe9eZ86PuyAE6NU1pAE5S8hSQJiuPwKPV57uo4L6Xyu7",255,197.111111111111,56907232.4444444,63693.3333333333,134262476,5.87770933333333
"8","QmTbr9Aqj3pbJJmcK1MP9ogjS1D4Dz8dWmSP3UWoEFav2k",213,181.222222222222,49361718.8888889,60772.8888888889,126667768,5.13196244444445
"9","QmZCB1hbKrMHTodhLoWYMbYo5Yf64gtnWXLHJ5LS4RjfHW",305,234.777777777778,52023487.7777778,52850.3333333333,176973179,5.72826066666666
"10","QmZrC4yFFTfMbsNMHuxKKYrfbmAu2J1myP5VvGPeddtbdY",248,187.333333333333,55754954.1111111,64472.1111111111,125925249,5.58865811111111
"1","QmbYQ9mx6AJrCPRBhLEWCkR3c8U2RXkrZ7HgWa3FfFPGBY",247,212.111111111111,50150729.1111111,57196,159465949,2.437237
"2","Qmcxk9XwToa7zGDASV3FGWu4EjRj8a35n8SAe6is7NMP5k",284,215.888888888889,55610845.8888889,57800.1111111111,156948270,3.27197288888889
"3","QmdfLjp7wjDS8eVHHCckMPBV2kJSZd5FLX2kmqLtb8xg9m",240,195.777777777778,49113960.2222222,56572.1111111111,143740468,2.86677744444444
"4","QmR5PGJYz8Bc8DdT6DTZyke6PMJiiAuNfMiQY1b524rYo8",217,179.444444444444,49765110.7777778,62631.5555555556,126667500,2.94920211111111
"5","QmSxuvKKwf9ojoao7wmQBt2Gcv1UJTsE7UfmRNQnQe9h4h",954,575,453227112.666667,78948.1111111111,118626249,3.06769022222222
"6","QmT9od5du1KwninpyHumecX8Qdh2y7uRdMzuMCMH1ByJJz",237,178.777777777778,49449481.6666667,60514.1111111111,125941525,3.326257
"7","QmV5Am2Jnqoav3nyJCTXJrWE5qAwQ1e7ruoqiq4CWjDWTW",237,195.666666666667,49823531,62731,142687862,3.09254266666667
"8","QmVyCZQKRxh3iQ9PVpMLpKB8B8V6E2JqFd2waJtEjSjWDp",231,175.777777777778,55066153.4444444,58412.4444444444,117731627,2.92158488888889
"9","QmWG4xxDsz7kkAE5dAZw45zM9bFBww2ggXx5oHYtCrv41U",266,225.555555555556,47317597.2222222,58488.6666666667,175901293,2.27817666666666
"10","QmY3DjVC9roV1MaBF97VEwUCehuCDXERrQxwLNLDSGsMRr",251,185.666666666667,56448310,59183.5555555556,126208600,2.95057311111111
