"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmaL3oTWmNBHmLpDAmr9re9CMwNRpZvNDaG5c6PrXBtVZG",803,473.75,360364939,72657.75,112873006,0.439397249999985
"2","QmbVmptjewdQt36ETRDQSTGF3jcdAhajUMkzu7VYHTMXg8",192,157,39821125.25,51244,118150927,-1.02329625
"3","QmcbhvQGv3Wp4tk181rz1gH4sbCDkvQ86YC4uZbiKCPGhc",221,160.25,50785970,54104,109705475,-0.295548999999998
"4","QmNR2GwSmV5LYoZJHcnAsDAa6zpQA4XwETt7KoBQPksi3r",240,211.5,43665791.25,58741.75,168074901,-0.299433999999998
"5","QmR1tY6zAJXU8BiHMVKQpBgf7nnp2Xsyb6iyyX4GvkFT7M",247,210,41633973.5,48310.75,168767923,-0.450207249999998
"6","QmRb3H2k9Vx7qo7FaAfpYNFiSPWydCPGwqXwZ1obDAXRrH",189,159.25,40247216.75,65725,118192540,0.744518249999999
"7","QmRFojDTzEbDXwKkEpn3Gjg9ycjnAVKj2HHqSRBjQMmQpN",202,167.75,41653915,52184.75,126773873,-0.729972749999995
"8","QmTymW6NhMh4hh8UdcSaRBkTHm48HKfnY2NDczBTysHww2",224,166.5,49351099.5,48571,117603376,-0.5030465
"9","QmUGEHUPnTdSqZd7uzRvD58w5rssZ9Knq52qhC4vByHs4L",224,172.5,47277427.5,60511.75,125374865,-0.212804249999998
"10","QmWz1LWmz5VG4yC8oHMvePoVRUr15PrtWSquLojNvB94yr",226,193.25,40431801,63101.5,153199341,-0.444243500000006
"1","Qmbmkz7fCtuV2nn5vr8Pb7nbwPcjXwVjUwXqx87mBWj5Ft",273,239.75,45504314.25,63754.25,191081244,3.1006875
"2","QmeogQEoVTg1HkWNqBzcNtzpPM4Y4fL3bArMWHuFk89xPb",199,157.5,45083390.75,54369,109755422,2.60681825
"3","QmNSYBk9ejqiFPK52pnKdQYYcCVfhcsetRJvp7ZaYtSiWC",251,210.25,48149611.25,54114.75,159401148,2.645126
"4","QmPt9cx2MENHS73wQELFytxKuXsrn9NYQhkWaJHnARSaLE",251,180.25,52346427.25,58892.75,125647074,2.19760600000001
"5","QmS5mNXr8tt3zYFt4ZM3rC8eeFt923EFLX6fL6BEYceytY",203,169.5,40912093,49211.25,126252284,2.28641175
"6","QmSK9EygC7Qsui9XwnqA1U2ftQzcyecXp4S7MxCc1TjJSL",219,176,54933551.25,64223.5,118228006,2.77421924999999
"7","QmSLR7MGbeg4E3ZdTbMxxEMAqbzbn1NsaA3kV8roY28bzi",233,176.75,48126463,57034,125334154,3.23234900000001
"8","QmSX7EugpgfM5MAeZu2Y4wEbuP7q9wQj6v3vEFuCbwbYqn",224,171.25,50905143.25,52771.5,117878351,2.41373425
"9","QmY8Ufdo8ZKoC49HtRRYTGh4r5ieKys1BP6iWoQnuc7pYj",197,164,43149877.25,58039.75,118531570,2.260513
"10","QmY9KRWCDSVj9jrWYejnuTzs4eKc9GzymmjRySft3Rs8M3",855,499.75,395008403.25,87444.5,101094091,3.56006125000001
"1","QmaN4yLvAFicH7e7fpg3JAGNiBScwfUx7Htoru4GCQEkgA",907,536.75,402869434.5,69949,125149470,8.66114650000001
"2","Qmbmxx7c9FbsqQrsNNsMV9hbgjHVQwsXEbTiuDDKjkHwos",264,203.5,52097595.5,52471.75,144074343,7.27558974999998
"3","Qmcddst4ZrXGT7RypiHEQmfRaCEwud76SqvqFrCU1Q1dwm",254,188.75,54541335.75,55637,126907078,7.24594925
"4","QmeAmmbuPK2JHZUUkFsbwycnrArDYQBENCLQSB7VyZhckm",259,206.5,58119498.75,54715.25,143083650,5.242136
"5","QmfWvu8Mpc6AVAVSc6CGRqhzM7Ts3SHdJ1MvhRK2xHk5vG",308,236.75,52938584.5,61902.5,178131685,5.617828
"6","QmQ5nzDvSMw3D3fsLZ5Q7B1rWLbf1ZvRaapnV2uSj3RErZ",294,223.75,51819307.5,58297.25,168343701,3.52869424999999
"7","QmTJHecVmQSwGFuXUzT2nU7tzLAXPYE4whVhj4m5xfJpsG",246,188,46664136.75,59490,134982889,6.29348424999999
"8","QmWdU5Qm1QSeFGuZYZQEgu26KusyVqzTWaEj39gVoS5eTA",255,189.5,50626052.75,59670.5,134488431,4.32584575
"9","QmYK5j5z9Ju7okdyLajMkiyCBpFLtjszt9Y4TkxydKJa75",242,181.75,51227344.5,50985.5,127163123,3.308547
"10","QmZsGREpr7TMUSpmjXJm5Cm5ACKFgrN8yqH2HU9vQx8HDa",291,232.25,58737353,47838.25,167984721,5.48008775
