"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmcMEENQorLxUuKRfa3e8cegB6vRaxBK8B2krtiPSyboYH",273,273,127343000,68260,143489951,2.09878900000001
"2","QmcmueAqB4mzVPmaDvjtpdFwM2p7gtwCzpmfrf9vkZ4wGh",257,257,113385992,50660,142531519,1.03182899999999
"3","QmetrKR9aX8wCHWeCEcGRsArRNw1wbNZXGbfLvfhkkk9kA",270,270,150361204,60932,118175997,1.40186699999998
"4","QmNjHhHwpyuwKY42xwWDBZgukDCZwxyYz5ySufFdMoKACt",196,196,85839911,53044,109304827,0.802218000000011
"5","QmNy3KfMbqxBqgr5tLt4cCykVLLKQ4MwoCNDa5p9LFuR4c",259,259,91124867,60072,167599933,0.215127999999993
"6","QmRDtSyjo1x9M9v7KBPhfLgByHKDkWLeJGHYxu9oxQjueF",207,207,88816079,50468,117780824,0.352629000000007
"7","QmRyGYSXsTJVcexBJzVCjtLR1KBxnxGzPXrcwkmQNS3yst",225,225,123390362,51045,101208631,0.349962000000005
"8","QmU8dVZkoEXgk1UZbKF6rSWeL6hAv91tuNxb8Jn9xhyh7V",897,897,770588183,69163,125814500,0.528153999999972
"9","QmV6T9PQMsb8fyuFrm3asxcw9HAbx72L31TqAiVBJE3F7P",188,188,85152263,48964,101561378,1.23739499999999
"10","QmYfTW4YX57ncBuZbpJ234JsPQfdPrmAsfRMZwNoN4rJ7T",205,205,86750126,53198,117147823,1.04885300000001
"1","QmNUBzaNjXqEMNYFw6h25cLVhpmq3xfZSERhRU9Vw2hNu9",267,267,77783997,47871,184501524,4.666608
"2","QmNzJ8cNGkqRSpYG4Vu9d2Gr1PNqNG2fGru32NvLRUsvgW",253,253,82732343,57036,168342989,1.86763199999999
"3","QmRABZThcH6c3xWkBu4mJE3HST3KxMjGJZButBfD3a9TGQ",229,229,78915171,56356,143517614,6.51085900000001
"4","QmS75KztxxJ4nd2QPDNnofc1j8cqs9RwKkY7EGHB15gvUq",247,247,75113071,54875,168169735,3.662319
"5","QmSikpeE4RTcz3EPNwvKFPRUaiDqjSUwUWnhru6AoKsDKA",255,255,85194888,52067,160369748,9.383297
"6","QmUMtVxGj2K5kiuiXNuBqfZYEEk9hUSq1UY9addofbVsaC",263,263,124614015,50055,135391841,2.94408900000002
"7","QmX1WBjjpf1WSHT9f5DGUVwbmgWPQtxWFi8DAen4GxaYai",849,849,723568800,72580,117472543,7.886077
"8","QmYCyBxAyWJ1NNmCpMAGHzyqGWRBiNdhB6zCDs81tmmc3j",231,231,75828220,49868,151349728,3.77218400000001
"9","QmYDtRptDqRS3yA1YoWJ4iYmsgwf7poPbAMrauQdnTnGF4",242,242,102552580,61031,135905681,3.48070799999999
"10","QmYq2KbbpHPHEBTJwCNNdUkm8HEfeo5Sr5fhhcFBx9iLyN",277,277,119898314,48375,151471344,5.58196700000002
"1","QmbBWNGygtuf3cUXTtR3NijMw1nWL45KSq3BatPbvnoE1i",258,258,79824228,52592,176254405,1.86877500000003
"2","QmczvMWMwf3r2NomWrtR13Hys83kTFcPTeu5UULEQpeRMC",269,269,90656927,51787,176834138,1.45714800000002
"3","Qmd3mVCQD2evZUV9rcWXFnJ9jvk5NDgLEhLsd7Zp2GvPSR",205,205,68601263,51659,134968429,1.378649
"4","QmdLZocirnCdjK9Vdh4LHF3ZFzRQ41L61Uf3CVRR85jKyT",1000,1000,862520284,61830,136391573,1.02631299999996
"5","QmNT2BxtTiyxwXzZej3TW6aWVL4qUnRcDER5E1DWVYPNxz",221,221,67677076,49562,151684419,1.588943
"6","QmP8236zXGhwtrXU2PmGg1UGNrVEvak8BhddopSoNR5wmT",309,309,148389862,68628,159870801,0.670708999999988
"7","QmQHDMQxAvg2nbV9dPBnVisJuXSe77dguJSHNkKNoYEFuD",261,261,75067594,59854,184345217,1.52733499999999
"8","QmTJw6j3mdntSQLDnLopJ7fpubXSrKR2nWA4d6PLEDgLDQ",218,218,82401342,69513,134154815,1.37432999999999
"9","QmXk2C7Z9JNbyNXzFfvZs2mg3mUiDJ9WwMnXakq3nhT1Ro",255,255,78384706,55587,175645896,0.91381100000001
"10","QmZMNzxaiQL8T8xN1FsRT4S7D8DMD4qGECS2Fnfbs27sLX",253,253,108456807,62337,142088374,2.392482
