CID,time,time_retrieve,time_compute,time_add_IPFS
QmeezfNsKER5t3JhXpcAcvUcoEUaQsw3Y42w1ASLGqoDq6,1695436901774,848572985,70563,0
QmQBjY5BqXP8bG7W6hYKknVBZiFQn5NxvUSNCEsRVDF7N2,1695436902149,79669367,48882,0
QmZrC4yFFTfMbsNMHuxKKYrfbmAu2J1myP5VvGPeddtbdY,1695436903283,87187006,79303,0
QmcJavJg9WM7G632DpEM9NiR74JApekX7RMFfmZ7CfjeFU,1695436904509,127967149,47049,0
QmP5UM2493aszCdX6NVtYZzd1uiW1e7dY6bhwhBU34uL1G,1695436905585,77384170,59297,0
QmNqXKceHoHB8HuoxSfX5ZYadRyJvwpj88m1hHumPV677H,1695436906786,119029751,48347,0
QmZCB1hbKrMHTodhLoWYMbYo5Yf64gtnWXLHJ5LS4RjfHW,1695436907920,75350237,62658,0
QmRe9eZ86PuyAE6NU1pAE5S8hSQJiuPwKPV57uo4L6Xyu7,1695436909096,116666516,46223,0
QmTbr9Aqj3pbJJmcK1MP9ogjS1D4Dz8dWmSP3UWoEFav2k,1695436910189,82503293,61867,0
QmPr2h6xL2HaYK4MdfBs8pqBG5pD8UYpW1UtMCFbMFwajr,1695436911373,140406393,58869,0
QmfVdUVc4XN7Q4DMuruQ4xyyQjnMBAodpnqS57HZXPfbDm,1695436920874,96070122,61701,0
QmNSsWhtSk7kpoE1MrEUXbezJuBid94fY9DhSjHuiMdxYj,1695436920950,75386756,84280,0
QmVU3fpRFEWnHBQPVQpH5DXDq5koozut8FDes1mFU3oaRu,1695436921426,111317288,64844,0
QmQQeomtyzsjRHNw8jA56mcJj8YPh2Z18KusDWwjJaSstD,1695436921810,77691294,73359,0
QmcETTrzRDiLhbNvQCvUYAoCxtGZdupyV22FQ5dHK3Hzka,1695436921886,75387388,52648,0
QmSegSUdT3equWSXxjXB1ZbFGpS4tbyyKWZ1Pxpiy9nFDT,1695436922070,130803976,69040,0
QmcYEPu1foDD6Pc6UmsNCQBPQzaEqSzdHFZuucj299Czi7,1695436922163,69994735,55671,0
QmNkprgzGr6tmSax6fgA9SPX1eLD277HgvDjg1y8NpV5jT,1695436922489,138427297,47383,0
QmNmMGtk6UH8AG3uF2Quoed4zBJcsAJMmddwVrsvqnDnEx,1695436922669,180447926,52021,0
QmXntoSUX8ZmYhmVqUZjvfhzPBG8Dxp5GvP5MRPK2Kfb8S,1695436922849,114062088,56473,0
QmYZtCrWCm1EH55283ycmuthTPbPuAgzp6t57eLWoEhAXi,1695436922925,75319328,62597,0
QmYgWKeoqkZmqi6xAxnCsjCreSnkeimLGE3h2g5dCMyBNM,1695436923167,79358585,61959,0
QmXntHzexZaK2RcDVcRZ9zmdeKkvnTouV485JET3g5fe52,1695436923251,83679345,56270,0
QmNQzJAsZ2L8AeZKmziMDHDNaC926KNv8Y4aDdsqexEGod,1695436923410,92398527,60329,0
QmcYU14h5MpaxAaboKEG97BUde7wD4VPqQVAj9p1qnv8wj,1695436923470,58091075,63797,0
QmXNqPuPfbTSc4KcyaDYe4BnShg2e1wBU4rozzVT5Q3Vmo,1695436923679,117510630,61420,0
Qmc47YUztbKoMGJFd6zrLHkmtvB44sBUqAhsPUoRt3HHK4,1695436923763,83518332,54595,0
QmSpwYx1vRDjLbveNKw6fwgokz5rkkMQEDWRQSHFE7oM3d,1695436923839,75181570,65865,0
QmViEhiwLHzAd7z4xWCKXehbaQo1XuzZnKq3ptQNTTC3B2,1695436923906,67102484,50856,0
QmctdDwVkC1BkxCpxdcPcpVt3CWhbU1CT16ca1t8u7eDJ8,1695436924200,0,0,129924061
QmdZAkogQwVsHbCpBav8UoqBfAq1vXS3Tn3BUYcXWgYc5o,1695436924401,200925001,62912,0
QmWazTWAak2Ytte5cW4ay6Ns7Vcqr92mnuBxzZhsgdGrSR,1695436924477,74566102,54640,0
QmaaERPukTeAQ9TESc3APhQpQw1vHcmtZoznag6nWw4P5z,1695436924594,117064264,75519,0
QmQAM654kCPLmTxFn9VWXUTvhNZJhPta7VpoHXt56YJm4g,1695436924704,108886820,54753,0
QmXQYLQxWpZZ5okTRi5mqFpwNeMNW3UZLwjJ7bLTZBLLk9,1695436924813,87114785,57737,0
QmbHzWZz117Hz5qrKxvXVGfa3cDYQvpwNZJDnYmJeWghWH,1695436925107,100093073,52959,0
QmdUo8T1bUPJpZGLhNTQaVkd4PHtavms2WKQRCGxM6AXmH,1695436925107,118014075,56910,0
QmSRhY9H6CyR7JDxVn7jxDWhs4HKGpWsoeD8jS2bwo3fv5,1695436925107,75432039,95921,0
QmbAjMUCm3uh38A5TK5RAbNqMFGYz9YUqA4j8BmJsfdDH8,1695436925183,75059624,69749,0
QmRJQdwXAdtLq8z1qVRfehNZS2D8WHbJ1ZK876RqS3w6HL,1695436925384,0,0,184626629
Qmaj3YuCSYZFWVX9BNmdc3CeXwcbmaL9a43MNY1gViNvKe,1695436925536,151139830,52417,0
QmRALpEqDHPKgWd2d8KMJo7Cf91x3UAsvmxiTnx1CMkJoU,1695436925611,74936033,68525,0
QmRGXFed1NUz65REsWozstagT5384M6e4yuenmtxjViAo2,1695436925829,85254487,50408,0
QmX3ZaaVpHj8JsZ1LtFGAD9ngak24xN18N3z1tGWyV2grP,1695436925977,67760762,65463,0
QmWGF24r79T2dMsymiwfQcr6RQcrcGQ2JrefURtDSfhUob,1695436925977,80052384,57151,0
QmU12aTW6mcnJPwCtxn5BVDRCS4UtNJCctknTBD4SAU16E,1695436926183,146525967,74598,0
QmUrcPxPiUybDjQRBN6LFxRGq3qZi1bUj7iWuX2ZnhAWXQ,1695436926183,58989786,60495,0
QmXXJhFHnxAfmePZJJ4DPvytS4mfsohc68Jzh6X4tEHhr5,1695436926259,74684521,57324,0
QmUKXmw5HxpJ2zC9ET8fKqeNhha8eFoPA2vsDsXHxaTXUv,1695436926535,0,0,150268722
QmaoyqDgM92F5juU2xq91axF7gNwNTWd8m268a56MVvS7V,1695436926804,159572209,83867,0
QmSXw9qKwqySXCAF2ZRfgBszv1z2h5nJzYyfhHiqWvYu1i,1695436926804,109040070,72062,0
QmX4U54ompPCVPqaHG4PH1SFwUjoSVH5AtBkTSMMpwamg9,1695436926896,92153219,57092,0
Qmce6EQW2EUSoN8DT6wNwbZyJZio6Vr8xg85WY7M3enww7,1695436926971,74815698,61704,0
QmS1fi5P1AidqD1qCZ4yLjTVwhSjJN9g1UHa5rXt2695Gx,1695436927032,59678670,66546,0
QmNy7KRzKPYCpTgghXrPVDdgpupPDKnXrNqCLMse4s2Fjc,1695436927158,122220606,55568,0
QmNfCgzUKy39bYrRqDf61nuCa2ZLG1U9kod3vC5vW5uH7P,1695436927309,75342687,64710,0
QmW1ePFvfQ6kvjWKuAouG8TdEfvj82Rqigbws5h1BzyjLL,1695436927309,75832565,52785,0
QmVrrZWwNhm4h8sCCuuV3J2AMDJvxhSBu8QqTUJoZnyJ6x,1695436927516,97781950,53998,0
QmSXmGj6hYm4su5D71igg2VPX8YyvYDn5A5qSxBZTaceG3,1695436927652,0,0,117621016
QmWbJyvx1EqGD1drJxEvHSmR5mmWQJCDNxdgAEp2Ljc6v5,1695436927871,217900234,73898,0
QmWGdVDMT2N7cyNisaGHrgp2JWsp5C4bDQMS5v2tksLAXt,1695436928114,82670246,54135,0
QmWCdxhCapyrzDYdEhNb1ts5eFWbXVmnNxgZtPK9Kab7FL,1695436928114,159013548,68565,0
QmRB2T7Xj53ymdZvFQCVaa7VYr7TwPiUhiKtgcH4kSENjZ,1695436928182,67859489,59342,0
Qmb1vMkv599EzzngCjpidLoyuiRSGqJ6jyPscAJ6fPziZ2,1695436928334,75504188,53563,0
QmQMttkmGqjC6fPgEhMPT7j4SSmhrGnkjuWqs5234DFB8t,1695436928334,76101627,58795,0
