"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma1wdirW4zjsVWdXmyJnTAYQZwFKspPQDqUxwVh3CrChz",305,120.555555555556,74852722.5555556,59658.1111111111,145903276,-100.260101111111
"2","Qma2aRVJQBBNyqkXyADY39eXCjwAjRxzu9iDYXP2yhjw86",501,152.555555555556,49539298.8888889,56373.1111111111,98828046,4.13183755555556
"3","Qma3euijwgFFj5rckySQ5jvgGS1Ppt6PxihmJXcXQMfRD8",265,113.444444444444,67169569.4444444,62973.5555555556,106173240,-59.9613385555556
"4","Qma3uTDCdDUnQhM6re3daeo9NFdqmQgQjU7JfBf4yKynF5",596,229.333333333333,74765139.4444444,62621,19348745,135.156827888889
"5","Qma4fE9MqKg7ghQJJpPobbsm93Mm7igm3t8RNbMTQDAWd1",404,253.555555555556,60635246,67694,10704922,182.147693555556
"6","Qma4utSA6ihQ3SuLnwcB8NPESgAuR1hhcG6W4Vh7TyHDUf",643,288.111111111111,64822955,58502.3333333333,132185140,91.0445137777778
"7","Qma51wmNqSD3oJ5ne3HntqrDywdVGvEBtU9kDsFnT1iA4o",172,85.8888888888889,54656917.4444444,71133.2222222222,203988673,-172.827834777778
"8","Qma5fNCJgBnAUzi9Y1kWaLLHHF5CCe6uhAe5FmnYxWwm1k",360,155.222222222222,66390579,62068,14853864,73.9157112222222
"9","Qma6B2df6zc1ZjnNmXgVKyd5vsWsi6GPTAbhgqKudzBkrf",194,90.4444444444444,47413872.8888889,55535.4444444444,88797856,-45.8228198888889
"10","Qma6Xpg8q8YS7sNQVgsZBEWN17RME7kmkxV2iu3ShxLqnQ",250,132.444444444444,47989725.6666667,62830.3333333333,113270344,-28.8784555555556
"11","Qma98fMbYnjU6RLkmkZ2RCUH7p1emcqRtiMxHHLGbpqwDS",292,142.666666666667,54997042.1111111,60684.5555555556,149910889,-62.301949
"12","Qma99fz7LfA6VmbyPUCxx5DxRvZ451p3cFsJBKRjxxNETg",428,155.444444444444,85895810.4444444,68255.6666666667,17147052,52.3333263333333
"13","QmaAdJutjGyxEf27rUhJpBJc2beTiXn88uTtidT2kCBtye",401,153.888888888889,64047278.1111111,58342.8888888889,132013984,-42.2307161111111
"14","QmaApTqHCYTzzEDpj8ia3VD4WPSo4efhnyBrPfFhx8uoG6",452,274.666666666667,50889493.1111111,59419.7777777778,5778918,217.938835777778
"15","Qmab9mxxU8H7Tzy3RwUg6iNXNB3w5Shd7qSW3gb34qk6pk",104,53.8888888888889,50463178.1111111,53826.5555555556,124490840,-121.118955777778
"16","QmabgwgsQdS24Sngt9fGjkJMdEPzMgJpjc9qoPhjk9jmfX",238,112.333333333333,71169659.2222222,52956.3333333333,9436391,31.6743267777778
"17","QmabiQ45JuEu3kd5rHMLZNcCucxBxjtCcpxSfTM2LWDbq4",524,201.111111111111,67888210.8888889,62514,4824010,128.336376222222
"18","QmaBpE5A5E2pRXYknsFPG6atB3QfJg3DmRL11uQK7Tzztf",400,206.333333333333,48167776.8888889,61152.6666666667,119579129,38.5252747777778
"19","QmaBUG6gpAavszxrfP2Z7pV9kZAv1B5f12iEQ2drb9YUuB",345,90.8888888888889,62743337.5555556,53773.6666666667,115936831,-87.8450533333333
"20","QmabZHxoDbdMKKg7qaWTxihoZS2t3U3b7SL5U5BQRmorgB",245,86.1111111111111,76240578.5555556,72210.6666666667,4654155,5.14416688888889
"21","QmaC6hX7EEafApfWboMWXR1H7uUy2TWyVz8cupRefMTb8n",616,261.888888888889,71424052.5555556,55035.8888888889,6678060,183.731740444444
"22","QmacFZ2dtQ7ddu94SBDF2xAYPYk6gpe8Qc75PW192emEf6",361,201.777777777778,68145565.5555556,58443.7777777778,124524460,9.04930844444446
"23","QmaCiU5BYKMbpsUG9rU34S4FvPzcs5QNEpgZkvcCtBuYrV",193,76.1111111111111,51885223.3333333,58919.8888888889,183736957,-159.569989111111
"24","QmaCPsfL4uTfxmd6ApFn5jwxxa5CduWHMWjbfSZt2TtAfL",503,274.333333333333,68899353.3333333,61401.2222222222,6125089,199.247489777778
"25","QmacuG6oyENFMNArgcyPpnw9xMcfNHn41MR7pcGGJCCWtA",148,83.2222222222222,76775551.6666667,57151,12541177,-6.15165744444444
"26","QmaD4uD844iS2G1tyZY9q1v19zzRZLhrbHWxiyvGvmw8gF",242,180.444444444444,71369008.7777778,52222.6666666667,105810438,3.212775
"27","QmadCXoFSCwav1aCWAqyGzYdDZaLbU13ZNWW9bi68TYdHc",230,93,57025450.4444444,61538.3333333333,12236460,23.6765512222222
"28","QmadFwKQrVDx9uUsBAvEe7kDfwaTvcMjvgbt9DQmBBDW1T",409,212.666666666667,55800841.6666667,57080.8888888889,132797404,24.0113401111111
"29","QmaDkTrFFZuCmpEMaQ7YYPfPCKSJjdBh4QxQ6Vz4mKSiyi",579,231.222222222222,46790428,63351.7777777778,8135472,176.232970444444
"30","QmadwVj91PNu7ythGqgfjyoKVEKokJgxXhsezWswkermgB",244,81.2222222222222,67659577.2222222,56079.3333333333,110918836,-97.4122703333333
"31","QmaEEEFFoS83UvfJFnJSNNPfdy4LU3HJt7aTCj4LQhRFTm",469,130.555555555556,68832595.1111111,58973,142182182,-80.5181945555556
"32","QmaETHcX4drTBcBi9pZJZ73iaYhM6CPofasU6y57SxooRJ",445,168.777777777778,69015255.6666667,69790.6666666667,6899733,92.7929984444444
"33","QmaEU1V92Beap8CpSQ2fmtjp1b1uAtyep5egLX7Y77U7NM",401,319.444444444444,74230785,52123.6666666667,241299406,3.86212977777778
"34","QmaEy1tM89cUnxtLuyugERrKVmysFDQNnbyRqHsxPCEvUm",429,160.333333333333,54183025.4444444,60914.2222222222,140600286,-34.5108923333333
"35","QmaFbvXivq35fUEfgAjxormEWsdrRCnWwf6GU5S1BmTW9n",215,127.666666666667,64384883,60276.2222222222,17735804,45.4857034444444
"36","QmaFU22Q5m9djK7TvasPAdVX1q31P5aaLs1Ch2kN42rDBC",359,178.111111111111,54146580.3333333,65694,98716554,25.1822827777778
"37","QmafZ8Gw1nPrWij13uqM3HjwS6mJGRbVbEUhBJBjBCjNqW",610,207.444444444444,49364325.6666667,63153.1111111111,106670356,51.3466096666667
"38","QmaG5CkxZJv4oLzV9WqkJkfKWoYDhyVXhsPRiX6cEMNBxw",495,143.777777777778,68245187,57738.4444444444,98188398,-22.7135456666667
"39","QmaG9PcD443o29hpTdNh9TqYbvdBdsWi2aW51gWNfu9YEa",466,192.444444444444,69858363.5555556,59919.1111111111,4643382,117.882779777778
"40","QmagbivWeyn9WecTQiXCGSAjrFz8uR1ADc5ZAE7HyGoYNQ",396,194.222222222222,48007880.3333333,61123,8293414,137.859804888889
"41","Qmagu3zQe55JNUWM1sNN6ZYJHRhArrkDV4maHMuvxNvXC8",290,131.555555555556,52999440.8888889,60563.4444444444,109072726,-30.5771747777778
"42","Qmah693umdkR9rjKJagCe68KvAPwhRe9muvJpGnHZTYpqW",224,189.222222222222,52379018.2222222,55257.2222222222,133488097,3.29984977777778
"43","QmahLnZFAr8bApNPJ1Zr9dwUmKt2czkq17rgCi289MadnN",405,249.555555555556,73207616.3333333,59513.2222222222,129075221,47.213205
"44","QmaHM7u7viuHmGqqaXgWejjkqRGoU7cp6x9Ry6F1hhsGfo",393,119.777777777778,71149764,58682,124777232,-76.2079002222222
"45","QmahXPjjui5kWBFQvmEh4jEJH2gMBV1jq9xHnqGouAvh8h",216,123,63108201.4444444,57528.5555555556,11089114,48.745156
"46","QmaigcTGEfNXBG1tsM2DjBzkKR8iL31R7wouC6kvoD9cxo",108,65,62412606.4444444,51791.7777777778,110283021,-107.747419222222
"47","QmaiLrfXAQYr88d4PjeRAnEkHtgzF5J7AUH8ZU7JTbPwaR",205,97.2222222222222,77991945.8888889,54542.7777777778,15201135,3.97459855555556
"48","QmaiqzBT6QjmtYS7BAdWVMcZwVxAvmUtSJoBAT4S3ks2CM",550,285.333333333333,64037715.1111111,54839.6666666667,8041463,213.199315555556
"49","Qmajo1VBi45dYByfz2pAHktj3Ne3MPJjPLUETWYNvd4viJ",314,94.5555555555556,72198163.5555556,56826.2222222222,116352252,-94.0516862222222
"50","QmaKALgeNLcaGthaqzYFBJLgLAtnZ67r1q6DrRumSn2NtF",253,120.666666666667,72617024.1111111,59601.7777777778,164816488,-116.826447222222
"51","QmaKkPigoe5FMApxMCF3rKnnexyB8knsCkeV51ojXWDvpo",262,95.3333333333333,78731182.4444444,61396,108437292,-91.8965371111111
"52","QmakN4XFncStk6A5NgaMv17cZK13gAVuoN4RiecChSgDy1",333,127.777777777778,77613045.5555556,58005,10357705,39.7490222222222
"53","QmakQq6mfMPwpo9ezQBci1P7bDdrFgjwUhMwwKKhn8aeHZ",199,80,55776097.8888889,58683,9546701,14.6185181111111
"54","Qmaks8VKf8hE8r2EsGGiiHFfUwTBpokunxT4ikhcUXJzLU",560,252.444444444444,61865357.8888889,61544.3333333333,5147274,185.370268222222
"55","QmakT7K2n7sgy3fGsTEakK2pEHYPEpRVk5BwYXRFf1scyx",408,126.777777777778,43367405,63559.6666666667,183252648,-99.9058348888889
"56","QmaL5Cf5bMHkWMYgR55YPyiM7PBmkEG6LogBYHsZZNW6LY",304,101.555555555556,66122839,56265.5555555556,164246662,-128.870211
"57","QmaLToDo7cM4nS1zDYit94mW2aFYR7MLS2dv3R8icT11Rh",578,155.222222222222,74068548.2222222,60836.6666666667,17002958,64.0898793333333
"58","Qmam72vcucHU9r1WKNaxLJ3FAw18KqQxfDhrAK2v9hYWR3",295,106.222222222222,66599685,58503.7777777778,239519588,-199.955554555556
"59","QmamiE6HFAEEfQV8cdL5DwyyVLqreMKkkuhfm2JemZbQNb",198,107.111111111111,57608802.1111111,59649.3333333333,123781015,-74.3383553333333
"60","QmamnSCGUAKtjq1TWAQwTFWHydXskQhcWebV9BPgSKar6Q",464,144.888888888889,76466564.8888889,56471.5555555556,6134118,62.2317344444445
"61","QmamQcmZJUKy4BkNJCgkn8kQoVVEyTKsSZQK9iH8AHbsQe",113,61.2222222222222,50785549.2222222,61205.5555555556,8836696,1.53877144444444
"62","QmamUTrnQWJA6mZSGr52wazPuSaPnR5wb4DrwjXbrE9JHS",377,160.777777777778,66879722.7777778,61288.6666666667,6899840,86.9369263333334
"63","QmamVnsY4DhZ611cimtuH7YbnZvJg52bPwmf1z2e4P5LPm",489,142.111111111111,58517403,56577.3333333333,129229942,-45.6928112222222
"64","QmaNvTaf6PTgC9avhxuDjqAEMeZ5xY9eJLRuSJBuZsq1ti",529,320.222222222222,98797319.1111111,59063,194935965,26.4298751111111
"65","QmaPnfJWhkJFxEEpkfWFcrbohmUiP1FtbMYY8fYZhtbvce",334,139.222222222222,62108423.5555556,51968.2222222222,144787275,-67.7254445555556
"66","QmapzMvzfWHqwbzMC1QtvFh8K9XUBipoMb4ZCNFULwLh5K",243,120.222222222222,63760042.6666667,56124.2222222222,16127293,40.2787623333333
"67","QmaQeGrnEfpXkeaYFX1RyNgFcRLMETasyCGwEvJ2tAVMeA",329,175.111111111111,59661221.1111111,60030.5555555556,108242527,7.14733244444446
"68","QmaQerC43jAes2Cb3Pc4vfbjone9zGpQdeyUfQSWSeGmer",621,331.555555555556,55372945.1111111,61177.5555555556,183506450,92.6149828888889
"69","QmaqK3ykB7jVY1jCw4BeM2yDXLL9J1fTZPQNFhKRPWCXZb",142,72.8888888888889,70808620.1111111,52080.8888888889,12302202,-10.2740141111111
"70","QmaQWJP2H2JbB5g9i5cvwHowiZ7pbLvCpSSRWiqhdauMKX",258,211.222222222222,49504465.1111111,55798.1111111111,159246838,2.415121
"71","Qmar7Epnq6zG5be336eegybMRprQpB9JfKrwm3RCuuncUD",400,108.777777777778,66149999.8888889,62338.4444444444,114578651,-72.0132115555556
"72","QmaRiuoKfQPQtQC98WkgXKT1tRBH7gfwm3MyTfyFUFmQFk",171,85.2222222222222,80667469.5555556,55893.1111111111,14465618,-9.96675844444444
"73","QmarKM9pqvoVyQtxtfHpcr8TNu5atG4Uc3aoGdMgGETYjj",117,74,61666519.8888889,63638,14442626,-2.17278388888889
"74","QmarLytZ7AvBE2e9cm81L1m5cDXGgMrf63LdmnAiCavqeT",212,104.111111111111,64892759.3333333,57415.7777777778,128274087,-89.113151
"75","Qmas2sEsz8243Xdx8JkqhpcSt2sVt5K8qKZts6bkJzmVZV",501,333.666666666667,58314240.3333333,60392.2222222222,113746143,161.545891111111
"76","QmaSHmHbsC1mJQK5u3QRju7ZCfcX2gutAwnjjGbYXHqmDJ",403,141.555555555556,61227623.7777778,56239.1111111111,85611611,-5.33991833333334
"77","QmaSQ1F4vZUT59Sc3ur9tDFMqE3jiN9RyeohRHFFtpTtgZ",484,212.555555555556,63144821.4444444,66650.1111111111,18115561,131.228523
"78","QmasvV5FYDW4AaTSfhHDut8VqHSJqLN5zvYNpyt2Cc81ZQ",507,214.333333333333,55223952,74387,168208452,-9.17345766666665
"79","QmasXrkapG3SmgQbD5DBpdBDgb71VWKtUtRbD5qHHUWo75",359,101.444444444444,72735704.4444444,62057.6666666667,9216256,19.4304263333333
"80","QmatjjNPFGmeCPNNHXqmngPHCvwuvEri9pvyDsSKo9VvTC",202,119.333333333333,54029421.3333333,64562,139310853,-74.071503
"81","QmaTMpjCedhEdxENqJUZPzWetkkaPiry7TTEa2nE834Smj",205,90.6666666666667,72158853.5555556,51302.7777777778,11019583,7.43692733333333
"82","QmaToME3DXv5VoefxH9uyqUDEjinMdMovCdt9zpDhEzNCv",338,140.111111111111,60381800.8888889,60788,115878389,-36.2098667777778
"83","QmatzL642YT7CkowPKUjbeHLL8s37kHPT15edFJUCi9WEr",349,118.333333333333,72661302.5555556,55362.3333333333,90691100,-45.0744315555556
"84","QmaU9XWZgeqm7PdCc9eE9LGTvtPvZcqrkyXSxLZKatP2FM",243,150.222222222222,62273454.5555556,64110.5555555556,17317119,70.5675381111111
"85","QmauE27qYzqTZqWqmiVvYhK2XwM8tR6a2tyC62iJkW1rTB",246,118.777777777778,57094338.6666667,67058.2222222222,91538310,-29.9219291111111
"86","Qmaue7SQSVay47zUjJ7qfEAtM4sktPXbkmF3uvrTvxKrnP",136,74.7777777777778,64718041.5555556,57208.7777777778,121193522,-111.190994555556
"87","QmaueLUh4Q8ZJK8Y6wv6QVzDq7jhhA4nsgHc8hKBJg8wZ8",249,130.111111111111,53725757.8888889,58906.4444444444,3970569,72.3558777777778
"88","QmaUjRiJx8ZmNjQ1Y4cX71595Qg6Stmsov2yYUxhA9wHSU",220,110.111111111111,79150024.8888889,63011.4444444444,14405972,16.4921027777778
"89","QmaukAjzuwSZp1eHdJtxnwTtf5FTJWfudsyEMePyWJn3oS",207,97.6666666666667,67039711.3333333,57035.1111111111,150836082,-120.266161777778
"90","QmavcTuat7UYed2MuksETC12WDmU4Ya6Yzf9Pcak5jy6X7",161,74.1111111111111,64084274.2222222,57568.2222222222,8052977,1.91629166666666
"91","Qmavgf7oApKFASzUx4HF9Dv8nffZy8vcWkqYKq6hHJkn8Z",314,90.2222222222222,59292306.2222222,58402.4444444444,125201656,-94.3301424444444
"92","Qmavhan1cZrkerYRXvvkBx9wpLNyAEpEQ7PH5jiST2ubDs",263,109.777777777778,74910295.6666667,60601.2222222222,13817091,20.9897898888889
"93","QmaVHWVR6VQg7vnH4y4zUQWpvuFPBgfnpSf8AnaQYskpmT",168,90.6666666666667,86670871.8888889,51184.5555555556,15914443,-11.9698327777778
"94","QmavQoPzdobMiNh39N8n59tLv26u7HQ3ri9hpqMusyehWr",540,113.888888888889,67292022.1111111,50551,104863956,-58.3176402222222
"95","Qmavrk1RWdEvnof8nsbAjQuKrodPKFrwbjLxL91WpwKzPy",351,119.222222222222,61790815,56893.7777777778,98311751,-40.9372375555555
"96","QmavzMQz9CCG3ootGriEWD14nHUvNfSyJxgcuTvAsn1ezq",411,196.888888888889,47065809.7777778,54157.5555555556,3906286,145.862635555556
